popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,followers,monthly_listeners,enwiki_title,pageview_status,pageviews_total,pageview_months,mapping_tier,fua_code,study_city_label,mapped_fua,log10_followers,log10_pageviews,expected_log10_pageviews,attention_residual_log10,follower_rank,pageview_rank
630,4pE3KE9J1Z1LKzjwLtWU21,Sailor,Q354427,47029,168700,Sailor (band),ok,48408,12,excluded_no_defensible_fua,,,False,4.672365744234083,4.684917139924371,4.3744351605325384,0.31048197939183275,748.0,543.0
631,25IRTisJjqI6JlkyCVMBsV,Dr. Feelgood,Q1253897,120205,167923,Dr. Feelgood (band),ok,129103,12,excluded_no_defensible_fua,,,False,5.079922532785249,5.110936334197542,4.665871242171549,0.44506509202599354,530.0,303.0
632,4NPManowiyiGa72hezruf2,Cock Sparrer,Q600311,137956,166468,Cock Sparrer,ok,58427,12,strict,UK001F,London,True,5.1397405936171285,4.766613587544323,4.708645995898657,0.05796759164566634,499.0,493.0
633,3SfrwwVPGtjYTI3vwQ4hEU,Thunder,Q678521,122168,165055,Thunder (band),ok,45396,12,strict,UK001F,London,True,5.086957464144109,4.657017587340369,4.670901787330947,-0.013884199990577883,528.0,561.0
634,6NB4b8lltHCjOhW7vQZkAy,The Exploited,Q117684,272998,164967,The Exploited,ok,95889,12,strict,UK007F,Edinburgh,True,5.436159465384546,4.981768789513695,4.9206094742125694,0.061159315301125616,347.0,376.0
635,5O0RrEgz4NLCPLrDZiPggz,The Slits,Q677115,155815,164826,The Slits,ok,136445,12,strict,UK001F,London,True,5.192609264014681,5.134957625662232,4.746451373149029,0.3885062525132028,466.0,287.0
636,6msJKphD3VXZPItnztefdH,Stateless,Q3497309,31770,164345,Stateless (band),ok,4702,12,strict,UK003F,Leeds,True,4.502017214827148,3.6722826247889206,4.252622178101766,-0.5803395533128453,812.0,878.0
637,5yBDILLJyNFAjFpECkk7ys,Beady Eye,Q753648,205926,164088,Beady Eye,ok,117428,12,strict,UK001F,London,True,5.313711183644079,5.069771664165509,4.8330490447550405,0.23672261941046813,406.0,327.0
638,3k7uMwc8FLJmH8RHMh2HF8,Babylon Zoo,Q696624,17699,163876,Babylon Zoo,ok,42518,12,strict,UK002F,Birmingham,True,4.247948729257255,4.6285728275965035,4.070942652738759,0.5576301748577448,871.0,571.0
639,7y4breKexfBWgdyMgHMEHK,Kareful,Q59563575,17678,162343,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
640,5gNduPlUGHsgy1w7f71obH,The Swinging Blue Jeans,Q1310839,71064,161534,The Swinging Blue Jeans,ok,37621,12,strict,UK006F,Liverpool,True,4.851649649100906,4.575430335305532,4.502637659431089,0.07279267587444238,655.0,601.0
641,0umDTRGYujQH31KZq9FdrU,Loadstar,Q15052759,38144,160497,Loadstar (duo),ok,1816,12,strict,UK011F,Bristol,True,4.581426233724123,3.2591158441850663,4.309406052065449,-1.0502902078803826,784.0,912.0
642,0P2q6xyNc2hVFkG3ThjYcJ,The Magic Numbers,Q1474849,102124,160113,The Magic Numbers,ok,34292,12,strict,UK001F,London,True,5.009127816942105,4.535192815054697,4.615247291925453,-0.08005447687075584,567.0,621.0
643,0uhNYfjHJyAmHh2xNZ4vqf,Oxide & Neutrino,Q1428002,27287,159474,Oxide & Neutrino,ok,16256,12,strict,UK001F,London,True,4.4359557908892375,4.211013690603825,4.205382914566492,0.005630776037333085,838.0,758.0
644,3lGO6uBIzoFyU6OoGMER1B,Dead Pony,Q112031241,55682,158291,Dead Pony,ok,54743,12,excluded_no_defensible_fua,,,False,4.7457148259804605,4.738328593727102,4.426885689088266,0.3114429046388363,707.0,509.0
645,4A9xtvezlouTD7H0kyUje9,Twin Atlantic,Q2365012,154793,158180,Twin Atlantic,ok,26914,12,strict,UK004F,Glasgow,True,5.189751317263472,4.429978248073312,4.744407709968577,-0.3144294618952648,470.0,665.0
646,0m5XJwKGYyUjd3VMfcINCQ,Shpongle,Q1134411,331485,157586,Shpongle,ok,54590,12,excluded_no_defensible_fua,,,False,5.520463880962155,4.737113094305961,4.980893952918341,-0.24378085861237953,310.0,511.0
647,7ulIMfVKiXh8ecEpAVHIAY,Electrelane,Q460115,67563,156130,Electrelane,ok,17706,12,strict,UK515F,Brighton and Hove,True,4.82970892530571,4.248120459883603,4.486948266564081,-0.23882780668047765,667.0,738.0
648,4r4F8WTxKS7hsSWVzlu6rY,AlicebanD,Q117025304,39307,156024,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
649,02nZLQtQ4vL5iHyp6atBrh,Calva Louise,Q111128234,88942,155471,Calva Louise,ok,44092,12,excluded_no_defensible_fua,,,False,4.9491068910135,4.644359798741588,4.5723274732391745,0.07203232550241356,599.0,566.0
650,23ytwhG1pzX6DIVWRWvW1r,TesseracT,Q1430984,359654,155442,Tesseract (band),ok,75685,12,strict,UK525F,Milton Keynes,True,5.555884894800206,4.879009815263195,5.006222843935811,-0.12721302867261652,297.0,434.0
651,0exhrQcReCdr11oPbOh22M,Deaf Havana,Q5245773,127338,155196,Deaf Havana,ok,23974,12,excluded_no_defensible_fua,,,False,5.104958024452082,4.379740500992257,4.683773644482711,-0.30403314349045374,519.0,686.0
652,59FA7hfd0gJCIVBN0GygHg,The Bluebells,Q4050978,16802,155036,The Bluebells,ok,48694,12,excluded_no_defensible_fua,,,False,4.22536098037266,4.687475451411264,4.05479058457821,0.6326848668330536,875.0,539.0
653,0oQLexIBY9SlMhtbSIPFAO,The Alarm,Q2301808,89337,153792,The Alarm,ok,77936,12,excluded_no_defensible_fua,,,False,4.951031364463094,4.891738112227695,4.573703627476138,0.31803448475155705,597.0,428.0
654,0okPaVyeEjh0VJtfBdNPho,Mànran,Q3997948,32943,153473,Mànran,ok,28863,12,excluded_no_defensible_fua,,,False,4.5177631462641985,4.460341469367766,4.263881793175493,0.19645967619227278,806.0,654.0
655,41A6Xdil8qhaD2DcS4X1wA,The Flying Pickets,Q1578573,26495,152643,The Flying Pickets,ok,86692,12,excluded_no_defensible_fua,,,False,4.423163923850348,4.937979022318675,4.196235694568234,0.7417433277504415,843.0,401.0
656,4KH4eOg39KeBpnfSgvIteD,Pretty Vicious,Q26260790,61601,152499,Pretty Vicious,ok,6670,12,excluded_no_defensible_fua,,,False,4.789587762342296,3.824125833916549,4.458258388605173,-0.6341325546886236,691.0,859.0
657,7F6nxkPQrlh4qWDetjgnpX,The Prototypes,Q22909361,72867,151701,The Prototypes,ok,2414,12,excluded_no_defensible_fua,,,False,4.862530889597995,3.3827372657613304,4.510418626851892,-1.1276813610905614,651.0,903.0
658,6EQn1KgYQxe0bcheogqRTB,Wax,Q1969654,15562,151687,,not_captured,0,0,strict,UK008F,Manchester,True,,,,,,
659,05MlomiA9La0OiNIAGqECk,Delta Sleep,Q106920410,118215,151180,Delta Sleep,ok,22645,12,excluded_no_defensible_fua,,,False,5.072672586561414,4.354972325018976,4.660686943985573,-0.30571461896659713,534.0,694.0
660,17Ytfl1DntgvVdragJEqx8,Reprazent,Q7314192,7044,150501,Roni Size & Reprazent,ok,11379,12,excluded_no_defensible_fua,,,False,3.847819347295239,4.056104097422453,3.784817767806289,0.2712863296161636,911.0,805.0
661,7DlD7rLG9MKuvXtTeACzkO,Dry Cleaning,Q105677002,170043,150253,Dry Cleaning (band),ok,89472,12,strict,UK001F,London,True,5.2305587584448885,4.951687145393549,4.773588332384178,0.17809881300937125,445.0,394.0
662,1nhSLEYdoBHG6cJ8NDwoF1,Fickle Friends,Q24895505,141833,149977,Fickle Friends,ok,11151,12,strict,UK515F,Brighton and Hove,True,5.151777289031163,4.0473138158153885,4.717253207079751,-0.6699393912643625,495.0,809.0
663,2LKrAJVB1842xPDvx4uuwU,Bros,Q990686,83494,149817,Bros (British band),ok,107002,12,excluded_no_defensible_fua,,,False,4.921655267573228,5.029391895263212,4.552697341206524,0.4766945540566887,611.0,350.0
664,0FOcXqJgJ1oq9XfzYTDZmZ,Super Furry Animals,Q1135582,131452,149540,Super Furry Animals,ok,121769,12,strict,UK009F,Cardiff,True,5.118767198143836,5.085536739507711,4.693648321054052,0.39188841845365907,512.0,319.0
665,2YiWXa7E1raYyY0uQDLpgs,Lo Fidelity Allstars,Q204934,29732,149493,Lo Fidelity Allstars,ok,14639,12,strict,UK001F,London,True,4.473224124130912,4.1655114107855535,4.232032788435069,-0.06652137764951505,823.0,779.0
666,5H9IFTRxSICj24uxO15ScU,English Teacher,Q124304162,108308,148637,English Teacher,ok,63646,12,excluded_no_defensible_fua,,,False,5.034660536288646,4.803771114470189,4.633505252261232,0.17026586220895723,550.0,471.0
667,3wRksusBxJ6npu0PryYheF,The Selecter,Q1546385,144513,147657,The Selecter,ok,51310,12,strict,UK025F,Coventry,True,5.159906916811012,4.710202014655385,4.723066548758504,-0.012864534103118608,488.0,528.0
668,0NbfEPYRgMczimdfM3skmH,Sleeper,Q640008,81522,146769,Sleeper (band),ok,71480,12,strict,UK001F,London,True,4.911274825786263,4.854184543833607,4.545274485386039,0.3089100584475677,622.0,449.0
669,0KU55rzxAihPhi27MAuz9O,The Big Moon,Q28407726,117870,146229,The Big Moon,ok,17514,12,strict,UK001F,London,True,5.071403283531469,4.243385345371658,4.659779289612364,-0.4163939442407054,535.0,743.0
670,7Hvq85OU8T7Hsd63zNBwaL,black midi,Q65070663,325236,144902,Black Midi,ok,330727,12,strict,UK001F,London,True,5.51219861114106,5.519469651437304,4.974983616204499,0.5444860352328051,314.0,124.0
671,3VdnwWd3i9OOT0CzbzRZj7,Those Damn Crows,Q65038085,48598,142422,Those Damn Crows,ok,19844,12,excluded_no_defensible_fua,,,False,4.686618396693641,4.297629218364148,4.384626960307343,-0.0869977419431951,741.0,716.0
672,26HCuM5PamldoaHII5Ifxc,Panic Shack,Q116783016,53371,142284,Panic Shack,ok,46053,12,excluded_no_defensible_fua,,,False,4.727305340154407,4.663257926411442,4.413721417102497,0.24953650930894522,718.0,558.0
673,0N3oP3Si8ihzFUrU6kITZ8,Monaco,Q1943982,32255,140035,Monaco (band),ok,31312,12,strict,UK008F,Manchester,True,4.508597046230069,4.495710808313926,4.257327289967844,0.2383835183460823,808.0,640.0
674,5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,Q638159,226255,139857,Michael Schenker Group,ok,89286,12,strict,UK001F,London,True,5.3545981854393,4.950783367069937,4.86228655944723,0.08849680762270662,387.0,395.0
675,4rPZAvpw9ObVO3HFGWSHwt,The Firm,Q938323,42646,138968,The Firm (rock band),ok,105194,12,excluded_no_defensible_fua,,,False,4.629878302575177,5.021990969464078,4.344053201836779,0.6779377676272986,766.0,352.0
676,5rIXueJu7zVE2gDZjUM6g8,Pop Will Eat Itself,Q1378050,45364,138949,Pop Will Eat Itself,ok,89585,12,strict,UK002F,Birmingham,True,4.656711341769704,4.952235298026176,4.36324099608042,0.588994301945756,757.0,393.0
677,0sQ1wgSdRpoysgsa1VnI4G,Foreign Beggars,Q3077143,103677,138616,Foreign Beggars,ok,15521,12,strict,UK001F,London,True,5.015682421953451,4.190919698912573,4.619934364880338,-0.42901466596776494,561.0,764.0
678,4nP1Vg2YuLE0Nbr7uK08SM,Nomad,Q7048384,9207,136733,Nomad (British band),ok,6108,12,excluded_no_defensible_fua,,,False,3.964118143151485,3.7858990283843834,3.8679808172654058,-0.08208178888102236,900.0,862.0
679,2jK54ZlZhTF1TxygsVeR05,Hawkwind,Q285966,145361,136226,Hawkwind,ok,274204,12,strict,UK001F,London,True,5.16244790200628,5.438073785848304,4.7248835587792275,0.7131902270690764,487.0,163.0
680,747P2pvOwW22iRcFS9zQDv,The Toy Dolls,Q728289,105717,135203,,not_captured,0,0,strict,UK510F,Sunderland,True,,,,,,
681,2MYN7OKnlCiZ0wrwp2A1ox,Hybrid,Q851798,59042,134319,Hybrid (British band),ok,18482,12,excluded_no_defensible_fua,,,False,4.771161060438499,4.266748965908202,4.445081805730762,-0.1783328398225601,699.0,731.0
682,22xPtA9BuacbAGzd2Laihm,The Irish Brigade,Q28958305,42959,133806,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
683,29wYlrKAdlJOf9ayJIIPpJ,Acoustic Alchemy,Q1144027,68974,133679,Acoustic Alchemy,ok,19701,12,strict,UK001F,London,True,4.838685412701348,4.294488271007257,4.493367181392531,-0.1988789103852744,661.0,719.0
684,4LdZNE5MHGqvc0N9ivXNF3,The Joy Formidable,Q953993,130580,133646,The Joy Formidable,ok,30387,12,strict,UK568F,Cheshire West and Chester,True,5.115876664268445,4.482687825852957,4.6915813554429935,-0.2088935295900365,514.0,647.0
685,6mRev5KzKOgQcZjWanwBdd,The Escape Club,Q661797,13509,131312,The Escape Club,ok,22335,12,strict,UK001F,London,True,4.130623201682595,4.348985956807858,3.9870454070220527,0.36194054978580503,884.0,700.0
686,39afGThIZjTTMH5enuLXYI,The Icicle Works,Q2412078,50086,131181,The Icicle Works,ok,46103,12,strict,UK006F,Liverpool,True,4.699716349172174,4.663729186583886,4.3939930561621265,0.2697361304217596,735.0,557.0
687,1f6TTocyaqNFvwD4xsrDTh,Drumsound & Bassline Smith,Q5309306,68820,130375,Drumsound & Bassline Smith,ok,3041,12,excluded_no_defensible_fua,,,False,4.837714668284911,3.483016420144132,4.492673020586119,-1.0096566004419874,664.0,895.0
688,4rzWjR3L3M54c6I25NzdM3,Radio Slave,Q111050686,40421,130300,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
689,4lrBMUSk8PiNnCEZfsmPAk,The Pineapple Thief,Q38502,173374,130128,The Pineapple Thief,ok,56721,12,excluded_no_defensible_fua,,,False,5.238983969131179,4.75374387892137,4.779613039758393,-0.025869160837022953,441.0,499.0
690,4IeWU3NYBI9mISFVhzXG8f,shame,Q48700714,201828,129743,Shame (band),ok,61812,12,strict,UK001F,London,True,5.30498141661817,4.791072795928204,4.826806554954547,-0.03573375902634268,409.0,482.0
691,4toJT7YydhWcrYNgWJK4hW,Five Star,Q1421891,84034,128764,Five Star,ok,100257,12,strict,UK001F,London,True,4.924455036357491,5.001114705035277,4.554699402433087,0.44641530260218953,607.0,365.0
692,3wrtQM9ICPPeHwoc1GWiyV,Teleman,Q25056198,59760,128713,Teleman,ok,9556,12,strict,UK001F,London,True,4.776410588807343,3.9802761410778404,4.448835643284806,-0.4685595022069653,697.0,823.0
693,4Rj2COYs5hQsw8rYIxSviz,Hidden Orchestra,Q80611,107943,127742,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
694,07h7JMfYWswTq4qpinC5q4,Altered Images,Q438314,94902,126082,Altered Images,ok,76580,12,strict,UK004F,Glasgow,True,4.977275365006968,4.884115362011669,4.592470211421969,0.29164515058969975,582.0,430.0
695,76vZk3TWaVcNiP7H7in9fu,Space,Q7572217,46037,125619,Space (English band),ok,46315,12,strict,UK006F,Liverpool,True,4.663107015090335,4.6657216683873965,4.367814420016344,0.297907248371053,754.0,556.0
696,38unGip4o3KhMfqHdHWB7K,Chas & Dave,Q1067929,34026,125459,Chas & Dave,ok,116945,12,excluded_no_defensible_fua,,,False,4.531810897669643,5.067981658220164,4.273927072116853,0.7940545861033108,800.0,331.0
697,2vwI9jlKSgJbne3dlTzaLO,Skids,Q547438,54513,123686,Skids (band),ok,84447,12,reviewed_extended,UK007F,Edinburgh,True,4.7365000831026265,4.926584225765073,4.420296402311388,0.5062878234536852,710.0,409.0
698,1jucBaHU995Lf7ViACscFu,Real Lies,Q16735061,23084,122748,Real Lies,ok,7171,12,strict,UK001F,London,True,4.363311065636625,3.8555797225017177,4.153436057897447,-0.2978563353957293,852.0,853.0
699,6UYwzZChuolxsylHcZcBBP,The Boo Radleys,Q1778436,54068,121170,The Boo Radleys,ok,62164,12,excluded_no_defensible_fua,,,False,4.732940305121614,4.793538951771562,4.41775087301232,0.3757880787592418,714.0,481.0
700,17obwOahRWI121iMUZznh2,Savoy Brown,Q1707816,148308,119814,Savoy Brown,ok,94717,12,strict,UK001F,London,True,5.1711645782849365,4.9764279340570665,4.731116687636185,0.2453112464208811,482.0,381.0
701,3Ps27dDfvubd75rh5A0wz9,Honeyz,Q16504388,93205,119707,Honeyz,ok,41426,12,strict,UK001F,London,True,4.969439210789217,4.617273000838871,4.586866727086795,0.030406273752076274,589.0,577.0
702,1QPWAsWIjRcTfvY5uH8dov,Catherine Wheel,Q502291,81520,119190,Catherine Wheel (band),ok,64885,12,strict,UK051F,Great Yarmouth,True,4.91126417099837,4.81214430897038,4.545266866350554,0.26687744261982616,623.0,466.0
703,0bUGoPJdCrDnuIQNLxsnBb,Marshall Hain,Q455663,3592,117620,Marshall Hain,ok,19552,12,excluded_no_defensible_fua,,,False,3.5553363279952666,4.29119118856246,3.5756687424796505,0.7155224460828098,919.0,724.0
704,0DSE3n3008wiKzfd8vNhWy,Sweet Sensation,Q2372456,93792,116293,Sweet Sensation (band),ok,15812,12,strict,UK008F,Manchester,True,4.9721657967583415,4.198986805670933,4.58881645667888,-0.38982965100794686,588.0,760.0
705,5UyRaawCsdiVrro0WWgIVB,Rak-Su,Q44590001,190495,115569,Rak-Su,ok,37361,12,strict,UK001F,London,True,5.279883581056746,4.572418491987117,4.80885957171414,-0.23644107972702333,417.0,603.0
706,6ZXLmQi3SPQEh8mXNDldRC,The Adventures,Q1473420,17433,115422,The Adventures,ok,22675,12,excluded_no_defensible_fua,,,False,4.241372130158435,4.355547295732133,4.066239852231658,0.28930744350047455,873.0,693.0
707,2oVmQT6s29pVIKpqJkyxBS,Black Honey,Q55639325,109746,115099,Black Honey (band),ok,17479,12,strict,UK515F,Brighton and Hove,True,5.040388700125226,4.242516582365605,4.637601352903927,-0.3950847705383218,548.0,744.0
708,1hrQ50kU6hMQBVLatqUqnO,Gentle Giant,Q943241,264530,114925,Gentle Giant,ok,157326,12,strict,UK001F,London,True,5.422474931931271,5.196800500903246,4.910823925497118,0.28597657540612786,359.0,251.0
709,3BqAAo5E60L15TcFgWI8xH,Felt,Q1404436,63078,114516,Felt (band),ok,50834,12,excluded_no_defensible_fua,,,False,4.799877914797421,4.70615428459113,4.465616680247549,0.24053760434358118,685.0,532.0
710,0BzJFLqchxKNQyEwswwQ40,The KVB,Q16679631,96849,113762,The KVB,ok,7501,12,excluded_no_defensible_fua,,,False,4.986095140834954,3.8751191654625683,4.598777064799091,-0.7236578993365224,575.0,847.0
711,02zGgCB9SiSPeDYMfwPJXK,Godley & Creme,Q1533857,60417,112480,Godley & Creme,ok,92469,12,strict,UK008F,Manchester,True,4.781159156624246,4.965996161004687,4.452231253508537,0.5137649074961503,694.0,387.0
712,4hw4TPMyAzHqNBcWtoDrK5,Richard & Linda Thompson,Q9310340,41315,111216,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
713,48CW1rjPSOgZbMsV4LpqoP,Chris Barber's Jazz Band,Q110892335,11455,110937,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
714,1Ia5iTYHMBsMQfi7Fbcbuw,The Raven Age,Q24039212,102743,110546,The Raven Age,ok,34013,12,strict,UK001F,London,True,5.011752242568229,4.531644939077263,4.617123968605897,-0.08547902952863407,565.0,623.0
715,5U16QlMnlSAhkQxBZpLyLO,The Pretty Things,Q1364657,132774,110197,The Pretty Things,ok,40531,12,strict,UK001F,London,True,5.123113039173326,4.607787318992725,4.696755949037782,-0.0889686300450574,507.0,580.0
716,2cUnvdrMWIMACo3fSxCrWW,Mumm-ra,Q1254813,27210,109420,Mumm-Ra (band),ok,8045,12,strict,UK056F,Hastings,True,4.434728541779758,3.9055260484350485,4.204505332149246,-0.2989792837141976,839.0,840.0
717,1BlBZ9jQGOjmj6Zykgg43L,4hero,Q924606,50728,109004,4hero,ok,17703,12,excluded_no_defensible_fua,,,False,4.705247740178905,4.248046869358662,4.397948448309428,-0.14990157895076628,732.0,739.0
718,6sizjS3o8Ph8LoA8WzpXGY,Collapsed Lung,Q5145935,918,105834,Collapsed Lung (band),ok,7354,12,excluded_no_defensible_fua,,,False,2.9628426812012423,3.8665236255328437,3.1519878428644033,0.7145357826684404,923.0,850.0
719,6lmoqMxughzdlxvQTsUXjF,Ska Cubano,Q3822260,53801,104757,Ska Cubano,ok,2206,12,strict,UK001F,London,True,4.730790347979507,3.343605508104172,4.4162134796899934,-1.0726079715858217,717.0,907.0
720,5akVqMzdZOdbMYbE4vNZWD,Plaid,Q1072372,122177,103115,Plaid (band),ok,16504,12,excluded_no_defensible_fua,,,False,5.086989457025804,4.217589214965095,4.670924664830092,-0.45333544986499685,527.0,754.0
721,42RbQv212uOjyfIXECLKfR,Budgie,Q508678,94464,102853,Budgie (band),ok,153345,12,strict,UK009F,Cardiff,True,4.97526633147091,5.1856696198502235,4.591033589880928,0.5946360299692959,583.0,259.0
722,7t00AYOoiQrcgNlpTkNer6,King Hannah,Q130315360,63768,102030,King Hannah,ok,15215,12,strict,UK006F,Liverpool,True,4.804602796121883,4.182271956694186,4.468995352712571,-0.2867233960183846,679.0,769.0
723,2xPxXPgmZFs7x6xRFpHwkq,The Ordinary Boys,Q972093,31701,101724,The Ordinary Boys,ok,54600,12,strict,UK045F,Worthing,True,4.50107296214305,4.737192642704737,4.251946961027579,0.4852456816771582,813.0,510.0
724,6dXTZkBBwA1WOLD6OSuA0x,The Overtones,Q1296293,48910,101723,The Overtones,ok,26694,12,strict,UK001F,London,True,4.689397662821282,4.426413656131688,4.386614360475431,0.03979929565625717,740.0,668.0
725,685XjGzGztyivfR3fAjoxo,Squid,Q42886947,179206,101653,Squid (band),ok,48628,12,strict,UK515F,Brighton and Hove,True,5.253352546192564,4.686886408025396,4.789887735003648,-0.10300132697825237,435.0,540.0
726,3MOw1ev3YQ8liIGmHT3eH6,The Wurzels,Q335723,29929,101561,The Wurzels,ok,84374,12,excluded_no_defensible_fua,,,False,4.476092206257591,4.926208638614719,4.234083699229095,0.6921249393856241,819.0,410.0
727,3MlBGzJspD6CjrHRYbR4OQ,The Guest List,Q130504078,46371,100343,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
728,3kdrMtLybQIl93rXJlvF3w,New Young Pony Club,Q1217509,63710,99986,NYPC,ok,14205,12,strict,UK001F,London,True,4.804207605082041,4.152441238058954,4.4687127591418445,-0.31627152108289014,680.0,782.0
729,1dwrMJAKBiLlj0O4R791Xo,Evile,Q1382461,131754,99821,Evile,ok,22420,12,strict,UK003F,Leeds,True,5.119763809095645,4.350635608258955,4.694360978526269,-0.34372537026731464,510.0,699.0
730,147FGf3bdxV1L0mmVtgaJR,Black Grape,Q2500994,95076,99344,Black Grape,ok,54393,12,strict,UK008F,Manchester,True,4.9780709019742115,4.735543012621299,4.593039084725139,0.1425039278961604,581.0,514.0
731,0nV7SiEIVtPLTSJ6NwWDGj,Creeper,Q23023097,102884,98969,Creeper (band),ok,70389,12,strict,UK520F,Southampton,True,5.012347840729423,4.847504795327316,4.617549869484512,0.22995492584280353,564.0,455.0
732,0Uo1d5A6BR1I155GlD9WYo,The Wonder Stuff,Q500101,74322,98365,The Wonder Stuff,ok,66701,12,strict,UK002F,Birmingham,True,4.871117387978008,4.824132345029388,4.516558667977858,0.30757367705153005,647.0,463.0
733,2L9iHIK8h5HvZe6VXb0aOI,The Flying Lizards,Q1527282,23736,98078,The Flying Lizards,ok,57841,12,excluded_no_defensible_fua,,,False,4.375407533308786,4.762235792770701,4.162086011079627,0.6001497816910737,849.0,495.0
734,7iMWWdRNiCJwGOGEIYr02z,My Dying Bride,Q498460,210924,98069,My Dying Bride,ok,84547,12,strict,UK003F,Leeds,True,5.324125998774804,4.927098202039488,4.840496480297663,0.08660172174182534,401.0,408.0
