popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,monthly_listeners,followers,wikidata_name,inception_year,genre_qids,genre_labels,genre_families,record_label_qids,record_label_names,member_qids,member_names,enwiki_title,mapping_tier,fua_code,study_city_label,population,mapped_fua,has_genre,has_inception_year,formation_decade
627,3lGO6uBIzoFyU6OoGMER1B,Dead Pony,Q112031241,158291,55682,Dead Pony,,Q11366,alternative rock,Rock and indie,,,,,Dead Pony,excluded_no_defensible_fua,,,,False,True,False,
628,4A9xtvezlouTD7H0kyUje9,Twin Atlantic,Q2365012,158180,154793,Twin Atlantic,2007.0,Q11366|Q183504|Q3724735|Q837837,alternative rock|emo pop|indie rock|power pop,"Pop, soul and R&B|Rock and indie",Q1815691,Red Bull Records,,,Twin Atlantic,strict,UK004F,Glasgow,1831890.0,True,True,True,2000
629,0m5XJwKGYyUjd3VMfcINCQ,Shpongle,Q1134411,157586,331485,Shpongle,1996.0,Q193207|Q24077837|Q622871|Q749475,ambient music|psybient|psychedelic trance|psydub,Electronic and dance|Other genres|Rock and indie,Q7858536,Twisted Records,Q373057|Q979432,Raja Ram|Simon Posford,Shpongle,excluded_no_defensible_fua,,,,False,True,True,1990
630,7ulIMfVKiXh8ecEpAVHIAY,Electrelane,Q460115,156130,67563,Electrelane,1998.0,Q11366,alternative rock,Rock and indie,Q1456588,Too Pure,Q6827101|Q93506173|Q95710340,Mia Clarke|Ros Murray|Verity Susman,Electrelane,strict,UK515F,Brighton and Hove,441252.0,True,True,True,1990
631,4r4F8WTxKS7hsSWVzlu6rY,AlicebanD,Q117025304,156024,39307,AlicebanD,2008.0,,,,,,,,,excluded_no_defensible_fua,,,,False,False,True,2000
632,02nZLQtQ4vL5iHyp6atBrh,Calva Louise,Q111128234,155471,88942,Calva Louise,2016.0,,,,,,,,Calva Louise,excluded_no_defensible_fua,,,,False,False,True,2010
633,23ytwhG1pzX6DIVWRWvW1r,TesseracT,Q1430984,155442,359654,Tesseract,2007.0,Q484344,progressive metal,Metal,Q158867,Century Media Records,,,Tesseract (band),strict,UK525F,Milton Keynes,288312.0,True,True,True,2000
634,0exhrQcReCdr11oPbOh22M,Deaf Havana,Q5245773,155196,127338,Deaf Havana,,Q10926|Q11366|Q186472|Q377910,alternative rock|emo|folk rock|post-hardcore,Other genres|Punk and new wave|Rock and indie,,,,,Deaf Havana,excluded_no_defensible_fua,,,,False,True,False,
635,59FA7hfd0gJCIVBN0GygHg,The Bluebells,Q4050978,155036,16802,The Bluebells,,,,,Q935090,London Records,Q104680516|Q3696449|Q6503997,Craig Gannon|Lawrence Donegan|Robert Hodgens,The Bluebells,excluded_no_defensible_fua,,,,False,False,False,
636,0oQLexIBY9SlMhtbSIPFAO,The Alarm,Q2301808,153792,89337,The Alarm,1981.0,Q11366,alternative rock,Rock and indie,Q2265719,I.R.S. Records,,,The Alarm,excluded_no_defensible_fua,,,,False,True,True,1980
637,0okPaVyeEjh0VJtfBdNPho,Mànran,Q3997948,153473,32943,Mànran,2010.0,Q16148439,Gaelic music,Other genres,,,Q5418981,Ewen Henderson,Mànran,excluded_no_defensible_fua,,,,False,True,True,2010
638,41A6Xdil8qhaD2DcS4X1wA,The Flying Pickets,Q1578573,152643,26495,The Flying Pickets,1982.0,Q185298,a cappella,Other genres,Q203059,Virgin Records,Q561383,Brian Hibbard,The Flying Pickets,excluded_no_defensible_fua,,,,False,True,True,1980
639,4KH4eOg39KeBpnfSgvIteD,Pretty Vicious,Q26260790,152499,61601,Pretty Vicious,2014.0,Q11399,rock music,Rock and indie,Q183412|Q203059|Q3629023,EMI|EMI Records|Virgin Records,,,Pretty Vicious,excluded_no_defensible_fua,,,,False,True,True,2010
