fua_code,official_fua_name,study_city_label,population_year,population,band_count,monthly_listeners_total,followers_total,largest_band_by_followers,largest_band_followers,population_share,band_share,monthly_listener_share,follower_share,band_output_quotient,monthly_listener_output_quotient,follower_output_quotient,largest_band_follower_share,representation_status,model_included,expected_follower_median,expected_follower_mean_smearing,expected_follower_median_share,expected_median_ci_low,expected_median_ci_high,log_residual,studentized_log_residual,observed_to_expected_median,leverage,cooks_distance,residual_rank
UK562F,Preston,Preston,2021,258989,1,28811.0,43772.0,Xentrix,43772.0,0.004982604872174885,0.001,1.2752390239822887e-05,4.787115501594065e-05,0.20069823428794273,0.002559382204083248,0.009607656285023681,1.0,one selected band,True,675937.7481085958,1892352.4392195398,0.0007392378854252132,429641.84415157844,1063424.909695079,-2.7371066396495998,-1.8356010259648523,0.06475744271196945,0.019427236559529992,0.03337780632226594,60
UK571F,Cheltenham,Cheltenham,2021,214238,1,35282.0,21846.0,[spunge],21846.0,0.004121654983821718,0.001,1.5616598953227277e-05,2.389183159275883e-05,0.2426209869397586,0.003788914650674403,0.005796659760833651,1.0,one selected band,True,506424.98031189304,1417785.216843597,0.0005538506062426967,309030.8266033955,829905.1052697903,-3.1433583604018693,-2.111633697224234,0.0431376824787467,0.02275468450825366,0.051912792734951,61
UK016F,Aberdeen,Aberdeen,2021,483770,0,0.0,0.0,,0.0,0.009307093193193703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,1749521.2829754371,4897952.328552554,0.0019133602426438022,1218456.8279210394,2512050.201078091,,,,,,62
UK041F,Ashford,Ashford,2021,133221,0,0.0,0.0,,0.0,0.0025629953537640994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,245745.4733210808,687987.9799102371,0.00026875901598782704,133378.5590832163,452777.7033497831,,,,,,62
UK548F,Basingstoke and Deane,Basingstoke and Deane,2021,185713,0,0.0,0.0,,0.0,0.0035728718155065057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,407443.3188603885,1140676.5792362406,0.0004455995220089324,240483.38493181186,690318.2027774588,,,,,,62
UK557F,Blackburn with Darwen,Blackburn with Darwen,2021,299090,0,0.0,0.0,,0.0,0.005754094927656334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,841520.0191701262,2355915.8596847877,0.0009203265851848316,549911.9901908456,1287762.3243281634,,,,,,62
UK539F,Bournemouth,Bournemouth,2021,400155,0,0.0,0.0,,0.0,0.007698451488770338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,1310654.6480169822,3669303.1674728906,0.001433394677592618,895683.7003634531,1917881.9550600946,,,,,,62
UK047F,Chesterfield,Chesterfield,2021,103673,0,0.0,0.0,,0.0,0.001994531022217109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,167774.72384436557,469701.40193333634,0.0001834864710981965,85106.36569117995,330743.27322580403,,,,,,62
UK044F,Darlington,Darlington,2021,108210,0,0.0,0.0,,0.0,0.002081816884956675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,179076.58144531617,501342.0343121553,0.00019584672370678632,91913.58612327883,348897.5174913672,,,,,,62
UK506F,Doncaster,Doncaster,2021,308697,0,0.0,0.0,,0.0,0.005938920866236676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,883003.882975299,2472053.9080178393,0.0009656953249014907,580285.3881165345,1343642.0652950767,,,,,,62
UK043F,East Staffordshire,East Staffordshire,2021,124486,0,0.0,0.0,,0.0,0.002394945538681422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,221645.3559697037,620517.3940715712,0.00024240197373181556,118154.53257463187,415783.1506963645,,,,,,62
UK572F,Gloucester,Gloucester,2021,132564,0,0.0,0.0,,0.0,0.0025503555451196437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,243903.26139673486,682830.531257088,0.0002667442848217259,132206.41085220978,449969.1091868836,,,,,,62
UK062F,Halton,Halton,2021,128570,0,0.0,0.0,,0.0,0.0024735162822186463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,232807.02268744126,651765.5486511447,0.00025460890687814384,125175.15995336534,432986.14383862546,,,,,,62
UK019F,Lincoln,Lincoln,2021,316468,0,0.0,0.0,,0.0,0.006088424599837991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,917057.3471049665,2567389.841082637,0.001002937823763345,605270.7151166461,1389451.2932401246,,,,,,62
UK554F,Maidstone,Maidstone,2021,176697,0,0.0,0.0,,0.0,0.003399415933104053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,377721.33889594313,1057467.0507825697,0.00041309414162287177,220272.16300083828,647714.209156792,,,,,,62
UK513F,Medway,Medway,2021,279903,0,0.0,0.0,,0.0,0.005384962494686518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,760744.4717795062,2129776.9814202534,0.0008319865790020247,491018.28276899,1178636.6651755748,,,,,,62
UK543F,North East Lincolnshire,North East Lincolnshire,2021,157188,0,0.0,0.0,,0.0,0.003024088647191293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,316109.72345960716,884979.4347536523,0.0003457127289998397,179058.49360257096,558059.8566158973,,,,,,62
UK023F,Portsmouth,Portsmouth,2021,528707,0,0.0,0.0,,0.0,0.010171621474861739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,2002778.7888974203,5606970.962921123,0.002190334777162256,1402663.9003801271,2859646.474234055,,,,,,62
UK059F,Redditch,Redditch,2021,86981,0,0.0,0.0,,0.0,0.0016733990802182473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,128435.64376435864,359567.8809776553,0.00014046336955624012,62039.9872587786,265888.4264492029,,,,,,62
UK580F,Rushmoor,Rushmoor,2021,100096,0,0.0,0.0,,0.0,0.001925714286263962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,159044.00018654153,445258.9051852768,0.00017393813367644207,79899.33069501533,316585.8058547503,,,,,,62
UK567F,Slough,Slough,2021,158448,0,0.0,0.0,,0.0,0.003048329376098468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,319974.4322008594,895799.0568769115,0.00034993935952263845,181613.5661385411,563744.4351715478,,,,,,62
UK542F,Telford and Wrekin,Telford and Wrekin,2021,185857,0,0.0,0.0,,0.0,0.0035756421845244686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,407924.2650376973,1142023.03410477,0.0004461255077762785,240812.0080647191,691004.6029009662,,,,,,62
UK034F,Thanet,Thanet,2021,140658,0,0.0,0.0,,0.0,0.0027060733703376397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,266927.12621650833,747288.0450945301,0.0002919242857778951,146949.33037256947,484861.62223100394,,,,,,62
UK024F,Worcester,Worcester,2021,183597,0,0.0,0.0,,0.0,0.0035321627818814404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero selected bands,False,400398.56345150346,1120954.112013465,0.000437895040188862,235675.4087779067,680253.4487809348,,,,,,62
