popularity_rank,spotify_name,returned_spotify_id,wikidata_qid,monthly_listeners,formation_label,current_claim_place,current_origin_cluster,current_origin_resolution,wikidata_url,musicbrainz_ids,musicbrainz_names,musicbrainz_begin_area,musicbrainz_urls,musicbrainz_matches_claim,wikipedia_title,wikipedia_origin,wikipedia_url,wikipedia_matches_claim,automated_status,proposed_origin,review_priority,manual_status,manual_decision,manual_source_url,manual_notes,final_status,final_origin
509,The Divine Comedy,7EV6jW6dotBdvsHj6xPixi,Q1543686,291037,Northern Ireland,,Northern Ireland,reported_place,https://www.wikidata.org/wiki/Q1543686,49c4378b-3c36-4c5a-8999-8d936e74f39b,The Divine Comedy,Enniskillen,https://musicbrainz.org/artist/49c4378b-3c36-4c5a-8999-8d936e74f39b,False,The Divine Comedy (band),"Enniskillen, Northern Ireland",https://en.wikipedia.org/wiki/The_Divine_Comedy_(band),False,proposed_two_sources,Enniskillen,medium,not_reviewed,,,,evidence_for_missing_claim,Enniskillen
510,Peter And Gordon,6lHC2EQMEMZiEmSfFloarn,Q1256943,290650,United Kingdom,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1256943,cf1573d6-b9e3-4e93-ae74-7c18886acf06,Peter & Gordon,,https://musicbrainz.org/artist/cf1573d6-b9e3-4e93-ae74-7c18886acf06,,Peter and Gordon,,https://en.wikipedia.org/wiki/Peter_and_Gordon,,unresolved,,low,not_reviewed,,,,unresolved,
511,Sea Girls,45FqwUG4hTT6d39r2HUsUe,Q3476673,289846,London,London,London,reported_place,https://www.wikidata.org/wiki/Q3476673,c36c03f2-078e-4832-a4e5-8fcfa29d95b2,Sea Girls,London,https://musicbrainz.org/artist/c36c03f2-078e-4832-a4e5-8fcfa29d95b2,True,Sea Girls,"London, UK",https://en.wikipedia.org/wiki/Sea_Girls,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
512,GoGo Penguin,19f2JXwlRU26376TCKmp6L,Q18151740,289811,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q18151740,b328de0e-ee48-4d74-9d36-7c7ee16ffc69,GoGo Penguin,Manchester,https://musicbrainz.org/artist/b328de0e-ee48-4d74-9d36-7c7ee16ffc69,True,GoGo Penguin,"Manchester, England",https://en.wikipedia.org/wiki/GoGo_Penguin,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
513,Zola Blood,3oxkIoEAyXXQlLTZXlffLJ,Q64832876,286256,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q64832876,e05d5755-101b-4796-befd-705288e690b1,Zola Blood,London,https://musicbrainz.org/artist/e05d5755-101b-4796-befd-705288e690b1,False,Zola Blood,"London, England",https://en.wikipedia.org/wiki/Zola_Blood,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
514,Inspiral Carpets,66GWpx9iLxrvvfhDsG9STP,Q500492,285082,Oldham,Oldham,Oldham,reported_place,https://www.wikidata.org/wiki/Q500492,03c2e506-e8bb-4bd6-9693-5aa97c8eea1c,Inspiral Carpets,Oldham,https://musicbrainz.org/artist/03c2e506-e8bb-4bd6-9693-5aa97c8eea1c,True,Inspiral Carpets,"Oldham, England",https://en.wikipedia.org/wiki/Inspiral_Carpets,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Oldham
515,The Vapors,4K3NWDwBIxgktui14SccR2,Q1504687,284360,Guildford,Guildford,Guildford,reported_place,https://www.wikidata.org/wiki/Q1504687,e389160d-6d98-4657-9a75-9229b41621bc,The Vapors,Guildford,https://musicbrainz.org/artist/e389160d-6d98-4657-9a75-9229b41621bc,True,The Vapors,"Guildford, Surrey, England",https://en.wikipedia.org/wiki/The_Vapors,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Guildford
516,Bad Manners,0GShYlUdyLahdsvgKdselx,Q798739,283186,London,London,London,reported_place,https://www.wikidata.org/wiki/Q798739,30af8e71-6a16-4319-a130-fd09707b5be5,Bad Manners,London,https://musicbrainz.org/artist/30af8e71-6a16-4319-a130-fd09707b5be5,True,Bad Manners,"London, England",https://en.wikipedia.org/wiki/Bad_Manners,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
517,Simian Mobile Disco,31DXlldabwPHwu6dYevuzK,Q585470,281669,London,London,London,reported_place,https://www.wikidata.org/wiki/Q585470,69ec6867-bda0-404b-bac4-338df8d73723,Simian Mobile Disco,London,https://musicbrainz.org/artist/69ec6867-bda0-404b-bac4-338df8d73723,True,Simian Mobile Disco,"London, England",https://en.wikipedia.org/wiki/Simian_Mobile_Disco,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
518,The Boxer Rebellion,7DEseTqRODmSu3C7jxCHl5,Q1633685,280654,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1633685,2c7dcadf-60cd-4e5b-8147-a352fd3408c7,The Boxer Rebellion,London,https://musicbrainz.org/artist/2c7dcadf-60cd-4e5b-8147-a352fd3408c7,True,The Boxer Rebellion (band),"London, United Kingdom",https://en.wikipedia.org/wiki/The_Boxer_Rebellion_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
519,Jesus Jones,0roeI3yPusDWwWRzAqTopw,Q4387765,280634,Bradford-on-Avon,Bradford-on-Avon,Bradford-on-Avon,reported_place,https://www.wikidata.org/wiki/Q4387765,f9776598-2689-41db-98d3-829f5510021c,Jesus Jones,Bradford on Avon,https://musicbrainz.org/artist/f9776598-2689-41db-98d3-829f5510021c,True,Jesus Jones,"Bradford-on-Avon, Wiltshire, England",https://en.wikipedia.org/wiki/Jesus_Jones,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bradford-on-Avon
520,The Blue Nile,1GWV70Reko15eV2nHCm0bM,Q1970440,278387,Glasgow,Glasgow,Glasgow,reported_place,https://www.wikidata.org/wiki/Q1970440,13453b40-1d9c-4281-b73f-b7c1b45c7ebd,The Blue Nile,Glasgow,https://musicbrainz.org/artist/13453b40-1d9c-4281-b73f-b7c1b45c7ebd,True,The Blue Nile (band),"Glasgow, Scotland",https://en.wikipedia.org/wiki/The_Blue_Nile_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Glasgow
521,The Dave Clark Five,2HBbky0Z08ZcCKVsXWbNE4,Q1141454,278011,Tottenham,Tottenham,Tottenham,reported_place,https://www.wikidata.org/wiki/Q1141454,6da6a053-618f-4f17-aea1-c8075bd8cc2d,The Dave Clark Five,Tottenham,https://musicbrainz.org/artist/6da6a053-618f-4f17-aea1-c8075bd8cc2d,True,The Dave Clark Five,"Tottenham, London, England",https://en.wikipedia.org/wiki/The_Dave_Clark_Five,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Tottenham
522,Young Gun Silver Fox,3qQloBz05T6e0rKubNCmjG,Q100599254,276802,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q100599254,2e111d6d-fce9-46ff-b33a-7eed7300f9d4,Young Gun Silver Fox,London,https://musicbrainz.org/artist/2e111d6d-fce9-46ff-b33a-7eed7300f9d4,False,Young Gun Silver Fox,"London, England",https://en.wikipedia.org/wiki/Young_Gun_Silver_Fox,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
523,OceanLab,0aTdKgInKeMlNnwWSa1YPT,Q1971039,276395,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1971039,a558ed3c-ab7d-49b8-a52d-14071b95fa4f,OceanLab,London,https://musicbrainz.org/artist/a558ed3c-ab7d-49b8-a52d-14071b95fa4f,True,OceanLab,"London, United Kingdom",https://en.wikipedia.org/wiki/OceanLab,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
524,The Cribs,51Eq6WMVEOjjx9KQMAnneG,Q1146764,276100,Wakefield,Wakefield,Wakefield,reported_place,https://www.wikidata.org/wiki/Q1146764,a3a92047-be1c-4f3e-8960-c4f8570984df,The Cribs,Wakefield,https://musicbrainz.org/artist/a3a92047-be1c-4f3e-8960-c4f8570984df,True,The Cribs,"Wakefield, West Yorkshire, England",https://en.wikipedia.org/wiki/The_Cribs,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Wakefield
525,World News,3VQXCMRCSzdKek71OkAL3Q,Q135966902,276065,Brighton,London,London,reviewed_override,https://www.wikidata.org/wiki/Q135966902,,,,,,World News (band),"London, England",https://en.wikipedia.org/wiki/World_News_(band),True,corroborated_one_source,,,corrected,London,https://en.wikipedia.org/wiki/World_News_(band),"The available external origin identifies London, not Brighton.",corrected,London
526,Wire,2i8ynmFv4qgRksyDlBgi6d,Q1135620,272502,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1135620,7f2a8098-50e3-451c-8696-c5d9f64f4762,Wire,London,https://musicbrainz.org/artist/7f2a8098-50e3-451c-8696-c5d9f64f4762,True,Wire (band),"London, England",https://en.wikipedia.org/wiki/Wire_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
527,Reverend And The Makers,14GEKKALFIO2oB9IdGXg2e,Q2146848,271305,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q2146848,e472c434-9eb9-41d3-b493-0d2f115faed2,Reverend and the Makers,Sheffield,https://musicbrainz.org/artist/e472c434-9eb9-41d3-b493-0d2f115faed2,True,Reverend and the Makers,"Sheffield, South Yorkshire, England",https://en.wikipedia.org/wiki/Reverend_and_the_Makers,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
528,Reef,191Koh7PSIi28IrGAGoINO,Q652420,269572,Glastonbury,Glastonbury,Glastonbury,reported_place,https://www.wikidata.org/wiki/Q652420,5ac9e5c2-bf08-4c37-bcc3-8f9d28246d7a,Reef,Somerset,https://musicbrainz.org/artist/5ac9e5c2-bf08-4c37-bcc3-8f9d28246d7a,False,Reef (band),"South West, England",https://en.wikipedia.org/wiki/Reef_(band),False,conflict,,medium,confirmed,Glastonbury,https://en.wikipedia.org/wiki/Reef_(band),Glastonbury is consistent with the broader external descriptions Somerset and South West England.,confirmed,Glastonbury
529,Cinnamon Chasers,3q7uty73JMtjzCSJdGQD7B,Q2669700,269301,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q2669700,a58d8e9a-cc2a-4aa7-a572-da1dcd911fab,Cinnamon Chasers,,https://musicbrainz.org/artist/a58d8e9a-cc2a-4aa7-a572-da1dcd911fab,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
530,Nu:Logic,5pL8Q5xbDLEDE6JvYMXX9u,Q7067693,269288,Cambridge,Cambridge,Cambridge,reported_place,https://www.wikidata.org/wiki/Q7067693,b151a313-e18e-42b3-a64f-0962e9a03a20,Nu:Logic,Cambridge,https://musicbrainz.org/artist/b151a313-e18e-42b3-a64f-0962e9a03a20,True,Nu:Logic,"Cambridge, England",https://en.wikipedia.org/wiki/Nu%3ALogic,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Cambridge
531,Stiff Little Fingers,2bt3I0VkmYuPvP57sxokab,Q1538935,266703,Belfast,Belfast,Belfast,reported_place,https://www.wikidata.org/wiki/Q1538935,022865bc-84c9-4002-b6c1-d5fc6e12b7d8,Stiff Little Fingers,Belfast,https://musicbrainz.org/artist/022865bc-84c9-4002-b6c1-d5fc6e12b7d8,True,Stiff Little Fingers,"Belfast, Northern Ireland",https://en.wikipedia.org/wiki/Stiff_Little_Fingers,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Belfast
532,Grace,1DlbW0TOOja6uqR4CHAaeg,Q5590943,266321,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q5590943,ecbacc9c-2d18-4bdb-966d-a147931df3d2,Grace,,https://musicbrainz.org/artist/ecbacc9c-2d18-4bdb-966d-a147931df3d2,,Grace (group),,https://en.wikipedia.org/wiki/Grace_(group),,unresolved,,low,not_reviewed,,,,unresolved,
533,lostprophets,7KnaZr690xW0sCihF9Z8oP,Q18852,264396,Pontypridd,Pontypridd,Pontypridd,reported_place,https://www.wikidata.org/wiki/Q18852,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,Pontypridd,https://musicbrainz.org/artist/ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,True,Lostprophets,"Pontypridd, Wales",https://en.wikipedia.org/wiki/Lostprophets,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Pontypridd
534,Moose Blood,5fEKZRCUa0JApec5Xy095q,Q18712447,263954,Canterbury,Canterbury,Canterbury,reported_place,https://www.wikidata.org/wiki/Q18712447,c649f061-c881-4cdb-9812-736b4f04b4b8,Moose Blood,Canterbury,https://musicbrainz.org/artist/c649f061-c881-4cdb-9812-736b4f04b4b8,True,Moose Blood,"Canterbury, Kent, England",https://en.wikipedia.org/wiki/Moose_Blood,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Canterbury
535,After The Fire,194g4SFwSSzyPtgkH7v3Cx,Q389095,261736,London,London,London,reported_place,https://www.wikidata.org/wiki/Q389095,3edac1c5-19cd-4cd4-bd7c-bf38d0efdcd8,After the Fire,London,https://musicbrainz.org/artist/3edac1c5-19cd-4cd4-bd7c-bf38d0efdcd8,True,After the Fire,"London, England",https://en.wikipedia.org/wiki/After_the_Fire,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
536,Bow Wow Wow,52K4ArhA4OgMO7AsyEgqCT,Q895390,261338,London,London,London,reported_place,https://www.wikidata.org/wiki/Q895390,2a81f398-647b-4580-b24c-d78b3103a27b,Bow Wow Wow,London,https://musicbrainz.org/artist/2a81f398-647b-4580-b24c-d78b3103a27b,True,Bow Wow Wow,"London, England",https://en.wikipedia.org/wiki/Bow_Wow_Wow,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
537,Danny Wilson,2qsc1hUhG2UrNZhByveJ6x,Q365099,260573,Leuchars,Dundee,Dundee,reviewed_override,https://www.wikidata.org/wiki/Q365099,b182fec1-00ad-4082-859d-1f06a2029495,Danny Wilson,Dundee,https://musicbrainz.org/artist/b182fec1-00ad-4082-859d-1f06a2029495,True,Danny Wilson (band),"Dundee, Scotland, UK",https://en.wikipedia.org/wiki/Danny_Wilson_(band),True,corroborated_two_sources,,,corrected,Dundee,https://en.wikipedia.org/wiki/Danny_Wilson_(band),Both external origin sources identify Dundee.,corrected,Dundee
538,Levitation,231kUXNyI5BYxIvZacVbCu,Q6535703,260389,London,London,London,reported_place,https://www.wikidata.org/wiki/Q6535703,83568734-6c31-48a2-a172-7cae468c52c3,Levitation,,https://musicbrainz.org/artist/83568734-6c31-48a2-a172-7cae468c52c3,,Levitation (band),"London, England",https://en.wikipedia.org/wiki/Levitation_(band),True,corroborated_one_source,,,not_reviewed,,,,confirmed,London
539,The Orb,5HAtRoEPUvGSA7ziTGB1cF,Q924993,260320,London,London,London,reported_place,https://www.wikidata.org/wiki/Q924993,42c14c80-bd17-47e4-9bb2-a35897638c4d,The Orb,London,https://musicbrainz.org/artist/42c14c80-bd17-47e4-9bb2-a35897638c4d,True,The Orb,"London, England",https://en.wikipedia.org/wiki/The_Orb,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
540,Mud,3cqIsBnzV3BabbPWKz8Txf,Q1471676,259860,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1471676,233f3611-b9d7-4ce3-a835-ed01b19d2d2d,Mud,,https://musicbrainz.org/artist/233f3611-b9d7-4ce3-a835-ed01b19d2d2d,,Mud (band),"Carshalton, Greater London, England",https://en.wikipedia.org/wiki/Mud_(band),True,corroborated_one_source,,,not_reviewed,,,,confirmed,London
541,Anti Up,4UwR1ir6PovnQiwX5jRPvF,Q113199573,259333,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q113199573,5781ace8-4559-4d30-ab69-caf0cd83fa81,Anti Up,,https://musicbrainz.org/artist/5781ace8-4559-4d30-ab69-caf0cd83fa81,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
542,AS IT IS,3IXtskFMls8KXRipcIJT9y,Q19654688,259244,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q19654688,9bf53ccf-fa6c-4b33-857f-96a3d0117f2f,As It Is,Brighton,https://musicbrainz.org/artist/9bf53ccf-fa6c-4b33-857f-96a3d0117f2f,False,As It Is (band),"Brighton, England, UK",https://en.wikipedia.org/wiki/As_It_Is_(band),False,proposed_two_sources,Brighton,medium,not_reviewed,,,,evidence_for_missing_claim,Brighton
543,Propellerheads,3Z7thZHrtFvqp8OpPffPKp,Q1426055,258314,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1426055,cbaafb20-eb74-421a-85f1-2bb6341aad23,Propellerheads,Bath,https://musicbrainz.org/artist/cbaafb20-eb74-421a-85f1-2bb6341aad23,False,Propellerheads,"Bath, Somerset, England",https://en.wikipedia.org/wiki/Propellerheads,False,proposed_two_sources,Bath,medium,not_reviewed,,,,evidence_for_missing_claim,Bath
544,Ten Fé,3cohAS2UQTaOo80kCn8qjT,Q56757496,257636,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q56757496,68555123-9355-4f6e-a167-aa7a2be844aa,Ten Fé,United Kingdom,https://musicbrainz.org/artist/68555123-9355-4f6e-a167-aa7a2be844aa,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
545,The Zutons,2qV7axHq9Jk7QqFcB3f05A,Q1142296,254373,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q1142296,6290b769-173d-49d1-990e-660a4e333877,The Zutons,Liverpool,https://musicbrainz.org/artist/6290b769-173d-49d1-990e-660a4e333877,True,The Zutons,"Liverpool, England",https://en.wikipedia.org/wiki/The_Zutons,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Liverpool
546,Sad Night Dynamite,6ydvoGN30eRfE78bjTANF7,Q128482668,253077,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q128482668,788d1529-8bbd-4e85-9684-7ca58bb4ed92,Sad Night Dynamite,,https://musicbrainz.org/artist/788d1529-8bbd-4e85-9684-7ca58bb4ed92,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
547,Bucks Fizz,5ZfzzHE7rxONfoksJsLXrX,Q839831,252247,United Kingdom,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q839831,81b9c72d-8d46-446b-a420-ba618d89636e,Bucks Fizz,United Kingdom,https://musicbrainz.org/artist/81b9c72d-8d46-446b-a420-ba618d89636e,,Bucks Fizz,United Kingdom,https://en.wikipedia.org/wiki/Bucks_Fizz,,unresolved,,low,not_reviewed,,,,unresolved,
548,Portico Quartet,7sYipTRgDXS2JVOPEhRutx,Q3399302,251925,London,London,London,reported_place,https://www.wikidata.org/wiki/Q3399302,0e6e5a3e-b5cb-45ff-97f4-c23c88efc563,Portico Quartet,London,https://musicbrainz.org/artist/0e6e5a3e-b5cb-45ff-97f4-c23c88efc563,True,Portico Quartet,"London, England",https://en.wikipedia.org/wiki/Portico_Quartet,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
549,Frightened Rabbit,6fVcDUckTwxqg56qNsEvUr,Q1464866,251709,Selkirk,Selkirk,Selkirk,reported_place,https://www.wikidata.org/wiki/Q1464866,dc21d171-7204-4759-9fd0-77d031aeb40c,Frightened Rabbit,Selkirk,https://musicbrainz.org/artist/dc21d171-7204-4759-9fd0-77d031aeb40c,True,Frightened Rabbit,"Selkirk, Scottish Borders, Scotland",https://en.wikipedia.org/wiki/Frightened_Rabbit,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Selkirk
550,Stanton Warriors,7GeAzBsalYANXTi1ReOm1R,Q7600283,251667,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q7600283,ba07d1f0-9839-43f5-b88e-f4b93b6b05f1,Stanton Warriors,Bristol,https://musicbrainz.org/artist/ba07d1f0-9839-43f5-b88e-f4b93b6b05f1,False,Stanton Warriors,"Bristol, England",https://en.wikipedia.org/wiki/Stanton_Warriors,False,proposed_two_sources,Bristol,medium,not_reviewed,,,,evidence_for_missing_claim,Bristol
551,The Horrors,7EFB09NxZrMi9pGlOnuBpd,Q1138555,251304,Southend-on-Sea,Southend-on-Sea,Southend-on-Sea,reported_place,https://www.wikidata.org/wiki/Q1138555,00467da8-2a92-498f-8b10-a80889bcded7,The Horrors,Southend-on-Sea,https://musicbrainz.org/artist/00467da8-2a92-498f-8b10-a80889bcded7,True,The Horrors,"Southend-on-Sea, Essex, England",https://en.wikipedia.org/wiki/The_Horrors,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Southend-on-Sea
552,Uniting Nations,6EK2381dTQEvcn3KrnMOWQ,Q1476064,251123,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q1476064,c8ffc329-2e5e-4a20-bb70-2d1dcf0796f3,Uniting Nations,,https://musicbrainz.org/artist/c8ffc329-2e5e-4a20-bb70-2d1dcf0796f3,,Uniting Nations,"Liverpool, England",https://en.wikipedia.org/wiki/Uniting_Nations,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Liverpool
553,Viola Beach,7DruTvBV7owt1aSAZHsU58,Q22712305,245749,Warrington,Warrington,Warrington,reported_place,https://www.wikidata.org/wiki/Q22712305,2e55ef5a-b156-48a7-9614-9b4cf6eb61cf,Viola Beach,Warrington,https://musicbrainz.org/artist/2e55ef5a-b156-48a7-9614-9b4cf6eb61cf,True,Viola Beach,"Warrington, England",https://en.wikipedia.org/wiki/Viola_Beach,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Warrington
554,VNV Nation,4KlYg0F5KG9QNDFKaeTNAy,Q727124,245699,London,London,London,reported_place,https://www.wikidata.org/wiki/Q727124,8385f26a-f374-4a04-9aad-4442ce24db2b,VNV Nation,London,https://musicbrainz.org/artist/8385f26a-f374-4a04-9aad-4442ce24db2b,True,VNV Nation,"London, England",https://en.wikipedia.org/wiki/VNV_Nation,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
555,Big Audio Dynamite,7hqZBHSgDs1odG9aupMzEI,Q239474,244576,London,London,London,reported_place,https://www.wikidata.org/wiki/Q239474,694b1fd8-0ba6-45bb-a359-d8a8fecaee46,Big Audio Dynamite,London,https://musicbrainz.org/artist/694b1fd8-0ba6-45bb-a359-d8a8fecaee46,True,Big Audio Dynamite,"London, England",https://en.wikipedia.org/wiki/Big_Audio_Dynamite,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
556,The Tremeloes,2VL8sLEJ6lHEwocjc1pN9w,Q177364,239363,Essex,Dagenham,Dagenham,reviewed_override,https://www.wikidata.org/wiki/Q177364,7483db08-1e77-4ac6-9a85-702b2a9bd701,The Tremeloes,Dagenham,https://musicbrainz.org/artist/7483db08-1e77-4ac6-9a85-702b2a9bd701,True,The Tremeloes,"Dagenham, England",https://en.wikipedia.org/wiki/The_Tremeloes,True,corroborated_two_sources,,,corrected,Dagenham,https://en.wikipedia.org/wiki/The_Tremeloes,Dagenham is the specific formation place; it was historically in Essex when the band formed.,corrected,Dagenham
557,Dirty Vegas,2IkHcHKErbWa0TA14yHkbl,Q1228291,237782,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1228291,75df1c98-2075-494f-9612-b87513f0e50c,Dirty Vegas,London,https://musicbrainz.org/artist/75df1c98-2075-494f-9612-b87513f0e50c,False,Dirty Vegas,"London, England",https://en.wikipedia.org/wiki/Dirty_Vegas,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
558,Sylosis,2RiGIRDi4GoJpDbjDnPVJl,Q1631741,236596,Reading,Reading,Reading,reported_place,https://www.wikidata.org/wiki/Q1631741,114f8840-8704-4b70-9673-904d60ecadc8,Sylosis,Reading,https://musicbrainz.org/artist/114f8840-8704-4b70-9673-904d60ecadc8,True,Sylosis,"Reading, Berkshire, England",https://en.wikipedia.org/wiki/Sylosis,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Reading
559,This Mortal Coil,5OK8j1JnhoBlivN32G7yOO,Q1754136,236565,United Kingdom,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1754136,60ef8ddb-7676-4056-a357-9a8c228d03a6,This Mortal Coil,United Kingdom,https://musicbrainz.org/artist/60ef8ddb-7676-4056-a357-9a8c228d03a6,,This Mortal Coil,"Wandsworth, South London, England",https://en.wikipedia.org/wiki/This_Mortal_Coil,False,proposed_one_source,Wandsworth,medium,not_reviewed,,,,evidence_for_missing_claim,Wandsworth
560,Bondax,4qobOrZpdUri80gScwsHfs,Q15528102,235766,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q15528102,7182bcb5-0d37-4492-8452-464febd77844,Bondax,,https://musicbrainz.org/artist/7182bcb5-0d37-4492-8452-464febd77844,,Bondax,"Lancaster, Lancashire, England",https://en.wikipedia.org/wiki/Bondax,False,proposed_one_source,Lancaster,medium,not_reviewed,,,,evidence_for_missing_claim,Lancaster
561,Humble Pie,2CxLP749mup3ncPrXgCnvU,Q664459,234347,Moreton,Moreton,Moreton,reported_place,https://www.wikidata.org/wiki/Q664459,696989bc-c9a8-4ba8-a99b-b8015dba577f,Humble Pie,Moreton,https://musicbrainz.org/artist/696989bc-c9a8-4ba8-a99b-b8015dba577f,True,Humble Pie,"Moreton, Essex, England",https://en.wikipedia.org/wiki/Humble_Pie,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Moreton
562,Haircut 100,6imyM8T1Xbe8v2iZe41dR7,Q366679,233270,Beckenham,Beckenham,Beckenham,reported_place,https://www.wikidata.org/wiki/Q366679,bbb94ad0-3bb7-42af-99cd-e92f5a42c4c5,Haircut One Hundred,Beckenham,https://musicbrainz.org/artist/bbb94ad0-3bb7-42af-99cd-e92f5a42c4c5,True,Haircut One Hundred,"Beckenham, London, England",https://en.wikipedia.org/wiki/Haircut_One_Hundred,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Beckenham
563,Rivers & Robots,41yDmxekjnWShKi6nRmzZ4,Q22080889,233180,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q22080889,4bcec849-53ee-4c19-bee1-c3c4489b2c40,Rivers & Robots,Manchester,https://musicbrainz.org/artist/4bcec849-53ee-4c19-bee1-c3c4489b2c40,False,Rivers & Robots,"Salford, Greater Manchester, N.W. England",https://en.wikipedia.org/wiki/Rivers_%26_Robots,False,proposed_two_sources,Manchester,medium,not_reviewed,,,,evidence_for_missing_claim,Manchester
564,This Is The Kit,0ZUyFEafMwocvApBjTXvdo,Q15044932,229902,Winchester,Winchester,Winchester,reported_place,https://www.wikidata.org/wiki/Q15044932,c7a4dcf7-61f8-4126-bec8-3bfa3b18284a,This Is the Kit,Winchester,https://musicbrainz.org/artist/c7a4dcf7-61f8-4126-bec8-3bfa3b18284a,True,This Is the Kit,"Winchester, England",https://en.wikipedia.org/wiki/This_Is_the_Kit,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Winchester
565,Levellers,1TrwMxRrrlk0hZxJkw4jUF,Q1380135,228842,Brighton,Brighton,Brighton,reported_place,https://www.wikidata.org/wiki/Q1380135,7c8c72f5-01ed-4a55-89d1-ced1a6b3fb0d,Levellers,Brighton,https://musicbrainz.org/artist/7c8c72f5-01ed-4a55-89d1-ced1a6b3fb0d,True,Levellers (band),"Brighton, England",https://en.wikipedia.org/wiki/Levellers_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Brighton
566,New Model Army,7n1EM42Fseebd9H2p8eWWS,Q1501951,226980,Q22905,Bradford,Bradford,reviewed_override,https://www.wikidata.org/wiki/Q1501951,e60e1f0b-1e8c-45e7-9d4a-222db9cb34f7,New Model Army,Bradford,https://musicbrainz.org/artist/e60e1f0b-1e8c-45e7-9d4a-222db9cb34f7,True,New Model Army (band),"Bradford, England",https://en.wikipedia.org/wiki/New_Model_Army_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bradford
