popularity_rank,spotify_name,returned_spotify_id,wikidata_qid,monthly_listeners,formation_label,current_claim_place,current_origin_cluster,current_origin_resolution,wikidata_url,musicbrainz_ids,musicbrainz_names,musicbrainz_begin_area,musicbrainz_urls,musicbrainz_matches_claim,wikipedia_title,wikipedia_origin,wikipedia_url,wikipedia_matches_claim,automated_status,proposed_origin,review_priority,manual_status,manual_decision,manual_source_url,manual_notes,final_status,final_origin
770,Gun,1dip2dCkBIylIFyDfZQfFu,Q462960,85826,Glasgow,Glasgow,Glasgow,reported_place,https://www.wikidata.org/wiki/Q462960,4507dabf-b525-4969-8d8a-c0fcf52f83b4,GUN,,https://musicbrainz.org/artist/4507dabf-b525-4969-8d8a-c0fcf52f83b4,,Gun (band),"Glasgow, Scotland",https://en.wikipedia.org/wiki/Gun_(band),True,corroborated_one_source,,,not_reviewed,,,,confirmed,Glasgow
771,Blackfield,3xrzXKnScjOEoy172vsJMW,Q880812,85702,England,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q880812,8e67406d-de61-4e6b-a2a1-5a3725484527,Blackfield,,https://musicbrainz.org/artist/8e67406d-de61-4e6b-a2a1-5a3725484527,,Blackfield,"Hemel Hempstead, England; Ramat Gan, Israel",https://en.wikipedia.org/wiki/Blackfield,False,proposed_one_source,Hemel Hempstead,medium,not_reviewed,,,,evidence_for_missing_claim,Hemel Hempstead
772,Jockstrap,6S3Z6Me30mtdm526H17v8k,Q96384484,85520,London,London,London,reported_place,https://www.wikidata.org/wiki/Q96384484,7230b2f8-96da-4242-8d57-2a8c1c3d71e4,Jockstrap,London,https://musicbrainz.org/artist/7230b2f8-96da-4242-8d57-2a8c1c3d71e4,True,Jockstrap (band),"London, England",https://en.wikipedia.org/wiki/Jockstrap_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
773,The Rumble Strips,2LrQtNcBWufq2AjaM6swf7,Q7761824,85506,Tavistock,Tavistock,Tavistock,reported_place,https://www.wikidata.org/wiki/Q7761824,0ca53fff-3b07-49eb-bcb9-bbe84f1ec768,The Rumble Strips,Tavistock,https://musicbrainz.org/artist/0ca53fff-3b07-49eb-bcb9-bbe84f1ec768,True,The Rumble Strips,"Tavistock, Devon, England",https://en.wikipedia.org/wiki/The_Rumble_Strips,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Tavistock
774,Booze & Glory,4gVommn6B9vUqdsfSwVaiv,Q17300304,85412,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q17300304,df26def7-fc3d-441b-babd-efb47d0aa8b8,Booze & Glory,,https://musicbrainz.org/artist/df26def7-fc3d-441b-babd-efb47d0aa8b8,,Booze & Glory,"London, England",https://en.wikipedia.org/wiki/Booze_%26_Glory,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
775,Magnetic Man,40ttEBZPhAHbXH6aUg4GkL,Q1884353,83637,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1884353,200e86d3-707e-4e55-94bd-20b0301df327,Magnetic Man,Croydon,https://musicbrainz.org/artist/200e86d3-707e-4e55-94bd-20b0301df327,False,Magnetic Man,,https://en.wikipedia.org/wiki/Magnetic_Man,,conflict,,medium,confirmed,London,https://musicbrainz.org/artist/303db7ad-ae81-4225-a0f0-088aa085c155,"Croydon is within Greater London, so the current London claim is not contradictory.",confirmed,London
776,Oi Va Voi,1AzrlUnOS6dhH0iMV86ctS,Q1747594,83446,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1747594,c5a05cda-2f00-4566-9e1d-7b366fcdbfff,Oi Va Voi,London,https://musicbrainz.org/artist/c5a05cda-2f00-4566-9e1d-7b366fcdbfff,True,Oi Va Voi,"London, England",https://en.wikipedia.org/wiki/Oi_Va_Voi,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
777,Tenpole Tudor,3hsO9B2FiSAfdBddcNKZEV,Q649666,83020,England,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q649666,54d94624-fc0f-4454-bfbf-0e9b0be3743e,Tenpole Tudor,London,https://musicbrainz.org/artist/54d94624-fc0f-4454-bfbf-0e9b0be3743e,False,Tenpole Tudor,England,https://en.wikipedia.org/wiki/Tenpole_Tudor,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
778,Young Guns,4v4qHupYi7eRJfkniHrp4Z,Q43843,82953,High Wycombe,High Wycombe,High Wycombe,reported_place,https://www.wikidata.org/wiki/Q43843,40a10c54-06a1-46ad-9161-53e989c4ca95,Young Guns,London,https://musicbrainz.org/artist/40a10c54-06a1-46ad-9161-53e989c4ca95,False,Young Guns (band),"High Wycombe, Buckinghamshire, England",https://en.wikipedia.org/wiki/Young_Guns_(band),True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,High Wycombe
779,Let's Eat Grandma,4qNZw759AdHSMugyDMrIlF,Q24901294,81221,Norwich,Norwich,Norwich,reported_place,https://www.wikidata.org/wiki/Q24901294,4dc4935e-1d04-41f0-99aa-ec449b8c5fc7,Let’s Eat Grandma,Norwich,https://musicbrainz.org/artist/4dc4935e-1d04-41f0-99aa-ec449b8c5fc7,True,Let's Eat Grandma,"Norwich, England",https://en.wikipedia.org/wiki/Let%27s_Eat_Grandma,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Norwich
780,Babe Ruth,0U04xAocTetRnA7v3TYQ2i,Q797616,80353,Hatfield,Hatfield,Hatfield,reported_place,https://www.wikidata.org/wiki/Q797616,4735caf5-711e-4042-bb63-a2991420239a,Babe Ruth,Hertfordshire,https://musicbrainz.org/artist/4735caf5-711e-4042-bb63-a2991420239a,False,Babe Ruth (band),"Hatfield, Hertfordshire, England",https://en.wikipedia.org/wiki/Babe_Ruth_(band),True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Hatfield
781,Massive Wagons,7xytG2E40s4GeukvZCGqGP,Q59661769,80248,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q59661769,ea9bca7c-af82-4009-b438-2dbdae78466c,Massive Wagons,City of Lancaster,https://musicbrainz.org/artist/ea9bca7c-af82-4009-b438-2dbdae78466c,False,Massive Wagons,"Lancaster, England",https://en.wikipedia.org/wiki/Massive_Wagons,False,proposed_two_sources,City of Lancaster,medium,not_reviewed,,,,evidence_for_missing_claim,City of Lancaster
782,65daysofstatic,6DVVsQAnpHdJjb1nYuOQ6g,Q254285,79997,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q254285,0cd12ab3-9628-45ef-a97b-ff18624f14a0,65daysofstatic,Sheffield,https://musicbrainz.org/artist/0cd12ab3-9628-45ef-a97b-ff18624f14a0,True,65daysofstatic,"Sheffield, England",https://en.wikipedia.org/wiki/65daysofstatic,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
783,Arab Strap,6g8Jqb5JMfv92eB2r0awTN,Q2632762,79984,Falkirk,Falkirk,Falkirk,reported_place,https://www.wikidata.org/wiki/Q2632762,6caf09f5-2f01-4f76-bcc7-6207930c56c6,Arab Strap,Falkirk,https://musicbrainz.org/artist/6caf09f5-2f01-4f76-bcc7-6207930c56c6,True,Arab Strap,"Falkirk, Stirlingshire, Scotland",https://en.wikipedia.org/wiki/Arab_Strap,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Falkirk
784,Slowly Rolling Camera,5kH36nIamlV0iSe6ESDWvb,Q25080052,79752,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q25080052,82687235-98c5-4229-969f-28f901279eb8,Slowly Rolling Camera,Cardiff,https://musicbrainz.org/artist/82687235-98c5-4229-969f-28f901279eb8,False,Slowly Rolling Camera,Cardiff,https://en.wikipedia.org/wiki/Slowly_Rolling_Camera,False,proposed_two_sources,Cardiff,medium,not_reviewed,,,,evidence_for_missing_claim,Cardiff
785,Mallory Knox,7bHTSvk96ULRLZPZr1SoCZ,Q15044899,79587,Cambridge,Cambridge,Cambridge,reported_place,https://www.wikidata.org/wiki/Q15044899,94281561-7c6a-48ac-9c71-8f09ce8255ce,Mallory Knox,United Kingdom,https://musicbrainz.org/artist/94281561-7c6a-48ac-9c71-8f09ce8255ce,,Mallory Knox,"Cambridge, Cambridgeshire, England, United Kingdom",https://en.wikipedia.org/wiki/Mallory_Knox,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Cambridge
786,Alien Sex Fiend,6WVnBgqJfj9Iw9gpBed9fJ,Q1541561,79219,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1541561,3580a118-49e3-4aa1-972a-f5f0ff750dd2,Alien Sex Fiend,London,https://musicbrainz.org/artist/3580a118-49e3-4aa1-972a-f5f0ff750dd2,True,Alien Sex Fiend,"London, England",https://en.wikipedia.org/wiki/Alien_Sex_Fiend,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
787,Geordie,0IzJYdxaNLwrC7diSCu0iY,Q499366,79034,Newcastle upon Tyne,Newcastle upon Tyne,Newcastle upon Tyne,reported_place,https://www.wikidata.org/wiki/Q499366,09615dd0-05fe-412c-83fb-7af8e495e401|bb1ecaa0-67c1-447f-b7e2-ad679ea4571a,Geordie|Powerhouse,Newcastle upon Tyne,https://musicbrainz.org/artist/09615dd0-05fe-412c-83fb-7af8e495e401|https://musicbrainz.org/artist/bb1ecaa0-67c1-447f-b7e2-ad679ea4571a,True,Geordie (band),"Newcastle, England",https://en.wikipedia.org/wiki/Geordie_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Newcastle upon Tyne
788,Brothers In Rhythm,0f2HTJx4jowMoiHBH4GzdU,Q2053844,78778,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q2053844,00f91c96-9597-445d-a878-c074f48582f3,Brothers in Rhythm,,https://musicbrainz.org/artist/00f91c96-9597-445d-a878-c074f48582f3,,Brothers in Rhythm,United Kingdom,https://en.wikipedia.org/wiki/Brothers_in_Rhythm,,unresolved,,low,not_reviewed,,,,unresolved,
789,Destructive Tendencies,1Yc03TvBp08WN2oHVuvewX,Q56309814,77543,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q56309814,d64fc31b-5fac-4530-b732-7e7174faae4d,Destructive Tendencies,,https://musicbrainz.org/artist/d64fc31b-5fac-4530-b732-7e7174faae4d,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
790,Discharge,5SRhOM75OnwuXH8BmCxD5a,Q1228418,77256,Stoke-on-Trent,Stoke-on-Trent,Stoke-on-Trent,reported_place,https://www.wikidata.org/wiki/Q1228418,0c9bfbdc-4e64-497d-bf80-5c891e6766a3,Discharge,Stoke-on-Trent,https://musicbrainz.org/artist/0c9bfbdc-4e64-497d-bf80-5c891e6766a3,True,Discharge (band),"Stoke-on-Trent, Staffordshire, England",https://en.wikipedia.org/wiki/Discharge_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Stoke-on-Trent
791,Ibibio Sound Machine,4J6CnIqPEtWYn3la2YYj2c,Q39016670,77200,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q39016670,0ece139d-19a4-44c6-85e6-0406e8055a21,Ibibio Sound Machine,,https://musicbrainz.org/artist/0ece139d-19a4-44c6-85e6-0406e8055a21,,Ibibio Sound Machine,"London, England",https://en.wikipedia.org/wiki/Ibibio_Sound_Machine,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
792,GLXY,1U8nnmbuPk1EpoO7MVgIeT,Q57298698,77107,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q57298698,fe0be685-4ad0-4ff6-97b7-496ede5825cb,GLXY,Leicester,https://musicbrainz.org/artist/fe0be685-4ad0-4ff6-97b7-496ede5825cb,False,,,,,proposed_one_source,Leicester,medium,not_reviewed,,,,evidence_for_missing_claim,Leicester
793,LFO,2M0T4a1pkOC5nifN9W6e9e,Q1798055,76989,Leeds,Leeds,Leeds,reported_place,https://www.wikidata.org/wiki/Q1798055,e6d0179f-b899-4563-b6c6-88715aaae0b8,LFO,Leeds,https://musicbrainz.org/artist/e6d0179f-b899-4563-b6c6-88715aaae0b8,True,LFO (British band),"Leeds, England",https://en.wikipedia.org/wiki/LFO_(British_band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Leeds
794,Fightstar,3CI0BdDDxe6D21RmqTB5fn,Q1357682,76830,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1357682,b7a05028-423c-49f2-a7ac-68591c7cf78d,Fightstar,London,https://musicbrainz.org/artist/b7a05028-423c-49f2-a7ac-68591c7cf78d,True,Fightstar,"London, England",https://en.wikipedia.org/wiki/Fightstar,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
795,VANT,4Xxkt0tSJr1uNxGDZcJLRc,Q23057717,76495,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q23057717,17e50807-1077-4039-b903-e8c3eedf237a,VANT,United Kingdom,https://musicbrainz.org/artist/17e50807-1077-4039-b903-e8c3eedf237a,,Vant (band),"London, England",https://en.wikipedia.org/wiki/Vant_(band),False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
796,The Bees,6XiSck3QPuXk7ho6zlDz3P,Q3519919,76473,Ventnor,Ventnor,Ventnor,reported_place,https://www.wikidata.org/wiki/Q3519919,276cfa71-caa8-4bf4-b522-39a8086e7c6b,The Bees,Ventnor,https://musicbrainz.org/artist/276cfa71-caa8-4bf4-b522-39a8086e7c6b,True,The Bees (English band),"Ventnor, Isle of Wight, England",https://en.wikipedia.org/wiki/The_Bees_(English_band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Ventnor
797,Wizzard,7823Dim2TzjiQQ9wRQxyi9,Q426015,75390,Birmingham,Birmingham,Birmingham,reported_place,https://www.wikidata.org/wiki/Q426015,9a121283-e355-4741-8729-f4b84650ff78,Wizzard,Birmingham,https://musicbrainz.org/artist/9a121283-e355-4741-8729-f4b84650ff78,True,Wizzard,"Birmingham, Warwickshire, England",https://en.wikipedia.org/wiki/Wizzard,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Birmingham
798,Acrania,6D3PbIyyqH2NaqPZSE6X5N,Q18702196,75245,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q18702196,cf2170b1-5c00-43ae-915a-a781482f00d4,Acrania,London,https://musicbrainz.org/artist/cf2170b1-5c00-43ae-915a-a781482f00d4,False,,,,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
799,Re-Flex,1iNGtKXGyniqwVhXfbKpk8,Q387754,75009,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q387754,d4bdc7e1-d287-4f88-b9c3-ad9f74964629,Re‐Flex,,https://musicbrainz.org/artist/d4bdc7e1-d287-4f88-b9c3-ad9f74964629,,Re-Flex,"Birmingham, England",https://en.wikipedia.org/wiki/Re-Flex,False,proposed_one_source,Birmingham,medium,not_reviewed,,,,evidence_for_missing_claim,Birmingham
800,999,14IKysoZ0qyGRsIiTk1Ase,Q277297,74540,London,London,London,reported_place,https://www.wikidata.org/wiki/Q277297,90967f7a-dccf-43f8-a212-e84b34e24a7d,999,London,https://musicbrainz.org/artist/90967f7a-dccf-43f8-a212-e84b34e24a7d,True,999 (band),"London, England, United Kingdom",https://en.wikipedia.org/wiki/999_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
801,Curse of Lono,6pM5NZalHT5nD9vDEz2Ukx,Q64604786,74421,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q64604786,6c1ed66a-e22c-40e9-a8d0-782c607d7a35,Curse of Lono,,https://musicbrainz.org/artist/6c1ed66a-e22c-40e9-a8d0-782c607d7a35,,Curse of Lono,London,https://en.wikipedia.org/wiki/Curse_of_Lono,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
802,Nitzer Ebb,7EnAgffrVyerTWH628TJ6f,Q580943,73454,Chelmsford,Chelmsford,Chelmsford,reported_place,https://www.wikidata.org/wiki/Q580943,d260c14e-2ef1-4d3d-8739-70d517efac8a,Nitzer Ebb,Essex,https://musicbrainz.org/artist/d260c14e-2ef1-4d3d-8739-70d517efac8a,False,Nitzer Ebb,"Chelmsford, Essex, England",https://en.wikipedia.org/wiki/Nitzer_Ebb,True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Chelmsford
803,Fields Of The Nephilim,3m8KqUjgKDwmJ9L9uBHMMs,Q378948,73403,Stevenage,Stevenage,Stevenage,reported_place,https://www.wikidata.org/wiki/Q378948,a262543f-6ab4-4ac7-86f3-4fc09ff56f3b,Fields of the Nephilim,Stevenage,https://musicbrainz.org/artist/a262543f-6ab4-4ac7-86f3-4fc09ff56f3b,True,Fields of the Nephilim,"Stevenage, Hertfordshire, England",https://en.wikipedia.org/wiki/Fields_of_the_Nephilim,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Stevenage
804,ROAM,0q74f5UdR3j14Lis4AKKxq,Q22080536,73324,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q22080536,74d76812-2ebf-4850-938b-2c3e02b0eb9f,ROAM,Eastbourne,https://musicbrainz.org/artist/74d76812-2ebf-4850-938b-2c3e02b0eb9f,False,Roam (band),"Eastbourne, East Sussex, England",https://en.wikipedia.org/wiki/Roam_(band),False,proposed_two_sources,Eastbourne,medium,not_reviewed,,,,evidence_for_missing_claim,Eastbourne
805,Spector,34nBPbcVc9F9eizQC4a5aT,Q7575150,73172,London,London,London,reported_place,https://www.wikidata.org/wiki/Q7575150,67dd20f8-ded2-4dde-b4aa-729428fcc8d0,Spector,London,https://musicbrainz.org/artist/67dd20f8-ded2-4dde-b4aa-729428fcc8d0,True,Spector (band),"London, England",https://en.wikipedia.org/wiki/Spector_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
806,Red Box,4TvQ6wnXv3aDNv29JH6App,Q2135903,72793,London,London,London,reported_place,https://www.wikidata.org/wiki/Q2135903,b7d0ca79-66a7-41e0-bc65-0159f9a77da2,Red Box,London,https://musicbrainz.org/artist/b7d0ca79-66a7-41e0-bc65-0159f9a77da2,True,Red Box (band),"London, England",https://en.wikipedia.org/wiki/Red_Box_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
807,Chicken Shack,7aUVQRiWaOqZU0JwOlGfWi,Q968313,72185,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q968313,282ed0dc-064e-480c-b827-5b5e9500f045,Chicken Shack,Stourbridge,https://musicbrainz.org/artist/282ed0dc-064e-480c-b827-5b5e9500f045,False,Chicken Shack,,https://en.wikipedia.org/wiki/Chicken_Shack,,proposed_one_source,Stourbridge,medium,not_reviewed,,,,evidence_for_missing_claim,Stourbridge
808,Friedberg,0lqPfG8vAR30UX3cWDbCEn,Q131406896,71589,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q131406896,,,,,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
809,Talisk,1khU7sW2d95qMTDnyDfzBT,Q60754147,71444,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q60754147,9bd5d06f-24ba-4c89-822a-4e44a48d5274,Talisk,,https://musicbrainz.org/artist/9bd5d06f-24ba-4c89-822a-4e44a48d5274,,Talisk,"Glasgow, Scotland",https://en.wikipedia.org/wiki/Talisk,False,proposed_one_source,Glasgow,medium,not_reviewed,,,,evidence_for_missing_claim,Glasgow
810,Fast Food Rockers,6Mz4vAfXG0tJgUcOQL6zy5,Q5436929,71392,Folkestone,Folkestone,Folkestone,reported_place,https://www.wikidata.org/wiki/Q5436929,59f9723f-d7d6-41ab-9b5a-5a4981abb1e3,Fast Food Rockers,United Kingdom,https://musicbrainz.org/artist/59f9723f-d7d6-41ab-9b5a-5a4981abb1e3,,Fast Food Rockers,"Folkestone, England",https://en.wikipedia.org/wiki/Fast_Food_Rockers,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Folkestone
811,Let Loose,64qK94JPWEI7HovDpzLBej,Q6532821,71261,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q6532821,44bb675c-ebe1-4e67-b040-95a3675cb966,Let Loose,,https://musicbrainz.org/artist/44bb675c-ebe1-4e67-b040-95a3675cb966,,Let Loose,"London, England",https://en.wikipedia.org/wiki/Let_Loose,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
812,Nektar,0n2Uel3CvQrmMsYLEfpO3s,Q1748178,70557,Hamburg,Hamburg,Hamburg,reported_place,https://www.wikidata.org/wiki/Q1748178,8a5c294f-8d3b-452d-a6f9-6332cfb408f3,Nektar,Hamburg,https://musicbrainz.org/artist/8a5c294f-8d3b-452d-a6f9-6332cfb408f3,True,Nektar,"Hamburg, West Germany",https://en.wikipedia.org/wiki/Nektar,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Hamburg
813,Lund Quartet,6GUoU3k0b3qF1T06UvyAhk,Q106906676,70363,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q106906676,6772809f-9726-42fb-a6af-e5f9dad33a7b,Lund Quartet,Bristol,https://musicbrainz.org/artist/6772809f-9726-42fb-a6af-e5f9dad33a7b,False,,,,,proposed_one_source,Bristol,medium,not_reviewed,,,,evidence_for_missing_claim,Bristol
814,Nine Black Alps,5fLbJGzlYux3GBwTifMMvR,Q1141817,69153,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q1141817,75a881d8-80de-4f60-b56a-4eaaa29530d9,Nine Black Alps,Manchester,https://musicbrainz.org/artist/75a881d8-80de-4f60-b56a-4eaaa29530d9,True,Nine Black Alps,"Manchester, England",https://en.wikipedia.org/wiki/Nine_Black_Alps,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
815,Delta 5,2qe52cWdi4IRtgg14CLInb,Q5254556,68871,Leeds,Leeds,Leeds,reported_place,https://www.wikidata.org/wiki/Q5254556,b05af404-b129-4c9e-9606-01baa53e05f9,Delta 5,Leeds,https://musicbrainz.org/artist/b05af404-b129-4c9e-9606-01baa53e05f9,True,Delta 5,"Leeds, West Yorkshire, England",https://en.wikipedia.org/wiki/Delta_5,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Leeds
816,A,3HBxYEtI2i43MzWyTXupVv,Q300307,68849,Suffolk,Suffolk,Suffolk,reported_place,https://www.wikidata.org/wiki/Q300307,55c6eb6e-8388-497c-acaf-dbff584d0c3a,A,Suffolk,https://musicbrainz.org/artist/55c6eb6e-8388-497c-acaf-dbff584d0c3a,True,A (band),"Suffolk, England",https://en.wikipedia.org/wiki/A_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Suffolk
817,Gene,5Rsu72e1qrjIUtxH6Zmy9K,Q3100438,68357,London,London,London,reported_place,https://www.wikidata.org/wiki/Q3100438,38b6fae0-dd60-47c2-8f46-cf5023d23664,Gene,London,https://musicbrainz.org/artist/38b6fae0-dd60-47c2-8f46-cf5023d23664,True,Gene (band),"London, England",https://en.wikipedia.org/wiki/Gene_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
818,The Magic Gang,52pNByiBWx6SVMMqqcCA74,Q123560878,68131,Brighton,Brighton,Brighton,reported_place,https://www.wikidata.org/wiki/Q123560878,a411851b-6788-4194-ae93-2e75108906b0,The Magic Gang,,https://musicbrainz.org/artist/a411851b-6788-4194-ae93-2e75108906b0,,The Magic Gang,"Brighton, England",https://en.wikipedia.org/wiki/The_Magic_Gang,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Brighton
819,Death Of Guitar Pop,6fD5uxjcSC0aF0FO61e5id,Q136309656,68122,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q136309656,c4216cae-ca3e-4779-9667-5f984a157687,Death of Guitar Pop,,https://musicbrainz.org/artist/c4216cae-ca3e-4779-9667-5f984a157687,,Death of Guitar Pop,"Essex, England",https://en.wikipedia.org/wiki/Death_of_Guitar_Pop,False,proposed_one_source,Essex,medium,not_reviewed,,,,evidence_for_missing_claim,Essex
820,Lords Of The New Church,5JEhWD9S2znCiQRiGj2OUk,Q1269551,67975,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1269551,6b1614f1-8aec-49b7-868a-9167d9b14767,The Lords of the New Church,London,https://musicbrainz.org/artist/6b1614f1-8aec-49b7-868a-9167d9b14767,False,The Lords of the New Church,,https://en.wikipedia.org/wiki/The_Lords_of_the_New_Church,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
