popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,entity_duplicate,origin_cluster,origin_resolution
143,Bad Company [5AEG63ajney2BoDXi0Vb84],,5AEG63ajney2BoDXi0Vb84,Bad Company,3616192,1458078,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5AEG63ajney2BoDXi0Vb84,Q745517,Bad Company,Bad Company,Q189960,Westminster,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Westminster,reported_place
144,Madness [4AYkFtEBnNnGuoo8HaHErd],,4AYkFtEBnNnGuoo8HaHErd,Madness,3611935,912052,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4AYkFtEBnNnGuoo8HaHErd,Q745741,Madness,Madness,Q84,London,ska band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
145,Push Baby [0kkxsdcaWmWU2yWAqclDh4],,0kkxsdcaWmWU2yWAqclDh4,Rixton,3592716,784995,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0kkxsdcaWmWU2yWAqclDh4,Q16672928,Push Baby,Push Baby,Q18125,Manchester,musical group,United Kingdom,approve,,Rixton and Push Baby are names used by the same band and Spotify artist page.,https://www.wikidata.org/wiki/Q16672928,False,accepted_reviewed_alias,True,True,eligible_group_or_duo,True,False,False,Manchester,reported_place
146,Nothing but Thieves [1kDGbuxWknIKx4FlgWxiSp],,1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,3587725,1421470,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1kDGbuxWknIKx4FlgWxiSp,Q20684996,Nothing but Thieves,Nothing but Thieves,Q203995,Southend-on-Sea,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Southend-on-Sea,reported_place
147,Wet Leg [2TwOrUcYnAlIiKmVQkkoSZ],,2TwOrUcYnAlIiKmVQkkoSZ,Wet Leg,3584069,989381,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2TwOrUcYnAlIiKmVQkkoSZ,Q107475751,Wet Leg,Wet Leg,Q9679,Q9679,musical duo,England|United Kingdom,,Isle of Wight,The label's official artist biography describes Wet Leg as an Isle of Wight five-piece.,https://www.dominomusic.com/artists/wet-leg,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Isle of Wight,reviewed_override
148,Wolf Alice [3btzEQD6sugImIHPMRgkwV],,3btzEQD6sugImIHPMRgkwV,Wolf Alice,3575621,973763,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3btzEQD6sugImIHPMRgkwV,Q8029799,Wolf Alice,Wolf Alice,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
149,The Irrepressibles [1v5bOzXbhrQ57qSvRwGA6s],,1v5bOzXbhrQ57qSvRwGA6s,The Irrepressibles,3531545,266977,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1v5bOzXbhrQ57qSvRwGA6s,Q3020511,The Irrepressibles,The Irrepressibles,Q84,London,musical ensemble,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
150,Sophie and the Giants [4FrXHrpbDLNyO3pbVv8RmF],,4FrXHrpbDLNyO3pbVv8RmF,Sophie and the Giants,3507868,90162,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4FrXHrpbDLNyO3pbVv8RmF,Q100595483,Sophie and the Giants,Sophie and the Giants,,,human|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
151,The Stone Roses [1lYT0A0LV5DUfxr6doRP3d],,1lYT0A0LV5DUfxr6doRP3d,The Stone Roses,3488308,1863145,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1lYT0A0LV5DUfxr6doRP3d,Q29606,The Stone Roses,The Stone Roses,Q18125,Manchester,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Manchester,reported_place
152,The Buggles [057gc1fxmJ2vkctjQJ7Tal],,057gc1fxmJ2vkctjQJ7Tal,The Buggles,3487007,190767,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,057gc1fxmJ2vkctjQJ7Tal,Q201568,The Buggles,The Buggles,Q736742,Wimbledon,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Wimbledon,reported_place
153,Placebo [6RZUqkomCmb8zCRqc9eznB],,6RZUqkomCmb8zCRqc9eznB,Placebo,3460472,2201483,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6RZUqkomCmb8zCRqc9eznB,Q484839,Placebo,Placebo,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
154,The Sundays [4nlqDmbzFzbNITaqjJv7D7],,4nlqDmbzFzbNITaqjJv7D7,The Sundays,3421091,684291,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4nlqDmbzFzbNITaqjJv7D7,Q3122789,The Sundays,The Sundays,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
155,Orchestral Manoeuvres in the Dark [7wJ9NwdRWtN92NunmXuwBk],,7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark,3287803,949812,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7wJ9NwdRWtN92NunmXuwBk,Q956500,Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres in the Dark,Q1616766,Meols,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Meols,reported_place
156,Dead or Alive [5WWSL6rElJeUk3Uc1S2RyD],,5WWSL6rElJeUk3Uc1S2RyD,Dead Or Alive,3275455,490402,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5WWSL6rElJeUk3Uc1S2RyD,Q368961,Dead or Alive,Dead or Alive,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
157,Groove Armada [67tgMwUfnmqzYsNAtnP6YJ],,67tgMwUfnmqzYsNAtnP6YJ,Groove Armada,3267951,783480,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,67tgMwUfnmqzYsNAtnP6YJ,Q117522,Groove Armada,Groove Armada,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
158,Snakehips [2FwJwEswyIUAljqgjNSHgP],,2FwJwEswyIUAljqgjNSHgP,Snakehips,3159265,392037,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2FwJwEswyIUAljqgjNSHgP,Q22116844,Snakehips,Snakehips,Q145,United Kingdom,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
159,Generation X [1inWec2E2UgfzMAhwjgTXe],,1inWec2E2UgfzMAhwjgTXe,Generation X,3158701,181331,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1inWec2E2UgfzMAhwjgTXe,Q1157004,Generation X,Generation X,Q743535,Chelsea,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Chelsea,reported_place
160,Bicep [73A3bLnfnz5BoQjb4gNCga],,73A3bLnfnz5BoQjb4gNCga,BICEP,3141387,673233,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,73A3bLnfnz5BoQjb4gNCga,Q28855240,Bicep,Bicep,,,musical duo,United Kingdom,,Belfast,The band's official biography describes the duo as Belfast-born and rooted in Belfast's club scene before becoming London-based.,https://bicepmusic.com/about,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Belfast,reviewed_override
161,Yazoo [1G1mX30GpUJqOr1QU2eBSs],,1G1mX30GpUJqOr1QU2eBSs,Yazoo,3044119,802850,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1G1mX30GpUJqOr1QU2eBSs,Q1410055,Yazoo,Yazoo,Q216649,Basildon,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Basildon,reported_place
162,Bloc Party [3MM8mtgFzaEJsqbjZBSsHJ],,3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,3039480,1261856,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3MM8mtgFzaEJsqbjZBSsHJ,Q205838,Bloc Party,Bloc Party,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
163,Gorgon City [4VNQWV2y1E97Eqo2D5UTjx],,4VNQWV2y1E97Eqo2D5UTjx,Gorgon City,3028602,552337,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4VNQWV2y1E97Eqo2D5UTjx,Q16839700,Gorgon City,Gorgon City,Q734547,North London,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,North London,reported_place
164,Sugababes [7rZNSLWMjTbwdLNskFbzFf],,7rZNSLWMjTbwdLNskFbzFf,Sugababes,3027300,758443,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7rZNSLWMjTbwdLNskFbzFf,Q193697,Sugababes,Sugababes,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
165,Architects [3ZztVuWxHzNpl0THurTFCv],,3ZztVuWxHzNpl0THurTFCv,Architects,3025569,1369211,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3ZztVuWxHzNpl0THurTFCv,Q620454,Architects,Architects,Q131491,Brighton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Brighton,reported_place
166,Kaiser Chiefs [0LbLWjaweRbO4FDKYlbfNt],,0LbLWjaweRbO4FDKYlbfNt,Kaiser Chiefs,2999896,1422089,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0LbLWjaweRbO4FDKYlbfNt,Q192308,Kaiser Chiefs,Kaiser Chiefs,Q39121,Leeds,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Leeds,reported_place
167,Third Party [2J80qXI4NHKpq5RT3xUF7V],,2J80qXI4NHKpq5RT3xUF7V,Third Party,2971418,151080,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2J80qXI4NHKpq5RT3xUF7V,Q30597951,Third Party,Third Party,,,male duo|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
168,Basement Jaxx [4YrKBkKSVeqDamzBPWVnSJ],,4YrKBkKSVeqDamzBPWVnSJ,Basement Jaxx,2938717,623916,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4YrKBkKSVeqDamzBPWVnSJ,Q544018,Basement Jaxx,Basement Jaxx,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
169,Q334648 [3fhOTtm0LBJ3Ojn4hIljLo],,3fhOTtm0LBJ3Ojn4hIljLo,Roxy Music,2932733,1153536,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3fhOTtm0LBJ3Ojn4hIljLo,Q334648,Q334648,Q334648,Q84,London,musical group,United Kingdom,approve,,The Wikidata entity's Spotify artist ID resolves to Roxy Music; the archived label was an unresolved QID.,https://www.wikidata.org/wiki/Q334648,False,accepted_reviewed_alias,True,True,eligible_group_or_duo,True,False,False,London,reported_place
170,Lighthouse Family [6edGSAX5dVpeJVwu1Q0NwJ],,6edGSAX5dVpeJVwu1Q0NwJ,Lighthouse Family,2921952,660194,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6edGSAX5dVpeJVwu1Q0NwJ,Q707351,Lighthouse Family,Lighthouse Family,Q1425428,Newcastle upon Tyne,male duo|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Newcastle upon Tyne,reported_place
171,The Struts [3lDpdwM8KILepMHqBWUhIA],,3lDpdwM8KILepMHqBWUhIA,The Struts,2895181,468353,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3lDpdwM8KILepMHqBWUhIA,Q17587679,The Struts,The Struts,Q43475,Derby,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Derby,reported_place
172,The Wombats [0Ya43ZKWHTKkAbkoJJkwIB],,0Ya43ZKWHTKkAbkoJJkwIB,The Wombats,2884656,1143548,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0Ya43ZKWHTKkAbkoJJkwIB,Q1347289,The Wombats,The Wombats,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
173,Travis [3bUwxJgNakzYKkqAVgZLlh],,3bUwxJgNakzYKkqAVgZLlh,Travis,2884486,1176704,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3bUwxJgNakzYKkqAVgZLlh,Q160103,Travis,Travis,Q4093,Glasgow,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Glasgow,reported_place
174,Mattafix [5KORW1YGiERJqfuYjXMCyz],,5KORW1YGiERJqfuYjXMCyz,Mattafix,2878488,113982,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5KORW1YGiERJqfuYjXMCyz,Q21075,Mattafix,Mattafix,Q84,London,male duo|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
175,Royal Blood [2S5hlvw4CMtMGswFtfdK15],,2S5hlvw4CMtMGswFtfdK15,Royal Blood,2873864,1759451,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2S5hlvw4CMtMGswFtfdK15,Q16632343,Royal Blood,Royal Blood,Q131491,Brighton,male duo|musical duo,United Kingdom,,Worthing,Reuters reports that the duo began in Worthing; Brighton was the later development base.,https://uk.investing.com/news/general/britains-royal-blood-finds-spiritual-home-in-us-3139043,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Worthing,reviewed_override
176,Free [2e53aHBQdCMKWqHDuyJsjC],,2e53aHBQdCMKWqHDuyJsjC,Free,2860415,631085,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2e53aHBQdCMKWqHDuyJsjC,Q45650,Free,Free,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
177,London Grammar [3Bd1cgCjtCI32PYvDC3ynO],,3Bd1cgCjtCI32PYvDC3ynO,London Grammar,2832139,1695264,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3Bd1cgCjtCI32PYvDC3ynO,Q14557360,London Grammar,London Grammar,Q41262,Nottingham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Nottingham,reported_place
178,Pulp [36E7oYfz3LLRto6l2WmDcD],,36E7oYfz3LLRto6l2WmDcD,Pulp,2830863,1164307,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,36E7oYfz3LLRto6l2WmDcD,Q504464,Pulp,Pulp,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Sheffield,reported_place
179,The Heavy [0bZCak2tcRMY1dzEIuwF42],,0bZCak2tcRMY1dzEIuwF42,The Heavy,2796068,516287,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0bZCak2tcRMY1dzEIuwF42,Q181241,The Heavy,The Heavy,Q22889,Bath,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Bath,reported_place
180,Neck Deep [2TM0qnbJH4QPhGMCdPt7fH],,2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,2790501,1843051,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2TM0qnbJH4QPhGMCdPt7fH,Q16955493,Neck Deep,Neck Deep,Q496368,Wrexham,musical group,Wales,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Wrexham,reported_place
181,DNA [2rGm8R7YDTbqDCVlNssQyL],,2rGm8R7YDTbqDCVlNssQyL,DNA,2774617,18304,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2rGm8R7YDTbqDCVlNssQyL,Q1154629,DNA,DNA,Q22889,Bath,musical duo,England,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Bath,reported_place
182,Frankie Goes to Hollywood [1mZu3rO7qSD09GdDpePHhY],,1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood,2758706,960764,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1mZu3rO7qSD09GdDpePHhY,Q73597,Frankie Goes to Hollywood,Frankie Goes to Hollywood,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
183,Atomic Kitten [6JMHws5haIO6V35YNYDnDw],,6JMHws5haIO6V35YNYDnDw,Atomic Kitten,2751716,525204,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6JMHws5haIO6V35YNYDnDw,Q208392,Atomic Kitten,Atomic Kitten,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
184,Faces [3v4feUQnU3VEUqFrjmtekL],,3v4feUQnU3VEUqFrjmtekL,Faces,2718313,468654,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3v4feUQnU3VEUqFrjmtekL,Q1136388,Faces,Faces,Q21,England,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
185,Asia [1bdytLV3FPjyhfrb6BhMej],,1bdytLV3FPjyhfrb6BhMej,Asia,2716602,774209,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1bdytLV3FPjyhfrb6BhMej,Q726891,Asia,Asia,Q21,England,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
186,The Waterboys [5TnuP42pw475UrjjeabtwZ],,5TnuP42pw475UrjjeabtwZ,The Waterboys,2670888,371425,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5TnuP42pw475UrjjeabtwZ,Q1422720,The Waterboys,The Waterboys,Q145,United Kingdom,musical group,United Kingdom,,London,"Mike Scott is from Edinburgh, but the band was formed in London.",https://www.universalmusic.fr/artistes/20000160599,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reviewed_override
187,S Club 7 [1kM5rgJvkiDMOoKX56H6pX],,0HNGrIbq1ZNO2mTp3tMW4L,S Club,2628603,692814,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1kM5rgJvkiDMOoKX56H6pX,Q500759,S Club 7,S Club 7,Q84,London,musical group,United Kingdom,approve,,S Club is the current name of S Club 7 and the requested Spotify page redirects to the same group.,https://www.wikidata.org/wiki/Q500759,False,accepted_reviewed_alias,True,True,eligible_group_or_duo,False,False,False,London,reported_place
188,Still Corners [4zKYrXs8iN4AeHmO8ZxNqp],,4zKYrXs8iN4AeHmO8ZxNqp,Still Corners,2608941,415092,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4zKYrXs8iN4AeHmO8ZxNqp,Q7617018,Still Corners,Still Corners,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
189,Asking Alexandria [1caBfBEapzw8z2Qz9q0OaQ],,1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,2592556,2530673,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1caBfBEapzw8z2Qz9q0OaQ,Q731642,Asking Alexandria,Asking Alexandria,Q42462,York,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,York,reported_place
190,Mike and the Mechanics [2yTUYhIf8fxptTIy3KLuJD],,2yTUYhIf8fxptTIy3KLuJD,Mike + The Mechanics,2591206,794443,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2yTUYhIf8fxptTIy3KLuJD,Q653632,Mike and the Mechanics,Mike and the Mechanics,Q179224,Dover,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Dover,reported_place
191,All Saints [5TDVKqW9uhqGjwwwKGuma4],,5TDVKqW9uhqGjwwwKGuma4,All Saints,2567281,609132,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5TDVKqW9uhqGjwwwKGuma4,Q165386,All Saints,All Saints,Q84,London,all-female band|girl group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
192,Sigma [01pKrlgPJhm5dB4lneYAqS],,01pKrlgPJhm5dB4lneYAqS,Sigma,2550591,360513,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,01pKrlgPJhm5dB4lneYAqS,Q16333772,Sigma,Sigma,Q503424,University of Leeds,musical duo,United Kingdom,,Leeds,"University of Leeds is an institution, not a place label; the duo formed while studying in Leeds.",https://en.wikipedia.org/wiki/Sigma_(DJs),True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Leeds,reviewed_override
193,Mungo Jerry [2mbvqMGpwLsakeH45p1Jrb],,2mbvqMGpwLsakeH45p1Jrb,Mungo Jerry,2528248,142677,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2mbvqMGpwLsakeH45p1Jrb,Q1427200,Mungo Jerry,Mungo Jerry,Q725270,Ashford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Ashford,reported_place
194,Moloko [4aaBjq7VqqQvpSF69GglvO],,4aaBjq7VqqQvpSF69GglvO,Moloko,2507932,516418,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4aaBjq7VqqQvpSF69GglvO,Q1121732,Moloko,Moloko,Q42448,Sheffield,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Sheffield,reported_place
195,Status Quo [4gIdjgLlvgEOz7MexDZzpM],,4gIdjgLlvgEOz7MexDZzpM,Status Quo,2503249,872142,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4gIdjgLlvgEOz7MexDZzpM,Q322265,Status Quo,Status Quo,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
196,The Darkness [5r1bdqzhgRoHC3YcCV6N5a],,5r1bdqzhgRoHC3YcCV6N5a,The Darkness,2453090,510654,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5r1bdqzhgRoHC3YcCV6N5a,Q421794,The Darkness,The Darkness,Q986007,Lowestoft,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Lowestoft,reported_place
197,Texas [5JsdVATHNPE0XdMFMRoSuf],,5JsdVATHNPE0XdMFMRoSuf,Texas,2420479,572024,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5JsdVATHNPE0XdMFMRoSuf,Q916484,Texas,Texas,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Glasgow,reported_place
198,Edison Lighthouse [1NRzxuPpdGushT8YmF5NAa],,1NRzxuPpdGushT8YmF5NAa,Edison Lighthouse,2393214,80780,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1NRzxuPpdGushT8YmF5NAa,Q1116554,Edison Lighthouse,Edison Lighthouse,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
199,Wang Chung [6Zh3xrWlA0SA9Fsfj9AVwm],,6Zh3xrWlA0SA9Fsfj9AVwm,Wang Chung,2358411,413141,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6Zh3xrWlA0SA9Fsfj9AVwm,Q2030370,Wang Chung,Wang Chung,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
200,The Cult [49DW3KvkyjHO35mK1JnSyS],,49DW3KvkyjHO35mK1JnSyS,The Cult,2277310,852449,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,49DW3KvkyjHO35mK1JnSyS,Q887376,The Cult,The Cult,Q22905,Q22905,musical group,United Kingdom,,Bradford,The band's official history places its formation in Bradford.,https://www.thecultband.com/history/,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Bradford,reviewed_override
