popularity_rank,band_name,spotify_id,wikidata_qid,followers,monthly_listeners,mapping_tier,fua_code,study_city_label,mapped_fua,musicbrainz_covered,wikidata_label_covered,network_degree,member_degree,label_degree,internal_degree,connected,member_connected,label_connected
197,Texas,5JsdVATHNPE0XdMFMRoSuf,Q916484,572024,2420479,strict,UK004F,Glasgow,True,True,True,25,1,24,2,True,True,True
198,Edison Lighthouse,1NRzxuPpdGushT8YmF5NAa,Q1116554,80780,2393214,strict,UK001F,London,True,True,True,2,1,1,1,True,True,True
199,Wang Chung,6Zh3xrWlA0SA9Fsfj9AVwm,Q2030370,413141,2358411,strict,UK001F,London,True,True,True,8,0,8,5,True,False,True
200,The Cult,49DW3KvkyjHO35mK1JnSyS,Q887376,852449,2277310,strict,UK003F,Leeds,True,True,True,7,1,6,1,True,True,True
201,Rainbow,6SLAMfhOi7UJI0fMztaK0m,Q16005,1739107,2270623,strict,UK001F,London,True,True,True,55,5,52,31,True,True,True
202,Sohodolls,1KNXft7nnRQj82sENi7WGN,Q527586,321285,2252106,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
203,Echo & the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,Q925641,1120606,2210172,strict,UK006F,Liverpool,True,True,True,33,3,30,1,True,True,True
205,The Shapeshifters,60FV7KyxIH9FH1uq7u8inP,Q664467,99295,2179710,strict,UK001F,London,True,True,True,30,0,30,14,True,False,True
208,Above & Beyond,10gzBoINW3cLJfZUka8Zoe,Q323187,889088,2160062,strict,UK001F,London,True,True,True,1,1,1,1,True,True,True
209,Daughter,46CitWgnWrvF9t70C2p1Me,Q5227901,1446477,2134237,strict,UK001F,London,True,True,True,12,0,12,5,True,False,True
210,The Moody Blues,5BcZ22XONcRoLhTbZRuME1,Q211965,1500809,2129836,strict,UK002F,Birmingham,True,True,True,71,2,69,5,True,True,True
211,Sweet,3JaAGmSTpJK35DqWrDUzBz,Q487919,555143,2128725,strict,UK001F,London,True,False,True,59,0,59,33,True,False,True
212,Ten Years After,7nkLRaWHImCvWGHdNGnhVE,Q630808,656932,2124380,strict,UK029F,Nottingham,True,True,True,70,1,69,1,True,True,True
215,Morcheeba,6bWxFw65IEJzBYjx3SxUXd,Q749019,988331,2099112,strict,UK001F,London,True,True,True,3,0,3,2,True,False,True
217,Thompson Twins,5jVeqi3PNaTOajfvBa4uFn,Q1500069,750750,2069490,strict,UK010F,Sheffield,True,True,True,36,0,36,0,True,False,True
218,Wet Wet Wet,2u0gw0uCWBMiqV7h0N8kai,Q49871,614358,2057236,strict,UK004F,Glasgow,True,True,True,1,1,0,0,True,True,False
219,Loathe,4G9wSdX0klmoHfjm9i6DLd,Q30610109,613049,1996442,strict,UK006F,Liverpool,True,True,True,0,0,0,0,False,False,False
220,Steel Pulse,6UL7BodGc5iVmQGlMwHR0g,Q1542680,736715,1883347,strict,UK002F,Birmingham,True,True,True,38,0,38,2,True,False,True
221,The Psychedelic Furs,0O0lrN34wrcuBenkqlEDZe,Q276463,722130,1846381,strict,UK001F,London,True,True,True,41,1,40,23,True,True,True
222,Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,Q323834,1457428,1823237,strict,UK001F,London,True,True,True,49,4,46,27,True,True,True
223,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,Q212715,1321799,1802181,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
224,Noel Gallagher's High Flying Birds,7sjttK1WcZeyLPn3IsQ62L,Q194227,1117710,1799845,strict,UK008F,Manchester,True,True,True,1,1,0,1,True,True,False
226,Zero 7,14H7ag1wpQOsPPQJOD6Dqr,Q191915,592881,1686407,strict,UK001F,London,True,True,True,26,0,26,14,True,False,True
227,The Streets,4GvOygVQquMaPm8oAc0vXi,Q316029,601898,1675316,strict,UK002F,Birmingham,True,True,True,27,0,27,0,True,False,True
228,Starsailor,0G8zjE6SsFTlbglCkU8pm3,Q1051417,247718,1655319,strict,UK008F,Manchester,True,True,True,51,0,51,1,True,False,True
229,Black Box Recorder,6Hd3xhv1sj3rlojjvGLkGR,Q442456,243011,1619909,strict,UK001F,London,True,True,True,1,1,0,0,True,True,False
230,Smokie,5rIqOJspxDq89aBBCUda1X,Q815849,728999,1611813,strict,UK003F,Leeds,True,True,True,5,0,5,0,True,False,True
231,The Jam,2P560DaOMNDUACoH8ZhOCR,Q916461,862279,1609992,strict,UK001F,London,True,True,True,35,2,34,20,True,True,True
232,Londonbeat,0gcMPgunYh4rX1UOdvZKBn,Q1869183,72136,1590343,strict,UK001F,London,True,False,True,0,0,0,0,False,False,False
233,Jethro Tull,6w6z8m4WXX7Tub4Rb6Lu7R,Q192353,2025126,1535908,strict,UK532F,Luton,True,True,True,98,8,92,0,True,True,True
234,Saint Etienne,1N2FgBLehaq77UEdJhCt7f,Q1430158,195555,1513825,strict,UK001F,London,True,True,True,12,0,12,0,True,False,True
235,Skindred,3jTlKw98Ql1jGRPYqhqHap,Q973760,681458,1507719,strict,UK558F,Newport,True,True,True,0,0,0,0,False,False,False
236,NERO,4uRYpUQZrNrY5t8tAv3XrD,Q1066310,808732,1501385,strict,UK001F,London,True,True,True,9,0,9,5,True,False,True
237,Manfred Mann's Earth Band,2utNxkLhreF1oIfO8kQT3q,Q1926913,487796,1497096,strict,UK001F,London,True,True,True,45,7,39,25,True,True,True
238,Five,6rEzedK7cKWjeQWdAYvWVG,Q24791,551020,1473171,strict,UK001F,London,True,True,True,2,0,2,2,True,False,True
241,The Specials,6xnvNmSzmeOE1bLKnYXKW3,Q19057,741585,1432373,strict,UK025F,Coventry,True,True,True,46,2,46,2,True,True,True
242,The Real Thing,1NUD5By34MFynmuUynCfSj,Q458284,112151,1425692,strict,UK006F,Liverpool,True,True,True,5,0,5,1,True,False,True
243,Sneaker Pimps,1EJWNhiYbOyeUHbsS7Kp1P,Q1754009,342340,1412387,strict,UK559F,Middlesbrough,True,True,True,2,0,2,0,True,False,True
244,Johnny Hates Jazz,6zpPKMhpOoG646kJgZ7RKf,Q1294961,249325,1399373,strict,UK001F,London,True,True,True,6,1,5,4,True,True,True
245,Procol Harum,0GbqW5TJr7n4is453VOY4C,Q214486,564567,1385101,strict,UK001F,London,True,True,True,83,1,82,45,True,True,True
247,Krept & Konan,31lnFZEM6ysvjOx59VyxRE,Q15637787,506547,1367407,strict,UK001F,London,True,False,True,0,0,0,0,False,False,False
250,Blossoms,22RISwgVJyZu9lpqAcv1F5,Q23057702,515545,1329106,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
251,A1,5lPsVvHVDr6R5mDxRUXdOs,Q279634,574084,1308390,strict,UK001F,London,True,True,True,11,0,11,5,True,False,True
252,The Last Shadow Puppets,2Z7UcsdweVlRbAk5wH5fsf,Q862520,1251280,1305891,strict,UK010F,Sheffield,True,True,True,7,1,7,1,True,True,True
255,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,Q65327538,558490,1263438,strict,UK012F,Belfast,True,True,True,3,0,3,0,True,False,True
257,The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,Q219939,445083,1233876,strict,UK008F,Manchester,True,True,True,41,0,41,3,True,False,True
258,Sex Pistols,1u7kkVrr14iBvrpYnZILJR,Q82545,2087179,1231532,strict,UK001F,London,True,True,True,101,2,100,52,True,True,True
259,Kero Kero Bonito,6OqhFYFJDnBBHas02HopPT,Q19370850,611925,1201107,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
260,Pilot,6PwcexHTG0qJWQQwp05Bpm,Q1753527,78328,1181505,strict,UK007F,Edinburgh,True,True,True,10,3,7,1,True,True,True
261,Skunk Anansie,5HlXA01kcjssYDT7EoqUJF,Q167977,449680,1179800,strict,UK001F,London,True,True,True,35,3,32,15,True,True,True
262,Boards of Canada,2VAvhf61GgLYmC6C8anyX1,Q722778,844402,1177186,strict,UK007F,Edinburgh,True,True,True,3,0,3,0,True,False,True
263,Primal Scream,3wury2nd8idV4GecUg5xze,Q666697,590819,1165795,strict,UK004F,Glasgow,True,True,True,19,4,17,3,True,True,True
264,Gerry & The Pacemakers,3UmBeGyNwr4iDWi1vTxWi8,Q733400,313722,1163214,strict,UK006F,Liverpool,True,False,True,16,0,16,1,True,False,True
265,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,Q316485,609815,1162862,strict,UK001F,London,True,True,True,38,0,38,23,True,False,True
266,N-Trance,45InkbGypoMk5nVX6dsHkt,Q1959629,82658,1162155,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
267,South Arcade,3vEL65ycUboLH76pgdtqlF,Q131762147,332563,1151351,strict,UK033F,Guildford,True,False,True,27,0,27,1,True,False,True
268,Belle and Sebastian,4I2BJf80C0skQpp1sQmA0h,Q691568,747098,1141204,strict,UK004F,Glasgow,True,True,True,11,1,10,1,True,True,True
269,"Emerson, Lake & Palmer",0nCiidE5GgDrc5kWN3NZgZ,Q273171,1194686,1139758,strict,UK001F,London,True,False,True,106,0,106,57,True,False,True
270,Badfinger,4pJCawaKSZ40EnxN0YEYw3,Q798993,471790,1128068,strict,UK517F,Swansea,True,True,True,20,0,20,0,True,False,True
272,The Spencer Davis Group,3i9hP422d2KMjaupTzBNVS,Q1049145,317136,1087690,strict,UK002F,Birmingham,True,True,True,61,4,59,5,True,True,True
273,Imagination,2CkhxuagMCG9uvlbKm5G3m,Q142904,139019,1083676,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
274,The Beautiful South,4fomCZiFUMX73KJ0YQ0V90,Q1757677,498337,1074612,strict,UK026F,Hull,True,True,True,1,0,1,0,True,False,True
278,IDLES,75mafsNqNE1WSEVxIKuY5C,Q39070668,893225,1060008,strict,UK011F,Bristol,True,True,True,0,0,0,0,False,False,False
280,Mis-Teeq,6csA2rxNLkQJXeEa7lyGXn,Q1303048,147133,1053166,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
281,UFO,2Omy3P5hFZym7FKum1JA1s,Q251657,669681,1051240,strict,UK001F,London,True,True,True,26,9,19,14,True,True,True
282,White Lies,6ssXMmc5EOUrauZxirM910,Q1331605,560678,1046821,strict,UK001F,London,True,True,True,7,0,7,3,True,False,True
283,The Vaccines,0Ak6DLKHtpR6TEEnmcorKA,Q1458872,807443,1042137,strict,UK001F,London,True,True,True,40,0,40,22,True,False,True
284,Modern English,0fYPQBOx0vsRMmjUba9HgF,Q1691644,242915,1039829,strict,UK546F,Colchester,True,True,True,10,0,10,0,True,False,True
285,The Lightning Seeds,67YNiSqhrx1P8oPvIIvbP5,Q1973228,189073,1037603,strict,UK006F,Liverpool,True,True,True,33,6,27,4,True,True,True
287,Squeeze,6Jrj26oAY96EEC2lqC6fua,Q591279,369318,1034511,strict,UK001F,London,True,True,True,23,1,22,9,True,True,True
288,ABC,2s79xe5F6eUQkjwjww27Fh,Q287078,431631,1028147,strict,UK010F,Sheffield,True,True,True,12,2,10,2,True,True,True
289,Ace,6QNkSI0c63lCTNXpHDBiqP,Q339889,40060,1026309,strict,UK010F,Sheffield,True,True,True,1,1,0,0,True,True,False
290,Busted,3Z6IRCo7umuk8K2XQy0ZDj,Q826185,307292,1009124,strict,UK001F,London,True,True,True,43,1,43,25,True,True,True
291,Girls Aloud,12EtLdLfJ41vUOoVzPZIUy,Q205473,552875,996906,strict,UK001F,London,True,True,True,34,0,34,20,True,False,True
292,Bear's Den,0nJaMZM8paoA5HEUTUXPqi,Q18357134,345964,996827,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
293,Noah And The Whale,0aeLcja6hKzb7Uz2ou7ulP,Q1811037,469876,995813,strict,UK001F,London,True,True,True,17,0,17,8,True,False,True
294,Sisters of Mercy,4HxBVyHaUa60eCSsJWxwWR,Q751814,771147,994856,strict,UK003F,Leeds,True,False,True,14,0,14,0,True,False,True
296,The Jesus and Mary Chain,4rjlerN21ygkIhmUv55irs,Q1126301,578109,975001,strict,UK004F,Glasgow,True,True,True,12,4,9,3,True,True,True
297,Bombay Bicycle Club,3pTE9iaJTkWns3mxpNQlJV,Q891829,881071,970928,strict,UK001F,London,True,True,True,38,0,38,23,True,False,True
298,You Me At Six,1kNQXvepPjaPgUfeDAF2h6,Q1512507,698799,967721,strict,UK001F,London,True,True,True,29,0,29,15,True,False,True
300,Go West,7bKupnlF7XOfR1En3K8oAL,Q1533399,281420,925778,strict,UK001F,London,True,True,True,20,1,19,11,True,True,True
301,Traffic,1CD77o9fbdyQFrHnUPUEsF,Q1048439,664568,924163,strict,UK002F,Birmingham,True,True,True,39,3,38,2,True,True,True
302,Cornershop,3Kf7VEIRWquxrNIuyJZnfF,Q1134101,85161,920853,strict,UK014F,Leicester,True,True,True,2,1,1,0,True,True,True
303,Hot Chip,37uLId6Z5ZXCx19vuruvv5,Q877512,723814,912686,strict,UK001F,London,True,True,True,25,0,25,12,True,False,True
304,The Libertines,4fSPtBgFPZzygkY6MehwQ7,Q214350,943427,911120,strict,UK001F,London,True,True,True,10,1,10,5,True,True,True
305,Heatwave,6D7h7R79IZjqJC2GM2wzyY,Q1592619,515706,907968,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
306,Manic Street Preachers,2uH0RyPcX7fnCcT90HFDQX,Q217025,751312,893282,strict,UK009F,Cardiff,True,True,True,40,0,40,1,True,False,True
307,Elbow,0TJB3EE2efClsYIDQ8V2Jk,Q665798,578182,891884,strict,UK008F,Manchester,True,True,True,7,4,3,0,True,True,True
309,The Troggs,57xdnSVt4ahJCIXYLieQ25,Q943253,337104,883780,strict,UK520F,Southampton,True,True,True,17,0,17,0,True,False,True
311,Orbital,3csPCeXsj2wezyvkRFzvmV,Q515942,416016,874037,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
312,Goldfrapp,5BKsn7SCN2XmbF7apdCpRS,Q606250,618403,864148,strict,UK001F,London,True,False,True,15,0,15,9,True,False,True
314,Crystal Fighters,75EZuo5MHV2572NRpMWotC,Q526130,356161,846287,strict,UK001F,London,True,True,True,26,0,26,14,True,False,True
315,Herman's Hermits,48YxSlb23RAaCd4RyHcV9V,Q693597,542791,843685,strict,UK008F,Manchester,True,True,True,40,0,40,3,True,False,True
317,Floetry,0un6YenPxWZ2VW4aFGMupM,Q3937955,827023,834779,strict,UK001F,London,True,True,True,34,0,34,20,True,False,True
318,Average White Band,3tx8fyu3c4OBP5nejYtUOb,Q583556,473616,830950,strict,UK550F,Dundee City,True,True,True,26,0,26,0,True,False,True
320,Del Amitri,2Q4FnG5T6NTUcAAZwuMV5K,Q1183784,117032,827530,strict,UK004F,Glasgow,True,True,True,20,1,19,2,True,True,True
321,Courteeners,1NfJU4hy56Z4UM4iyIa1B2,Q1352997,366021,819255,strict,UK008F,Manchester,True,True,True,34,0,34,2,True,False,True
323,Climie Fisher,3bpvhFSIErguVNQUiutctF,Q1101485,91736,814321,strict,UK001F,London,True,True,True,40,0,40,19,True,False,True
324,Kokoroko,3u9rbdcmA6CxjxOAkjaeFr,Q104870323,405946,813289,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
325,Bauhaus,5N5tQ9Dx1h8Od7aRmGj7Fi,Q180582,1137691,808555,strict,UK528F,Northampton,True,True,True,14,2,14,2,True,True,True
327,Steps,17UkABEasVRlCcIFZ3wHb7,Q1457831,446647,796161,strict,UK001F,London,True,True,True,2,0,2,1,True,False,True
328,Klaxons,2qlAMLpUyBjZgnzuFXXZXI,Q840882,327144,791164,strict,UK001F,London,True,True,True,39,0,39,21,True,False,True
329,Ultrabeat,596ByjVYnslGJIHxEBGjF8,Q4356488,60158,767735,strict,UK006F,Liverpool,True,True,True,2,1,2,1,True,True,True
330,Enter Shikari,31jvzuB4ikftPQZJwrYfCF,Q912581,522047,764839,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
331,M People,3lcbKPLl0ci2mKRdcP5Etf,Q1882185,281163,762770,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
332,IAMX,223iUzG0kb5V166FJP9ovD,Q1990235,246831,750077,strict,UK001F,London,True,False,True,0,0,0,0,False,False,False
334,While She Sleeps,38LdIuxB548zgHoEY2AN7a,Q2543938,528146,740851,strict,UK010F,Sheffield,True,True,True,0,0,0,0,False,False,False
335,The Dream Academy,1JVoO5bwfU8GNuAZLpBoHe,Q2002188,81792,735488,strict,UK001F,London,True,True,True,29,0,29,14,True,False,True
336,Suede,6PHIK3kjWggLtVygsOtpqS,Q826255,569692,713390,strict,UK001F,London,True,True,True,42,1,41,23,True,True,True
337,Circa Waves,6hl5k4gLl1p3sjhHcb57t2,Q18205953,319278,708315,strict,UK006F,Liverpool,True,True,True,2,0,2,0,True,False,True
338,The Coral,6OiHleP2bHM18dXq4aZQWt,Q1777045,287640,707737,strict,UK006F,Liverpool,True,True,True,1,0,1,1,True,False,True
339,XTC,2qT62DYO8Ajb276vUJmvhz,Q1413926,391755,705276,strict,UK535F,Swindon,True,True,True,45,0,45,0,True,False,True
340,Audio Bullys,5kwHgbzNHq1iHkUSrAmjjQ,Q758846,83213,701846,strict,UK001F,London,True,True,True,8,0,8,5,True,False,True
341,The Saturdays,15qI5w4XJFLRMwOp2VrlD5,Q756220,736766,701836,strict,UK001F,London,True,True,True,34,0,34,20,True,False,True
344,Feeder,0ZZr6Y49NZWRJc0uCwqpMR,Q1049555,262471,679131,strict,UK558F,Newport,True,True,True,10,1,9,0,True,True,True
347,Uriah Heep,45O9BwPMyywM755SYUK0sP,Q108666,860808,659174,strict,UK001F,London,True,True,True,56,8,53,29,True,True,True
348,The Longest Johns,5k979N1TnPncUyqlXlaRSv,Q104759060,272973,653167,strict,UK011F,Bristol,True,True,True,0,0,0,0,False,False,False
349,Happy Mondays,339DNkQkuhHKEcHw6oK8f0,Q1141495,462546,652616,strict,UK008F,Manchester,True,True,True,9,1,8,6,True,True,True
352,Buzzcocks,2DxlS3lTLFIq70S7ap5H3y,Q939329,490422,638182,strict,UK008F,Manchester,True,True,True,9,2,7,2,True,True,True
354,Ladytron,0ucLPotcQNI7AViFytdhBz,Q831841,333134,637497,strict,UK006F,Liverpool,True,True,True,0,0,0,0,False,False,False
357,The Style Council,3loflELg7MzgrOyNqERolN,Q676522,368853,626814,strict,UK001F,London,True,True,True,41,3,39,21,True,True,True
358,Big Country,1h8YIw9HLr6E8gdXVDRbVJ,Q858738,271022,622663,reviewed_extended,UK007F,Edinburgh,True,True,True,19,2,17,1,True,True,True
359,New Hope Club,2WuKU0SYZOQyY3MmE4vtez,Q28677824,986109,617401,strict,UK008F,Manchester,True,True,True,1,0,1,0,True,False,True
361,Deacon Blue,5jqKIZLB5WA5KquEihB3ND,Q1180767,256096,612759,strict,UK004F,Glasgow,True,True,True,56,0,56,4,True,False,True
362,Slade,10n5lhNDoSMUHWLlnST1yw,Q156872,473230,612385,strict,UK002F,Birmingham,True,True,True,70,0,70,7,True,False,True
363,Freemasons,49H2dQUNhIlso7VNkS8nFR,Q1453598,65062,607845,strict,UK515F,Brighton and Hove,True,True,True,0,0,0,0,False,False,False
364,Ocean Colour Scene,5vIOGcdmx1eIkq3ZtuS12U,Q1332158,454701,606956,strict,UK002F,Birmingham,True,True,True,8,1,7,2,True,True,True
368,Them,5BaHqGtf6UAZnHfqdPaTDA,Q1338638,155177,598923,strict,UK012F,Belfast,True,True,True,18,0,18,0,True,False,True
369,UNKLE,2nszamLjZFgu3Yx77mKxuC,Q2032426,420500,596520,strict,UK001F,London,True,True,True,2,2,0,0,True,True,False
371,JLS,5xi3SZpllRPAkoPVbjB6nc,Q1165439,520107,591899,strict,UK001F,London,True,True,True,39,0,39,20,True,False,True
372,DON BROCO,1aOt6LvXOV6I8dv1A5Diia,Q5292322,285868,584790,strict,UK549F,Bedford,True,True,True,0,0,0,0,False,False,False
373,Steve Harley & Cockney Rebel,6EL5GD53kaaVgJCHgdtdLz,Q1431236,66094,584745,strict,UK001F,London,True,True,True,11,1,10,5,True,True,True
374,Sweet Female Attitude,1054JdBVMCPm9VpvkUcOYX,Q1377724,31030,582178,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
375,The Fixx,53RkHTcl0SJZjpzqogkBf4,Q1460975,284550,569663,strict,UK001F,London,True,True,True,6,0,6,3,True,False,True
376,N-Dubz,52Syw7gkGRePCAYvEY2X9D,Q1140107,307419,569050,strict,UK001F,London,True,True,True,34,0,34,20,True,False,True
377,Aztec Camera,7sbwBqdkynNUDgiWU3TQ5J,Q794148,155418,568826,strict,UK004F,Glasgow,True,True,True,29,1,29,1,True,True,True
379,The Undertones,2WRStKp4ihGVUzlzWfv1Qt,Q1501348,274928,562915,strict,UK586F,Derry & Strabane Local Government District,True,True,True,6,0,6,0,True,False,True
382,Marmalade,1tttI1iC4FsS6BM5l38oe5,Q1281029,89242,545335,strict,UK004F,Glasgow,True,False,True,50,0,50,2,True,False,True
384,The Yardbirds,2lxX1ivRYp26soIavdG9bX,Q192725,1006505,543254,strict,UK001F,London,True,True,True,45,3,42,26,True,True,True
385,Stereolab,3Rj0tDHoX7C5NFq5DKIpHt,Q334652,428315,542759,strict,UK001F,London,True,True,True,18,0,18,7,True,False,True
386,The Staves,5G49Sq5mMzAkGL4ZP6eVPY,Q7766423,235928,540680,strict,UK001F,London,True,True,True,26,0,26,14,True,False,True
387,Killing Joke,0Zy4ncr8h1jd7Nzr9946fD,Q250421,397648,538563,strict,UK001F,London,True,True,True,40,3,38,24,True,True,True
388,Doves,0LVrQUinPUBFvVD5pLqmWY,Q126128,299777,533297,strict,UK008F,Manchester,True,True,True,3,0,3,0,True,False,True
390,Blind Faith,5GUVj2b1lJ4DolQyHlzyaO,Q548656,474336,529325,strict,UK033F,Guildford,True,True,True,77,5,76,1,True,True,True
392,Porcupine Tree,5NXHXK6hOCotCF8lvGM1I0,Q213923,808818,514183,strict,UK556F,Dacorum,True,True,True,27,1,26,0,True,True,True
393,Hard-Fi,14Gi3Uph96lpNB3utkoVAD,Q1123510,200592,508027,strict,UK001F,London,True,True,True,26,0,26,14,True,False,True
394,Los Campesinos!,6FlOCziOXI157pvUREAh3E,Q1856023,209086,507510,strict,UK009F,Cardiff,True,True,True,2,0,2,0,True,False,True
395,The Hunna,7jZycSvTyx0W9poD4PjEIG,Q27792569,268983,506302,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
397,Swing Out Sister,4phr5rAgWhcZtWJu8w8lKv,Q955863,183037,502370,strict,UK008F,Manchester,True,True,True,18,1,17,4,True,True,True
398,Bay City Rollers,3r9TXuXfOUxXjgYgAR0fP8,Q812073,225644,499865,strict,UK007F,Edinburgh,True,True,True,41,2,39,1,True,True,True
400,Bury Tomorrow,6BD4lgmnh4vy6kkCaZRDWt,Q1017202,357588,497979,strict,UK520F,Southampton,True,True,True,5,0,5,0,True,False,True
401,Olive,0r2TmTSwK6XAhAxNxTDOb4,Q2019953,31488,491693,strict,UK001F,London,True,True,True,11,1,10,4,True,True,True
404,The English Beat,1eVEVL20zNLcGrPDOR691N,Q2165980,170891,483379,strict,UK002F,Birmingham,True,False,True,0,0,0,0,False,False,False
407,Gang Of Four,3AmWjMXXtBJOmNGpUFSOAl,Q1130624,292732,469462,strict,UK003F,Leeds,True,True,True,60,1,59,1,True,True,True
408,The Subways,4BntNFyiN3VGG4hhRRZt9d,Q1470472,220739,467832,strict,UK001F,London,True,True,True,7,0,7,0,True,False,True
409,The Big Push,4AOiNpcmfXTiWDB3uFszgn,Q135854861,233766,466052,strict,UK515F,Brighton and Hove,True,True,True,0,0,0,0,False,False,False
412,Saxon,71vVmHeNgCVSa5SVmfvscU,Q504090,685716,460256,strict,UK010F,Sheffield,True,True,True,13,2,12,1,True,True,True
413,The Damned,6VeL8VhaMjHTPc5uovFl3h,Q940536,442692,459791,strict,UK001F,London,True,True,True,22,5,17,12,True,True,True
414,Eternal,7zYGAXxAaq15C9eM29M8Fj,Q540500,128019,453940,strict,UK001F,London,True,True,True,10,0,10,5,True,False,True
416,Bleed From Within,5ZvwJikDgdP1PFU4PkAPVG,Q883441,289069,451660,strict,UK004F,Glasgow,True,True,True,4,1,3,0,True,True,True
417,X-Press 2,1mlZXof4sEGLFspPzlQdFL,Q8041505,21792,450693,strict,UK001F,London,True,True,True,1,0,1,1,True,False,True
418,Band Of Skulls,4ddt8PPvmWrI9mJQy1VrIG,Q2413479,272436,446823,strict,UK520F,Southampton,True,True,True,11,0,11,0,True,False,True
419,The Hoosiers,4LlDtNr8qFwhrT8eL2wzH4,Q634158,219418,438135,strict,UK573F,Bracknell Forest,True,True,True,10,0,10,0,True,False,True
421,East 17,6lOC7lwSO1ql4Gc2Y3QObY,Q1277715,135562,434704,strict,UK001F,London,True,True,True,11,0,11,7,True,False,True
423,SOFT PLAY,3xByNj8XW17oW0wsJhgzYL,Q19604547,288282,433170,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
424,Small Faces,1YqGsKpdixxSVgpfaL2AEQ,Q222628,358793,431362,strict,UK001F,London,True,True,True,38,3,38,20,True,True,True
427,Yard Act,2h3ooJn8m8X8cL2g1BZ1Rd,Q110269845,155450,416371,strict,UK003F,Leeds,True,True,True,0,0,0,0,False,False,False
428,The Herbaliser,1O7aMVbDeSXY2LiVBhb13w,Q2499301,165562,415029,strict,UK001F,London,True,True,True,6,1,5,3,True,True,True
429,Apollo 440,37f9cjf8Ic4t7vYNRYAzI7,Q619067,160231,414420,strict,UK006F,Liverpool,True,True,True,31,0,31,1,True,False,True
430,Anathema,0ZXKT0FCsLWkSLCjoBJgBX,Q487396,447557,413525,strict,UK006F,Liverpool,True,True,True,2,2,1,1,True,True,True
432,Embrace,74K7bX12L8GBAWvPuyIgJ7,Q1335100,181930,411812,strict,UK003F,Leeds,True,True,True,1,0,1,0,True,False,True
433,Maximo Park,048FBwXjFYBWxSggPDipic,Q833332,259584,411159,strict,UK013F,Newcastle,True,True,True,3,0,3,0,True,False,True
435,Boston Manor,4WjeQi9wm84lYTIWZ95QoM,Q48700689,192021,410364,strict,UK553F,Blackpool,True,True,True,0,0,0,0,False,False,False
436,The Farm,3lN1TG4RIoaJCff6Ck9KUR,Q1428876,76908,408875,strict,UK006F,Liverpool,True,True,True,6,0,6,0,True,False,True
437,Superorganism,0Wkm45quqfx3NepJpXDvwE,Q47137654,263802,402523,strict,UK001F,London,True,True,True,7,0,7,2,True,False,True
439,Incognito,5moJNCJeiNwuQAhDLJXULs,Q615207,231010,401799,strict,UK001F,London,True,True,True,4,2,2,3,True,True,True
441,Racey,1W4SfNO5hb1tdX0wQ87zxl,Q922363,50878,401016,strict,UK011F,Bristol,True,True,True,0,0,0,0,False,False,False
443,Young Fathers,5mZC7ndY6oGMxJentRwsuV,Q8058113,272197,397759,strict,UK007F,Edinburgh,True,True,True,5,0,5,0,True,False,True
444,Public Image Ltd.,70MMkLXtue3Edj3RJhJkYp,Q845265,359205,397001,strict,UK001F,London,True,True,True,44,10,35,23,True,True,True
445,The Maccabees,0vW8z9pZMGCcRtGPGtyqiB,Q174627,379450,394513,strict,UK001F,London,True,True,True,7,0,7,3,True,False,True
446,Pale Waves,0wOej91SVqB1zcYkW6xUtA,Q45964015,387390,390813,strict,UK008F,Manchester,True,True,True,9,0,9,1,True,False,True
447,Leftfield,72hqBMsw7x5jnfxxwkii8L,Q277479,258734,390024,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
448,Kula Shaker,6bGcpvHbRHg8s0wiNyIZK1,Q611878,266533,387963,strict,UK001F,London,True,True,True,40,0,40,22,True,False,True
449,The Durutti Column,7fh7bwX9qV60tLxxsp9bTe,Q1724658,141887,384367,strict,UK008F,Manchester,True,True,True,8,0,8,5,True,False,True
451,Lush,3ysp8GwsheDcBxP9q65lBg,Q1668512,315449,382347,strict,UK001F,London,True,True,True,12,2,10,5,True,True,True
