popularity_rank,band_name,spotify_id,wikidata_qid,followers,monthly_listeners,mapping_tier,fua_code,study_city_label,mapped_fua,musicbrainz_covered,wikidata_label_covered,network_degree,member_degree,label_degree,internal_degree,connected,member_connected,label_connected
762,KOAN Sound,1NCLweIUpq8knzemBwAwoo,Q6334752,121601,88384,strict,UK011F,Bristol,True,True,True,0,0,0,0,False,False,False
763,TTNG,5TUa95aB5Vu2CzwCnZd6t0,Q3990545,131854,88106,strict,UK560F,Oxford,True,False,True,0,0,0,0,False,False,False
764,The Slow Show,696uMzB97pg2uqfzmK3MvO,Q27058585,43986,87963,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
768,Swim Deep,2XddLUPFBmTonCFy8uB3uc,Q15052678,86828,86770,strict,UK002F,Birmingham,True,True,True,0,0,0,0,False,False,False
769,Glasvegas,478peoEkoKPsTgRiVzkvPl,Q740692,64525,86543,strict,UK004F,Glasgow,True,True,True,45,0,45,3,True,False,True
770,Gun,1dip2dCkBIylIFyDfZQfFu,Q462960,42357,85826,strict,UK004F,Glasgow,True,True,True,16,2,15,2,True,True,True
772,Jockstrap,6S3Z6Me30mtdm526H17v8k,Q96384484,114087,85520,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
773,The Rumble Strips,2LrQtNcBWufq2AjaM6swf7,Q7761824,17312,85506,strict,UK516F,Plymouth,True,True,True,38,0,38,0,True,False,True
775,Magnetic Man,40ttEBZPhAHbXH6aUg4GkL,Q1884353,58622,83637,strict,UK001F,London,True,True,True,40,0,40,22,True,False,True
776,Oi Va Voi,1AzrlUnOS6dhH0iMV86ctS,Q1747594,64804,83446,strict,UK001F,London,True,True,True,3,0,3,2,True,False,True
779,Let's Eat Grandma,4qNZw759AdHSMugyDMrIlF,Q24901294,113814,81221,strict,UK566F,Norwich,True,True,True,2,0,2,0,True,False,True
780,Babe Ruth,0U04xAocTetRnA7v3TYQ2i,Q797616,26531,80353,strict,UK001F,London,True,True,True,6,2,4,3,True,True,True
782,65daysofstatic,6DVVsQAnpHdJjb1nYuOQ6g,Q254285,147863,79997,strict,UK010F,Sheffield,True,True,True,0,0,0,0,False,False,False
783,Arab Strap,6g8Jqb5JMfv92eB2r0awTN,Q2632762,87017,79984,strict,UK551F,Falkirk,True,True,True,2,0,2,0,True,False,True
785,Mallory Knox,7bHTSvk96ULRLZPZr1SoCZ,Q15044899,81280,79587,strict,UK017F,Cambridge,True,True,True,0,0,0,0,False,False,False
786,Alien Sex Fiend,6WVnBgqJfj9Iw9gpBed9fJ,Q1541561,163266,79219,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
787,Geordie,0IzJYdxaNLwrC7diSCu0iY,Q499366,31989,79034,strict,UK013F,Newcastle,True,True,True,2,0,2,0,True,False,True
790,Discharge,5SRhOM75OnwuXH8BmCxD5a,Q1228418,153668,77256,strict,UK027F,Stoke-on-Trent,True,True,True,9,2,7,1,True,True,True
793,LFO,2M0T4a1pkOC5nifN9W6e9e,Q1798055,57583,76989,strict,UK003F,Leeds,True,True,True,3,0,3,0,True,False,True
794,Fightstar,3CI0BdDDxe6D21RmqTB5fn,Q1357682,84003,76830,strict,UK001F,London,True,True,True,41,1,41,25,True,True,True
797,Wizzard,7823Dim2TzjiQQ9wRQxyi9,Q426015,54270,75390,strict,UK002F,Birmingham,True,True,True,58,2,56,5,True,True,True
800,999,14IKysoZ0qyGRsIiTk1Ase,Q277297,57492,74540,strict,UK001F,London,True,True,True,8,0,8,1,True,False,True
802,Nitzer Ebb,7EnAgffrVyerTWH628TJ6f,Q580943,106978,73454,strict,UK001F,London,True,True,True,7,0,7,4,True,False,True
803,Fields Of The Nephilim,3m8KqUjgKDwmJ9L9uBHMMs,Q378948,150339,73403,strict,UK021F,Stevenage,True,True,True,38,0,38,0,True,False,True
805,Spector,34nBPbcVc9F9eizQC4a5aT,Q7575150,52673,73172,strict,UK001F,London,True,True,True,7,0,7,3,True,False,True
806,Red Box,4TvQ6wnXv3aDNv29JH6App,Q2135903,8971,72793,strict,UK001F,London,True,True,True,29,0,29,14,True,False,True
814,Nine Black Alps,5fLbJGzlYux3GBwTifMMvR,Q1141817,20771,69153,strict,UK008F,Manchester,True,True,True,38,0,38,1,True,False,True
815,Delta 5,2qe52cWdi4IRtgg14CLInb,Q5254556,43118,68871,strict,UK003F,Leeds,True,True,True,10,0,10,0,True,False,True
817,Gene,5Rsu72e1qrjIUtxH6Zmy9K,Q3100438,46149,68357,strict,UK001F,London,True,True,True,34,0,34,20,True,False,True
818,The Magic Gang,52pNByiBWx6SVMMqqcCA74,Q123560878,82851,68131,strict,UK515F,Brighton and Hove,True,True,True,0,0,0,0,False,False,False
821,B-Movie,7zUgfhtNGSNLMl2ydFse4S,Q795108,18419,67864,strict,UK046F,Mansfield,True,True,True,12,0,12,0,True,False,True
823,Stornoway,1UzKSuyOqKgUupcNNEtnF1,Q956521,54281,67498,strict,UK560F,Oxford,True,True,True,17,0,17,1,True,False,True
824,Fat White Family,5ztBFCBEL7OtjdAt98RnD4,Q22312871,101328,66984,strict,UK001F,London,True,True,True,3,0,3,2,True,False,True
825,Steeleye Span,4OrrjMGltjy6ojX6034f8u,Q1413921,64810,66623,strict,UK001F,London,True,True,True,20,1,19,11,True,True,True
826,Shampoo,3wChfsJPsUnjVHXc79wRN1,Q1352141,18368,66590,strict,UK001F,London,True,True,True,2,0,2,1,True,False,True
828,Monarchy,4YXRO4slasYnty9nb73LrO,Q6898056,28175,66523,strict,UK001F,London,True,True,True,1,0,1,1,True,False,True
830,Blazin' Squad,5dEFm1RwaTSXpQSpzpYKF2,Q444431,28124,65260,strict,UK001F,London,True,True,True,6,0,6,3,True,False,True
835,Cockney Rejects,4EfSXeVFbCEYIde3E9k4wr,Q973104,81884,63708,strict,UK001F,London,True,True,True,30,1,30,14,True,True,True
837,Tones On Tail,5aBEGOeWQCJfptic9xyaAb,Q2654513,80787,63031,strict,UK528F,Northampton,True,True,True,14,2,14,2,True,True,True
838,Psychic TV,3oi0s3WIuxBU5oh87n7za2,Q2115954,88107,62944,strict,UK001F,London,True,True,True,6,4,4,2,True,True,True
842,Orange Goblin,3nutnJ57QnbWEdCWn2EyWo,Q1671193,153342,61406,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
843,Pentangle,55wOEGTc3QKwBJ9gntcOxT,Q1427551,69361,61364,strict,UK001F,London,True,True,True,35,0,35,18,True,False,True
844,Yuck,6l3BRLCpzfC8yxqf9thWAg,Q2683245,103291,61077,strict,UK001F,London,True,True,True,20,0,20,10,True,False,True
845,The Move,2BLpGstUHxDc6vHfBEiaXm,Q1133828,76938,60997,strict,UK002F,Birmingham,True,True,True,12,3,9,3,True,True,True
846,Coil,37KB5e6cGsN1AQAB9Omm1U,Q1107195,118774,60925,strict,UK001F,London,True,True,True,8,5,4,3,True,True,True
847,DJ Food,4NZM5xKuDpGc4vEHDwGO1Q,Q3011302,53172,60881,strict,UK001F,London,True,True,True,5,0,5,2,True,False,True
848,Carter The Unstoppable Sex Machine,5RFBPz01PqvSQ1QhEgaxOp,Q251289,51170,60865,strict,UK001F,London,True,True,True,10,0,10,5,True,False,True
850,Anaal Nathrakh,7vrrJ5YlL3I8XUrh1ktGJV,Q483140,127543,60506,strict,UK002F,Birmingham,True,True,True,8,0,8,1,True,False,True
852,Wolf Gang,6EkvDqOOEX08BotcQppKoD,Q1332142,60865,59456,strict,UK001F,London,True,True,True,2,1,1,2,True,True,True
858,Gallows,0LpwbxbT8dPiqUnul4ngzu,Q1492599,78412,56900,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
859,Demon,7tI1ZOOgocYZT2O5M8iBz8,Q1186426,32960,56564,strict,UK027F,Stoke-on-Trent,True,True,True,2,2,0,1,True,True,False
861,Benediction,1Lx9Dy5gi2OLlJBBs7GYO7,Q250319,106195,56352,strict,UK002F,Birmingham,True,True,True,6,1,5,0,True,True,True
862,Antimatter,2k4duorvZ5lTq33ljpT0sc,Q577837,97021,56130,strict,UK006F,Liverpool,True,True,True,1,1,0,1,True,True,False
863,Jack Beats,5dUIQXIt7WeBKpETFZyTFW,Q7205605,33729,56114,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
864,Throbbing Gristle,1UYhxPY1oqFUg1HfF8nV3k,Q1165655,131943,56065,strict,UK026F,Hull,True,True,True,3,2,1,0,True,True,True
865,Godflesh,5A4ebXQf38xWIq0xSWLhsS,Q1533787,105031,55777,strict,UK002F,Birmingham,True,True,True,8,1,7,1,True,True,True
867,The Colourfield,06Rbwc8jaQ1d5fDPZiasE0,Q7726877,28746,55168,strict,UK025F,Coventry,True,True,True,19,1,19,1,True,True,True
870,Swervedriver,0Sd7X8SxWV0AyDLbvd4uEu,Q924292,81061,54373,strict,UK560F,Oxford,True,True,True,9,0,9,1,True,False,True
872,The Whip,4M2H1fDQR5ygAi7MMOVxAA,Q1078032,29678,54058,strict,UK008F,Manchester,True,True,True,4,0,4,0,True,False,True
873,Skeletal Family,78OgxRnIdBCdFBmKhP2Fz2,Q1137836,77225,53859,strict,UK003F,Leeds,True,True,True,1,0,1,1,True,False,True
874,Terrorvision,3jNwnthjUjHYvjyvRGfWuQ,Q4992961,36238,53778,strict,UK003F,Leeds,True,True,True,30,0,30,1,True,False,True
877,Anavae,0JseT2AZzVMKsBlrAywFcO,Q4752397,29336,52164,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
879,Mclusky,3xA9AB0f4BVjsSlyQc12iE,Q1761282,50828,51917,strict,UK009F,Cardiff,True,True,True,1,0,1,0,True,False,True
883,Empathy Test,4WM2JNPCcZ7f6M72C0bTyM,Q63203779,38799,51330,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
884,Goldie Lookin Chain,0pobPzcYFoVSprUnwY2Bio,Q4039563,37598,51269,strict,UK558F,Newport,True,True,True,26,0,26,0,True,False,True
885,Black Tongue,5vTCEZ15eybRnoqUAra4Ys,Q19689005,96043,50504,strict,UK026F,Hull,True,True,True,0,0,0,0,False,False,False
889,Flesh For Lulu,6ahlwhwCBtwhSeDO5vYMh5,Q5458717,33594,49698,strict,UK001F,London,True,True,True,35,1,34,20,True,True,True
892,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,Q752170,154738,48618,strict,UK008F,Manchester,True,True,True,21,0,21,3,True,False,True
895,Angel Witch,6L48AOtGmQL1ELLoKML7cS,Q531934,107188,48153,strict,UK001F,London,True,True,True,12,1,11,5,True,True,True
897,Osibisa,12X85dtebfc7JTZ8iMBT2o,Q1890473,47531,47843,strict,UK001F,London,True,True,True,4,0,4,4,True,False,True
902,The Vibrators,0DkpQq8B7ZAKebZEjlzVmd,Q1754027,75847,46560,strict,UK001F,London,True,True,True,36,1,36,19,True,True,True
906,Ímar,0BdsizQXvwb1BPeEKqfuVs,Q97587415,15182,45827,strict,UK004F,Glasgow,True,True,True,0,0,0,0,False,False,False
907,Conan,11tiA94VlUZOUTVCdQYw3a,Q19872238,82354,45815,strict,UK006F,Liverpool,True,True,True,0,0,0,0,False,False,False
908,The Wedding Present,4tyCvqG48h4LdcbFfWBjR9,Q4372,65575,45749,strict,UK003F,Leeds,True,True,True,38,0,38,0,True,False,True
909,The Big Pink,4xM0Rz2FbjZevoVLVJUgEQ,Q1668695,39674,45735,strict,UK001F,London,True,True,True,10,0,10,4,True,False,True
910,Cabaret Voltaire,2kS4yz85MaZlxp2VaS3BEe,Q1024747,118625,45473,strict,UK010F,Sheffield,True,False,True,54,0,54,1,True,False,True
916,Pitchshifter,10aXVE8RSUCeMzaFvBnZ2i,Q2005871,48946,43987,strict,UK029F,Nottingham,True,True,True,7,0,7,0,True,False,True
920,Lanterns on the Lake,7sx3r4lMo079vO7lIi0fng,Q14158905,38093,43202,strict,UK013F,Newcastle,True,True,True,0,0,0,0,False,False,False
921,The Crazy World Of Arthur Brown,2LpdhgwN0mYKMjnzrBQU8H,Q377770,16217,43146,strict,UK001F,London,True,True,True,28,2,26,15,True,True,True
923,Alisha's Attic,43lLY3aEg3yQz8sYhyvdn5,Q6601851,19496,42752,strict,UK001F,London,True,True,True,18,0,18,8,True,False,True
924,A Certain Ratio,2vygNfdnPBXah21ZrqhxYk,Q300348,46261,42710,strict,UK008F,Manchester,True,True,True,18,2,17,7,True,True,True
925,The Rifles,3Sr1muUE6DYihFufoHpnfc,Q493700,74510,42702,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
927,Young Marble Giants,0tQ2Q4y9iUkKszxXyB14ZH,Q2164036,62664,42598,strict,UK009F,Cardiff,True,True,True,17,0,17,0,True,False,True
928,Cathedral,5O7ziOtiFUyRMBJN1J4Tpv,Q1050878,96540,42528,strict,UK025F,Coventry,True,True,True,51,1,50,1,True,True,True
929,The Arrows,4tqcqE9n9vHWbIT8ryEA1v,Q702998,7187,42469,strict,UK001F,London,True,False,True,5,0,5,4,True,False,True
931,Onslaught,71lhIVHJ24x9hEcwFSWuOf,Q1417965,106888,41973,strict,UK011F,Bristol,True,True,True,11,0,11,0,True,False,True
932,The Associates,7GsdZ6T45uXudJ8Wsko9sB,Q743137,50912,41622,strict,UK550F,Dundee City,True,True,True,7,1,7,1,True,True,True
934,Rolo Tomassi,3uHCTHxtg3IVAvhyrYsZvI,Q7361393,78649,41494,strict,UK010F,Sheffield,True,True,True,1,0,1,0,True,False,True
935,Lonely The Brave,7Ks1xbMXEQjy9aQObTJdId,Q20127907,47704,40908,strict,UK017F,Cambridge,True,True,True,1,0,1,0,True,False,True
939,Mekons,1Ag6UM6dow2OH9V06mxzV5,Q1529069,27778,40549,strict,UK003F,Leeds,True,False,True,15,0,15,0,True,False,True
940,bis,2CLWZP9ZwueC8Yx9ORbxlW,Q471241,13258,40316,strict,UK004F,Glasgow,True,True,True,3,0,3,1,True,False,True
941,Morning Runner,3UvsX37JzJrmhTea2t3Wei,Q1948294,8121,40259,strict,UK552F,Reading,True,True,True,16,0,16,0,True,False,True
944,Plump DJs,1daC6WKGAm52YZbL5G7zYg,Q6317600,39640,39025,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
945,The Rakes,7mDQwcnDUGuSoggxbUtVc1,Q1762436,55169,38909,strict,UK001F,London,True,True,True,4,1,3,3,True,True,True
946,Red Lorry Yellow Lorry,6ixeWfTvnU1VOVPEVP5Bcq,Q1575233,51142,38041,strict,UK003F,Leeds,True,True,True,7,1,6,2,True,True,True
948,Slow Club,75Kh0eqgzo9f43Dan1JzSV,Q1688137,57600,37665,strict,UK010F,Sheffield,True,True,True,3,0,3,0,True,False,True
950,Angelic Upstarts,5z96yaS2s1USscDldCCDgw,Q521396,52277,37083,strict,UK013F,Newcastle,True,True,True,56,1,56,0,True,True,True
951,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,1F7QDWyZTLGzkyGLgFjEhU,Q93962241,72472,37035,strict,UK013F,Newcastle,True,True,True,0,0,0,0,False,False,False
952,Savages,1WFsBUAgQmrGQQEUyFKS60,Q5404233,130669,36562,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
955,Peter and the Test Tube Babies,2mHQfi32bOrYcD42cazcmh,Q2000167,46920,35963,strict,UK515F,Brighton and Hove,True,True,True,2,1,1,0,True,True,True
956,Puressence,1cFIgop2t8jZzlM7TVePLY,Q3410949,14385,35668,strict,UK008F,Manchester,True,True,True,38,0,38,1,True,False,True
959,[spunge],6vxyuUNiILvDzBfLxgu0KT,Q3494280,21846,35282,strict,UK571F,Cheltenham,True,True,True,0,0,0,0,False,False,False
961,Sky,6OzpbdankE26K03oeoHhPN,Q1564341,12841,35087,strict,UK001F,London,True,True,True,46,1,45,22,True,True,True
962,One Eskimo,1K1m6K2IZOcbyabxB2jXjg,Q4045817,11103,35030,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
963,Dubstar,3SRTWBeGhX3o5DCQ2zzTdI,Q372843,17970,34962,strict,UK013F,Newcastle,True,True,True,2,0,2,0,True,False,True
964,Goat Girl,1ukEEwzjucRtFTxiw2DrDZ,Q78534002,81408,34711,strict,UK001F,London,True,True,True,10,0,10,5,True,False,True
966,The Wild Swans,63yEaRONzlJVu1ozymo4Fk,Q7774898,17544,34532,strict,UK006F,Liverpool,True,True,True,0,0,0,0,False,False,False
968,The Wake,39aYm70XPfUpkMIKSfeeig,Q3523258,26671,34392,strict,UK004F,Glasgow,True,True,True,10,2,8,2,True,True,True
973,Current 93,7vF3DcPluq6lZI36VniagW,Q739657,83424,33791,strict,UK001F,London,True,True,True,2,2,0,2,True,True,False
977,Cleopatra,7mu52yh5bBhhJOyVndAEZW,Q3680523,33076,31723,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
979,Witchfinder General,3tDg9XbUbQS0dbaSnFNvvk,Q1814408,64357,31258,strict,UK002F,Birmingham,True,True,True,0,0,0,0,False,False,False
980,Sons of Raphael,1stGFX6w6VMHQPDPlBqX74,Q122765662,6089,31229,strict,UK001F,London,True,False,True,2,0,2,1,True,False,True
981,The Incredible String Band,0tQzBYPjAardhWpGkqVdNW,Q1500510,60628,31217,strict,UK007F,Edinburgh,True,True,True,45,0,45,0,True,False,True
982,Vessels,6Y1nACvxtuuTjKx2b4Rwmb,Q7923356,35493,31211,strict,UK003F,Leeds,True,True,True,0,0,0,0,False,False,False
984,The Field Mice,3KH6DLHeoFZgVbtKiLXb6L,Q7733724,29459,31075,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
985,Rudimentary Peni,6NCFDKbtkbJhgjQcFicLBi,Q2719617,42267,31002,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
988,The Bonzo Dog Band,6Q7D1oEccgTc8MAYdMgtIx,Q205356,26310,30851,strict,UK001F,London,True,False,True,16,0,16,9,True,False,True
989,Tigertailz,1xo5zONg7VWkVmR0I0YO4d,Q2712179,28199,30839,strict,UK009F,Cardiff,True,True,True,7,0,7,0,True,False,True
992,The Tiger Lillies,72o2T9aqYR2PFNYpzYrMmw,Q724783,68137,30200,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
994,FM,3BxngwxP94n0itZ8q1hwf9,Q3737249,29860,30171,strict,UK001F,London,True,True,True,1,1,0,0,True,True,False
997,Treetop Flyers,6Um25UMHv0fzcEHYGQJPXv,Q7837745,9167,29843,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
