capture_key,spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label
Q1024747 [2kS4yz85MaZlxp2VaS3BEe],2kS4yz85MaZlxp2VaS3BEe,Q1024747,Q1024747,Q1024747,Q42448,Sheffield,musical group,United Kingdom
Q110473058 [7ei7gHUG6rrXBAx3rzcewF],7ei7gHUG6rrXBAx3rzcewF,Q110473058,Q110473058,Q110473058,,,musical group,United Kingdom
Q113361759 [2UyOnfaE8nWXKPwYQyp2La],2UyOnfaE8nWXKPwYQyp2La,Q113361759,Q113361759,Q113361759,,,musical group,United Kingdom
Q122765662 [1stGFX6w6VMHQPDPlBqX74],1stGFX6w6VMHQPDPlBqX74,Q122765662,Q122765662,Q122765662,Q84,London,musical group|sibling duo,United Kingdom
Q128482668 [6ydvoGN30eRfE78bjTANF7],6ydvoGN30eRfE78bjTANF7,Q128482668,Q128482668,Q128482668,,,musical group,United Kingdom
Q131406514 [0wTfMphWYgAHdaXricLywe],0wTfMphWYgAHdaXricLywe,Q131406514,Q131406514,Q131406514,,,musical group,United Kingdom
Q131406600 [48US3n5ecZ1TS4RjzsdWrm],48US3n5ecZ1TS4RjzsdWrm,Q131406600,Q131406600,Q131406600,,,musical duo,United Kingdom
Q131406831 [2qf9rIU7fNJBZvqptGu863],2qf9rIU7fNJBZvqptGu863,Q131406831,Q131406831,Q131406831,,,musical group,United Kingdom
Q131406849 [36Ar4uCS5iNCgQLMFrWKyA],36Ar4uCS5iNCgQLMFrWKyA,Q131406849,Q131406849,Q131406849,,,musical group,United Kingdom
Q131406896 [0lqPfG8vAR30UX3cWDbCEn],0lqPfG8vAR30UX3cWDbCEn,Q131406896,Q131406896,Q131406896,,,musical group,United Kingdom
Q131406954 [7L0uKOuMgMCLXHW9RnyB8n],7L0uKOuMgMCLXHW9RnyB8n,Q131406954,Q131406954,Q131406954,,,musical duo,United Kingdom
Q136682676 [2LikjKVyI5gqANlB9S7DNW],2LikjKVyI5gqANlB9S7DNW,Q136682676,Q136682676,Q136682676,,,musical group,United Kingdom
Q138610794 [5bkDZbI6xjaQZEhm3tq50G],5bkDZbI6xjaQZEhm3tq50G,Q138610794,Q138610794,Q138610794,,,heavy metal band,United Kingdom
Q1969654 [6EQn1KgYQxe0bcheogqRTB],6EQn1KgYQxe0bcheogqRTB,Q1969654,Q1969654,Q1969654,Q18125,Manchester,male duo|musical duo,United Kingdom
Q247237 [6WH1V41LwGDGmlPUhSZLHO],6WH1V41LwGDGmlPUhSZLHO,Q247237,Q247237,Q247237,Q474605,Rochdale,male duo|musical duo,United Kingdom
Q334648 [3fhOTtm0LBJ3Ojn4hIljLo],3fhOTtm0LBJ3Ojn4hIljLo,Q334648,Q334648,Q334648,Q84,London,musical group,United Kingdom
Q3989799 [1luY92PbdGWRyBRY1ZR7o1],1luY92PbdGWRyBRY1ZR7o1,Q3989799,Q3989799,Q3989799,Q145,United Kingdom,musical group,United Kingdom
Q606250 [5BKsn7SCN2XmbF7apdCpRS],5BKsn7SCN2XmbF7apdCpRS,Q606250,Q606250,Q606250,Q84,London,musical duo,United Kingdom
Q606250 [7EJ5d32N9ffXINfkkHYJkA],7EJ5d32N9ffXINfkkHYJkA,Q606250,Q606250,Q606250,Q84,London,musical duo,United Kingdom
Q62754522 [0lIKeApI76hhaAI78Jy6tt],0lIKeApI76hhaAI78Jy6tt,Q62754522,Q62754522,Q62754522,,,rock band,United Kingdom
Queen [1dfeR4HaWDbWqFHLkxsg1d],1dfeR4HaWDbWqFHLkxsg1d,Q15862,Queen,Queen,Q84,London,musical group,United Kingdom
Rabid Bitch of the North [28863WxyFkGJeWk8zbEGAo],28863WxyFkGJeWk8zbEGAo,Q57272037,Rabid Bitch of the North,Rabid Bitch of the North,Q10686,Belfast,musical group,United Kingdom
Racey [1W4SfNO5hb1tdX0wQ87zxl],1W4SfNO5hb1tdX0wQ87zxl,Q922363,Racey,Racey,Q845623,Weston-super-Mare,musical group,United Kingdom
Radha Krishna Temple [1Xmb4eOkppkbRB0IbtCahx],1Xmb4eOkppkbRB0IbtCahx,Q4047944,Radha Krishna Temple,Radha Krishna Temple,Q84,London,musical ensemble,United Kingdom
Radio Anorak [7DI8lla9rOD2GxmKprt2yl],7DI8lla9rOD2GxmKprt2yl,Q136699809,Radio Anorak,Radio Anorak,Q131491,Brighton,musical duo,United Kingdom
Radio Slave [4rzWjR3L3M54c6I25NzdM3],4rzWjR3L3M54c6I25NzdM3,Q111050686,Radio Slave,Radio Slave,,,musical group,United Kingdom
Radiohead [4Z8W4fKeB5YxbusRsdQVPb],4Z8W4fKeB5YxbusRsdQVPb,Q44190,Radiohead,Radiohead,Q321381,Abingdon-on-Thames,musical group,United Kingdom
Rain [4W85qcKiLn5WGMm6vtoNX6],4W85qcKiLn5WGMm6vtoNX6,Q126179969,Rain,Rain,,,musical group,United Kingdom
Rainbow [6SLAMfhOi7UJI0fMztaK0m],6SLAMfhOi7UJI0fMztaK0m,Q16005,Rainbow,Rainbow,Q9681,Hertford,musical group,United Kingdom
Rak-Su [5UyRaawCsdiVrro0WWgIVB],5UyRaawCsdiVrro0WWgIVB,Q44590001,Rak-Su,Rak-Su,Q2598,Watford,musical group,United Kingdom
Rat Face Lewey [29hehHQR95OVuLipgcj2qg],29hehHQR95OVuLipgcj2qg,Q124286690,Rat Face Lewey,Rat Face Lewey,,,musical group,England
Raven [1EH9eSje47IiRyVsq3gfkl],1EH9eSje47IiRyVsq3gfkl,Q765111,Raven,Raven,Q1425428,Newcastle upon Tyne,rock band,United Kingdom
Ray Noble and his New Mayfair Orchestra [3q8UyfiNHSaevyESQfiXcC],3q8UyfiNHSaevyESQfiXcC,Q111314085,Ray Noble and his New Mayfair Orchestra,Ray Noble and his New Mayfair Orchestra,,,musical group,United Kingdom
Ray Noble and his New Mayfair Orchestra [6hIM5RfcLHo5DQPLXoah4O],6hIM5RfcLHo5DQPLXoah4O,Q111314085,Ray Noble and his New Mayfair Orchestra,Ray Noble and his New Mayfair Orchestra,,,musical group,United Kingdom
Ray Noble and his New Mayfair Orchestra [7LDJ8q6yB9HkoaAcFrR4oJ],7LDJ8q6yB9HkoaAcFrR4oJ,Q111314085,Ray Noble and his New Mayfair Orchestra,Ray Noble and his New Mayfair Orchestra,,,musical group,United Kingdom
Re-Flex [1iNGtKXGyniqwVhXfbKpk8],1iNGtKXGyniqwVhXfbKpk8,Q387754,Re-Flex,Re-Flex,,,musical group,United Kingdom
Real Lies [1jucBaHU995Lf7ViACscFu],1jucBaHU995Lf7ViACscFu,Q16735061,Real Lies,Real Lies,Q84,London,musical group,United Kingdom
Red Box [4TvQ6wnXv3aDNv29JH6App],4TvQ6wnXv3aDNv29JH6App,Q2135903,Red Box,Red Box,Q84,London,musical duo,United Kingdom
Red Lorry Yellow Lorry [6ixeWfTvnU1VOVPEVP5Bcq],6ixeWfTvnU1VOVPEVP5Bcq,Q1575233,Red Lorry Yellow Lorry,Red Lorry Yellow Lorry,Q39121,Leeds,musical group,United Kingdom
RedFaces [0gP1g7feAxTD9rghuNRNNH],0gP1g7feAxTD9rghuNRNNH,Q47499774,RedFaces,RedFaces,,,musical group,United Kingdom
Reef [191Koh7PSIi28IrGAGoINO],191Koh7PSIi28IrGAGoINO,Q652420,Reef,Reef,Q210891,Glastonbury,rock band,United Kingdom
Reigning Days [7qysLcTimRpQ0VaqCzj4jI],7qysLcTimRpQ0VaqCzj4jI,Q105086225,Reigning Days,Reigning Days,,,musical group|rock band,United Kingdom
Remember Monday [3oIj2x6uKeZSe9Bprnt4TX],3oIj2x6uKeZSe9Bprnt4TX,Q133137918,Remember Monday,Remember Monday,Q23276|Q547071,Farnborough|Surrey,musical group,United Kingdom
Renaldo and the Loaf [3CtpGjVnInfWi1lhtwVNKe],3CtpGjVnInfWi1lhtwVNKe,Q1432708,Renaldo and the Loaf,Renaldo and the Loaf,,,musical group,United Kingdom
Reprazent [0QJsUBH0PcoT2fYI1F1Oee],0QJsUBH0PcoT2fYI1F1Oee,Q7314192,Reprazent,Reprazent,,,musical group,United Kingdom
Reprazent [17Ytfl1DntgvVdragJEqx8],17Ytfl1DntgvVdragJEqx8,Q7314192,Reprazent,Reprazent,,,musical group,United Kingdom
Republica [06YQ6XwCdPUn8rAXV70gge],06YQ6XwCdPUn8rAXV70gge,Q2139991,Republica,Republica,Q464955,Windsor,musical group,United Kingdom
Repulsive Vision [0ZRKL1Uk1qrfhnfjRtSVRC],0ZRKL1Uk1qrfhnfjRtSVRC,Q104828349,Repulsive Vision,Repulsive Vision,Q671892,Barrow-in-Furness,musical group,England|United Kingdom
Reuben [2qmpmvIJ66AWEdW0VOVlzS],2qmpmvIJ66AWEdW0VOVlzS,Q7317400,Reuben,Reuben,Q741400,Camberley,musical trio|rock band,United Kingdom
Reverend and The Makers [14GEKKALFIO2oB9IdGXg2e],14GEKKALFIO2oB9IdGXg2e,Q2146848,Reverend and The Makers,Reverend and The Makers,Q42448,Sheffield,musical group,United Kingdom
Rialto [3JEZFF5iZhEtpeTTGSzWid],3JEZFF5iZhEtpeTTGSzWid,Q902179,Rialto,Rialto,Q84,London,musical group,United Kingdom
Rich Kids [69d3gmnnSi2WPQ9ISplpia],69d3gmnnSi2WPQ9ISplpia,Q2301119,Rich Kids,Rich Kids,Q84,London,musical group,United Kingdom
Richard & Linda Thompson [4hw4TPMyAzHqNBcWtoDrK5],4hw4TPMyAzHqNBcWtoDrK5,Q9310340,Richard & Linda Thompson,Richard & Linda Thompson,,,musical group,United Kingdom
Ride [0WPY9nnBy01s5QOt4o4oQX],0WPY9nnBy01s5QOt4o4oQX,Q4371,Ride,Ride,Q34217,Oxford,rock band,United Kingdom
Right Said Fred [15ajdFAi5bjj5pS9laBfBL],15ajdFAi5bjj5pS9laBfBL,Q427469,Right Said Fred,Right Said Fred,Q1277887,East Grinstead,male duo|musical duo,United Kingdom
Ringo Starr & His All-Starr Band [04c8HWgSRMuumWb5dB4qUv],04c8HWgSRMuumWb5dB4qUv,Q2112623,Ringo Starr & His All-Starr Band,Ringo Starr & His All-Starr Band,Q84,London,musical ensemble,United Kingdom
Rise to Remain [45c015302pkY0hgbjeGk1F],45c015302pkY0hgbjeGk1F,Q3433132,Rise to Remain,Rise to Remain,Q84,London,musical group,United Kingdom
Ritual [3RP50pmG8Wz1mhNCidQj68],3RP50pmG8Wz1mhNCidQj68,Q60752425,Ritual,Ritual,,,musical group,United Kingdom
Rivers & Robots [41yDmxekjnWShKi6nRmzZ4],41yDmxekjnWShKi6nRmzZ4,Q22080889,Rivers & Robots,Rivers & Robots,,,musical group,United Kingdom
Roam [0q74f5UdR3j14Lis4AKKxq],0q74f5UdR3j14Lis4AKKxq,Q22080536,Roam,Roam,,,musical group,United Kingdom
Robin Williamson & His Merry Band [6JM1NK2PeW55wARD9YPT2k],6JM1NK2PeW55wARD9YPT2k,Q133810429,Robin Williamson & His Merry Band,Robin Williamson & His Merry Band,,,musical group,United Kingdom
Robots in Disguise [6p0e3Ff2s0DVh1I7WjOeqq],6p0e3Ff2s0DVh1I7WjOeqq,Q2601732,Robots in Disguise,Robots in Disguise,Q24826,Liverpool,musical group,United Kingdom
Robyn Hitchcock and the Egyptians [3B1VQErUlM3ZZ6d1EwYd2K],3B1VQErUlM3ZZ6d1EwYd2K,Q7353599,Robyn Hitchcock and the Egyptians,Robyn Hitchcock and the Egyptians,,,rock band,United Kingdom
Rockbitch [47YrbBcOZezItfouWHEZXh],47YrbBcOZezItfouWHEZXh,Q502894,Rockbitch,Rockbitch,,,rock band,United Kingdom
Rogue Male [097oEfx7kWh3t1wsQANLmQ],097oEfx7kWh3t1wsQANLmQ,Q7359522,Rogue Male,Rogue Male,,,musical group,United Kingdom
Roller Trio [0KfQj0nNgTWRxhj94iD5Z5],0KfQj0nNgTWRxhj94iD5Z5,Q7361041,Roller Trio,Roller Trio,Q39121,Leeds,jazz trio|musical group,United Kingdom
Rolo Tomassi [3uHCTHxtg3IVAvhyrYsZvI],3uHCTHxtg3IVAvhyrYsZvI,Q7361393,Rolo Tomassi,Rolo Tomassi,Q42448,Sheffield,musical group,United Kingdom
Ronnie Lane & Slim Chance [0FeRRV0qp3hjqfOfIDez1m],0FeRRV0qp3hjqfOfIDez1m,Q1597932,Ronnie Lane & Slim Chance,Ronnie Lane & Slim Chance,,,musical group,United Kingdom
Ronnie Lane & Slim Chance [0ViVShGd52uogfHPUez1cB],0ViVShGd52uogfHPUez1cB,Q1597932,Ronnie Lane & Slim Chance,Ronnie Lane & Slim Chance,,,musical group,United Kingdom
Rosetta Stone [0UnBsBrom4chs5rnjRBtIK],0UnBsBrom4chs5rnjRBtIK,Q4048553,Rosetta Stone,Rosetta Stone,Q21,England,musical group,United Kingdom
Royal Artillery Band [6ywF05BCgffJxWo3G9D4TU],6ywF05BCgffJxWo3G9D4TU,Q7373702,Royal Artillery Band,Royal Artillery Band,,,musical group,United Kingdom
Royal Blood [2S5hlvw4CMtMGswFtfdK15],2S5hlvw4CMtMGswFtfdK15,Q16632343,Royal Blood,Royal Blood,Q131491,Brighton,male duo|musical duo,United Kingdom
Royal Liverpool Philharmonic [6I6fmQU7HGrUsCm4B5Nlk3],6I6fmQU7HGrUsCm4B5Nlk3,Q1818979,Royal Liverpool Philharmonic,Royal Liverpool Philharmonic,,,symphony orchestra,United Kingdom
Royal Philharmonic Orchestra [0MvSBMGRQJY3mRwIbJsqF1],0MvSBMGRQJY3mRwIbJsqF1,Q856125,Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,Q84,London,musical group,United Kingdom
Royal Philharmonic Orchestra [7Ah35lhlp7p3HOVmmzJh2I],7Ah35lhlp7p3HOVmmzJh2I,Q856125,Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,Q84,London,musical group,United Kingdom
Rudimental [4WN5naL3ofxrVBgFpguzKo],4WN5naL3ofxrVBgFpguzKo,Q50971,Rudimental,Rudimental,Q205679,London Borough of Hackney,musical group,United Kingdom
Rudimentary Peni [6NCFDKbtkbJhgjQcFicLBi],6NCFDKbtkbJhgjQcFicLBi,Q2719617,Rudimentary Peni,Rudimentary Peni,Q84,London,musical group,United Kingdom
Rue Royale [4phRwQR3N91LCXwjBuwrbp],4phRwQR3N91LCXwjBuwrbp,Q17030085,Rue Royale,Rue Royale,Q1297,Chicago,married couple|musical duo,United Kingdom
Rumahoy [52aKFP2BnAa28POINNExhE],52aKFP2BnAa28POINNExhE,Q116609986,Rumahoy,Rumahoy,,,musical group,Scotland
Runrig [0ddfjKqJfbSiddqOvpZRWu],0ddfjKqJfbSiddqOvpZRWu,Q839817,Runrig,Runrig,Q22,Scotland,rock band,United Kingdom
Ruptured World [50WGKEN1OLzW7MLZ7RTFu7],50WGKEN1OLzW7MLZ7RTFu7,Q57551907,Ruptured World,Ruptured World,,,musical group,United Kingdom
Ruthless Rap Assassins [0uRaAtYiCD9teuQCmMdAEM],0uRaAtYiCD9teuQCmMdAEM,Q7383401,Ruthless Rap Assassins,Ruthless Rap Assassins,Q18125,Manchester,rap group,United Kingdom
S Club 7 [1kM5rgJvkiDMOoKX56H6pX],1kM5rgJvkiDMOoKX56H6pX,Q500759,S Club 7,S Club 7,Q84,London,musical group,United Kingdom
SHVPES [0XrqdPZEYIUOUOc9rtee4m],0XrqdPZEYIUOUOc9rtee4m,Q28823312,SHVPES,SHVPES,Q2256,Birmingham,rock band,United Kingdom
SHiiKANE [6BBdrTz88rbQhqSmSWidR1],6BBdrTz88rbQhqSmSWidR1,Q55082794,SHiiKANE,SHiiKANE,Q1061665|Q84,Asaba|London,musical group,United Kingdom
SIDEWALKS AND SKELETONS [48nHO1cuTbpx4ELhChsxX1],48nHO1cuTbpx4ELhChsxX1,Q58884625,SIDEWALKS AND SKELETONS,SIDEWALKS AND SKELETONS,,,musical group,United Kingdom
SPC ECO [0IuuBhRo5hWaprWXOT06Bl],0IuuBhRo5hWaprWXOT06Bl,Q7392482,SPC ECO,SPC ECO,Q145,United Kingdom,musical group,United Kingdom
Sabazius [0B4K8Q3RDUi92Y7kVIQckh],0B4K8Q3RDUi92Y7kVIQckh,Q59462159,Sabazius,Sabazius,,,musical group,United Kingdom
Sacred Mother Tongue [5oC2jQBUSAFTpAxQe7iTyz],5oC2jQBUSAFTpAxQe7iTyz,Q6059713,Sacred Mother Tongue,Sacred Mother Tongue,Q192240,Northampton,musical group,United Kingdom
Sade [47zz7sob9NUcODy0BTDvKx],47zz7sob9NUcODy0BTDvKx,Q658182,Sade,Sade,Q84,London,musical group,United Kingdom
Sailor [4pE3KE9J1Z1LKzjwLtWU21],4pE3KE9J1Z1LKzjwLtWU21,Q354427,Sailor,Sailor,,,musical group,United Kingdom
Saint Etienne [1N2FgBLehaq77UEdJhCt7f],1N2FgBLehaq77UEdJhCt7f,Q1430158,Saint Etienne,Saint Etienne,Q2213391,Croydon,musical group,United Kingdom
Salad [1VtneCNqtX2GoZB9S7Ne0r],1VtneCNqtX2GoZB9S7Ne0r,Q3469451,Salad,Salad,Q84,London,musical group,United Kingdom
Sam Gopal [46nu2iLQMIx9NS0AocLHj7],46nu2iLQMIx9NS0AocLHj7,Q1103318,Sam Gopal,Sam Gopal,,,musical group,United Kingdom
Sam and the Womp [3tgiOZXeC1DIimfprvfL64],3tgiOZXeC1DIimfprvfL64,Q2115414,Sam and the Womp,Sam and the Womp,,,musical group,United Kingdom
Same Difference [1NU0ZObN8L7r6QfAn6Rk26],1NU0ZObN8L7r6QfAn6Rk26,Q3470729,Same Difference,Same Difference,Q72259,Portsmouth,musical group,England
Samson [0s4JwoiTHqruatpqAR0IZ7],0s4JwoiTHqruatpqAR0IZ7,Q1138767,Samson,Samson,Q21,England,rock band,United Kingdom
San Blas [0TqHiXfab8aWjC2Y6PKLZR],0TqHiXfab8aWjC2Y6PKLZR,Q36681439,San Blas,San Blas,Q84,London,musical group,United Kingdom
Sanguine Hum [4aaw8pFlSYTCum4PYJ37RN],4aaw8pFlSYTCum4PYJ37RN,Q1826595,Sanguine Hum,Sanguine Hum,,,musical group,United Kingdom
Satan [1LNgvz72fQVLe7ZNIw6Ipo],1LNgvz72fQVLe7ZNIw6Ipo,Q933072,Satan,Satan,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Sault [1uRxRKC7d9zwYGSRflTKDR],1uRxRKC7d9zwYGSRflTKDR,Q104771175,Sault,Sault,,,musical group,United Kingdom
Savage [0LRGRmVKnmhwnmAWWTxn8Z],0LRGRmVKnmhwnmAWWTxn8Z,Q2227921,Savage,Savage,,,musical group,United Kingdom
Savage Messiah [1kOg7VnU8brFniiq9RnR9X],1kOg7VnU8brFniiq9RnR9X,Q7427736,Savage Messiah,Savage Messiah,Q84,London,musical group,United Kingdom
Savages [1WFsBUAgQmrGQQEUyFKS60],1WFsBUAgQmrGQQEUyFKS60,Q5404233,Savages,Savages,Q84,London,musical group,United Kingdom
Savoy Brown [17obwOahRWI121iMUZznh2],17obwOahRWI121iMUZznh2,Q1707816,Savoy Brown,Savoy Brown,Q1138912,Battersea,musical group,United Kingdom
Saxon [71vVmHeNgCVSa5SVmfvscU],71vVmHeNgCVSa5SVmfvscU,Q504090,Saxon,Saxon,Q54212,Barnsley,musical group,United Kingdom
Scanners [0PVEuLOb9xt4FX5icv2wm6],0PVEuLOb9xt4FX5icv2wm6,Q3475028,Scanners,Scanners,Q84,London,musical group,United Kingdom
Scarlet Party [4tSdspJyDGrvE9YcQNXB02],4tSdspJyDGrvE9YcQNXB02,Q7430443,Scarlet Party,Scarlet Party,,,musical group,United Kingdom
Scorn [0sKlAr34dAjAdb7a9yriqX],0sKlAr34dAjAdb7a9yriqX,Q1814269,Scorn,Scorn,,,musical group,United Kingdom
Scottish Chamber Orchestra [45y5kS0Nhm3v7Do6W5dbcS],45y5kS0Nhm3v7Do6W5dbcS,Q3365522,Scottish Chamber Orchestra,Scottish Chamber Orchestra,Q22,Scotland,chamber orchestra,United Kingdom
Sea Girls [45FqwUG4hTT6d39r2HUsUe],45FqwUG4hTT6d39r2HUsUe,Q3476673,Sea Girls,Sea Girls,Q84,London,musical group,United Kingdom
Sea Power [5zhn89Em2jWUUWdpcLO3YL],5zhn89Em2jWUUWdpcLO3YL,Q920131,Sea Power,Sea Power,Q131491|Q161491,Brighton|Reading,musical group,United Kingdom
Sea of Thieves [5zbAdSKQiTetVoHnbHvsDg],5zbAdSKQiTetVoHnbHvsDg,Q20113718,Sea of Thieves,Sea of Thieves,,,esports discipline|video game,United Kingdom
Seafret [4Ly0KABsxlx4fNj63zJTrF],4Ly0KABsxlx4fNj63zJTrF,Q28109766,Seafret,Seafret,Q527391,Bridlington,musical group,United Kingdom
Section 25 [0WvBaBwebA8SOLSXUVh4ge],0WvBaBwebA8SOLSXUVh4ge,Q1459405,Section 25,Section 25,Q170377,Blackpool,musical group,United Kingdom
Seefeel [0jyH4jtanxaysaxwDVhR6f],0jyH4jtanxaysaxwDVhR6f,Q2264804,Seefeel,Seefeel,,,musical group,United Kingdom
Seeing Stars [6t8HaM1QllVNqWBHI9Zyip],6t8HaM1QllVNqWBHI9Zyip,Q133884269,Seeing Stars,Seeing Stars,,,musical group,United Kingdom
Sensa Yuma [5JWL8Zg4hjPS1LaQ3bZ3vD],5JWL8Zg4hjPS1LaQ3bZ3vD,Q85319249,Sensa Yuma,Sensa Yuma,Q826782,Stafford,musical group,England
Sex Gang Children [3tiiwyBskzJAqYXZev7OjF],3tiiwyBskzJAqYXZev7OjF,Q1508167,Sex Gang Children,Sex Gang Children,Q146690,Brixton,musical group,United Kingdom
Sex Pistols [1u7kkVrr14iBvrpYnZILJR],1u7kkVrr14iBvrpYnZILJR,Q82545,Sex Pistols,Sex Pistols,Q84,London,rock band,United Kingdom
Shack [3pUiNPLwDNM46B8BdRspFW],3pUiNPLwDNM46B8BdRspFW,Q7460157,Shack,Shack,Q24826,Liverpool,musical group,United Kingdom
Shakespears Sister [7ooOn6bokl4mGV4CEaUz6A],7ooOn6bokl4mGV4CEaUz6A,Q527789,Shakespears Sister,Shakespears Sister,Q84,London,musical group,United Kingdom
Sham 69 [29XJ6qIJAQdRSw64f47aJe],29XJ6qIJAQdRSw64f47aJe,Q959100,Sham 69,Sham 69,Q5744439,Hersham,musical group,United Kingdom
Shame [4IeWU3NYBI9mISFVhzXG8f],4IeWU3NYBI9mISFVhzXG8f,Q48700714,Shame,Shame,Q84,London,musical group,United Kingdom
Shampoo [3wChfsJPsUnjVHXc79wRN1],3wChfsJPsUnjVHXc79wRN1,Q1352141,Shampoo,Shampoo,Q946533,Plumstead,musical duo,United Kingdom
She Drew The Gun [47meGvCz0CZklN50dgzjmL],47meGvCz0CZklN50dgzjmL,Q65059746,She Drew The Gun,She Drew The Gun,,,musical group,England
She'Koyokh [6KmaBZ5axOepHqLNJsfT17],6KmaBZ5axOepHqLNJsfT17,Q108605465,She'Koyokh,She'Koyokh,,,musical group,United Kingdom
She's In Parties [3A9BLI8S2rNSxXS3QsMkOY],3A9BLI8S2rNSxXS3QsMkOY,Q130300851,She's In Parties,She's In Parties,,,musical group,United Kingdom
Shed Seven [3iejrAcqxYoVgyxp6zkWgs],3iejrAcqxYoVgyxp6zkWgs,Q2277663,Shed Seven,Shed Seven,Q42462,York,rock band,United Kingdom
Shelleyan Orphan [5Lh1diUHRoz9TwG1wvNSa5],5Lh1diUHRoz9TwG1wvNSa5,Q3481847,Shelleyan Orphan,Shelleyan Orphan,,,musical group,United Kingdom
Sherbet Antlers [78j6jiigF2ZPI5h9mU0CIf],78j6jiigF2ZPI5h9mU0CIf,Q7494715,Sherbet Antlers,Sherbet Antlers,Q25,Wales,musical group,United Kingdom
Shockpowder [4YKmXDQSHtGceyuufPakHK],4YKmXDQSHtGceyuufPakHK,Q60811359,Shockpowder,Shockpowder,,,musical group,United Kingdom
Shopping [1UgRlUUZBwiGwqMFHA4Puf],1UgRlUUZBwiGwqMFHA4Puf,Q28224756,Shopping,Shopping,Q84,London,musical group,United Kingdom
Short Sharp Shock [3hfuvckgGeasNXxjUFQe5r],3hfuvckgGeasNXxjUFQe5r,Q1469364,Short Sharp Shock,Short Sharp Shock,Q24826,Liverpool,musical group,United Kingdom
Show of Hands [7GiiIIjUWGocnUGoOISAUN],7GiiIIjUWGocnUGoOISAUN,Q3959759,Show of Hands,Show of Hands,,,musical trio,United Kingdom
Showaddywaddy [3zIIUxcnIoUMouVQdphkeC],3zIIUxcnIoUMouVQdphkeC,Q731797,Showaddywaddy,Showaddywaddy,,,musical group,United Kingdom
Shpongle [0m5XJwKGYyUjd3VMfcINCQ],0m5XJwKGYyUjd3VMfcINCQ,Q1134411,Shpongle,Shpongle,Q145,United Kingdom,musical group,United Kingdom
Sidemen [3cz1YSCXv6hjifHO6bYLLH],3cz1YSCXv6hjifHO6bYLLH,Q81339539,Sidemen,Sidemen,,,YouTube channel|group of humans|organization,United Kingdom
Sigils [16aBPDdwmCBsWKwJrgYKZB],16aBPDdwmCBsWKwJrgYKZB,Q134785376,Sigils,Sigils,Q868637,Macclesfield,musical group,United Kingdom
Sigma [01pKrlgPJhm5dB4lneYAqS],01pKrlgPJhm5dB4lneYAqS,Q16333772,Sigma,Sigma,Q503424,University of Leeds,musical duo,United Kingdom
Sikth [03mz3G1gu1GPNgAWY4qR2w],03mz3G1gu1GPNgAWY4qR2w,Q1683255,Sikth,Sikth,Q2598,Watford,musical group,United Kingdom
Silly Sisters [5SwVfbOAjpMY6AunixCKd7],5SwVfbOAjpMY6AunixCKd7,Q7515436,Silly Sisters,Silly Sisters,,,musical duo,United Kingdom
Simian Mobile Disco [31DXlldabwPHwu6dYevuzK],31DXlldabwPHwu6dYevuzK,Q585470,Simian Mobile Disco,Simian Mobile Disco,Q84,London,musical group,United Kingdom
Simple Minds [6hN9F0iuULZYWXppob22Aj],6hN9F0iuULZYWXppob22Aj,Q748836,Simple Minds,Simple Minds,Q4093,Glasgow,musical group,Scotland
Simply Red [1fa0cOhromAZdq2xRA4vv8],1fa0cOhromAZdq2xRA4vv8,Q339430,Simply Red,Simply Red,Q18125,Manchester,musical group,United Kingdom
Sinners In The City [38XTHsIHXm28X7QNMjW9VT],38XTHsIHXm28X7QNMjW9VT,Q125568670,Sinners In The City,Sinners In The City,Q67442940,Essex,musical group,United Kingdom
Siouxsie and the Banshees [1n65zfwYIj5kKEtNgxUlWb],1n65zfwYIj5kKEtNgxUlWb,Q323834,Siouxsie and the Banshees,Siouxsie and the Banshees,Q84,London,musical group,United Kingdom
Ska Cubano [6lmoqMxughzdlxvQTsUXjF],6lmoqMxughzdlxvQTsUXjF,Q3822260,Ska Cubano,Ska Cubano,Q84,London,musical group,England
Skarlett Riot [6IN0ZavFCDhKZ2N3NT7E3z],6IN0ZavFCDhKZ2N3NT7E3z,Q30116699,Skarlett Riot,Skarlett Riot,Q913386,Scunthorpe,musical group,United Kingdom
Skeletal Family [78OgxRnIdBCdFBmKhP2Fz2],78OgxRnIdBCdFBmKhP2Fz2,Q1137836,Skeletal Family,Skeletal Family,Q990168,Keighley,musical group,United Kingdom
Skids [2vwI9jlKSgJbne3dlTzaLO],2vwI9jlKSgJbne3dlTzaLO,Q547438,Skids,Skids,Q211950,Dunfermline,musical group,United Kingdom
Skin [2twFUPBFAf6wTnfI7X9z0j],2twFUPBFAf6wTnfI7X9z0j,Q2292368,Skin,Skin,,,musical group,United Kingdom
Skindred [3jTlKw98Ql1jGRPYqhqHap],3jTlKw98Ql1jGRPYqhqHap,Q973760,Skindred,Skindred,Q101254,Newport,musical group,United Kingdom
Skint & Demoralised [5T7TSop5FgQri5zp75jZ3G],5T7TSop5FgQri5zp75jZ3G,Q7535615,Skint & Demoralised,Skint & Demoralised,,,musical group,United Kingdom
