capture_key,spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label
Morning Runner [3UvsX37JzJrmhTea2t3Wei],3UvsX37JzJrmhTea2t3Wei,Q1948294,Morning Runner,Morning Runner,Q161491,Reading,musical group,United Kingdom
Mott the Hoople [6ysQi6NI88X627t2srsWz6],6ysQi6NI88X627t2srsWz6,Q1126287,Mott the Hoople,Mott the Hoople,Q23129,Herefordshire,musical group,United Kingdom
Motörhead [1DFr97A9HnbV3SKTJFu62M],1DFr97A9HnbV3SKTJFu62M,Q19697,Motörhead,Motörhead,Q84,London,rock band,United Kingdom
Mount Kimbie [3NUtpWpGDoffm3RCGhSHtl],3NUtpWpGDoffm3RCGhSHtl,Q1359424,Mount Kimbie,Mount Kimbie,,,musical group,United Kingdom
Mud [3cqIsBnzV3BabbPWKz8Txf],3cqIsBnzV3BabbPWKz8Txf,Q1471676,Mud,Mud,Q84,London,musical group,United Kingdom
Mumford & Sons [3gd8FJtBJtkRxdfbTu19U2],3gd8FJtBJtkRxdfbTu19U2,Q953918,Mumford & Sons,Mumford & Sons,Q84,London,musical group,United Kingdom
Mumm-Ra [2cUnvdrMWIMACo3fSxCrWW],2cUnvdrMWIMACo3fSxCrWW,Q1254813,Mumm-Ra,Mumm-Ra,Q853012,Bexhill-on-Sea,musical group,United Kingdom
Muncie Girls [0ROJnWSWDBDXsKFh0ytRDJ],0ROJnWSWDBDXsKFh0ytRDJ,Q55624129,Muncie Girls,Muncie Girls,,,musical group,United Kingdom
Mungo Jerry [2mbvqMGpwLsakeH45p1Jrb],2mbvqMGpwLsakeH45p1Jrb,Q1427200,Mungo Jerry,Mungo Jerry,Q725270,Ashford,musical group,United Kingdom
Mungo's Hi Fi [0Ism1B2cF9NxpXAwdUCkxK],0Ism1B2cF9NxpXAwdUCkxK,Q6936028,Mungo's Hi Fi,Mungo's Hi Fi,,,musical ensemble,United Kingdom
Muse [12Chz98pHFMPJEknJQMWvI],12Chz98pHFMPJEknJQMWvI,Q22151,Muse,Muse,Q531311,Teignmouth,rock band,United Kingdom
My Dying Bride [3G7qoMSLvu9Pmb0xGtf9fl],3G7qoMSLvu9Pmb0xGtf9fl,Q498460,My Dying Bride,My Dying Bride,Q22905,Q22905,musical group,United Kingdom
My Dying Bride [7iMWWdRNiCJwGOGEIYr02z],7iMWWdRNiCJwGOGEIYr02z,Q498460,My Dying Bride,My Dying Bride,Q22905,Q22905,musical group,United Kingdom
My Life Story [3veCPp8rK1z3KSwQQcxzRC],3veCPp8rK1z3KSwQQcxzRC,Q4044700,My Life Story,My Life Story,,,musical group,United Kingdom
Mystery Jets [09K1H1DgyIXHsMx2j7KTFX],09K1H1DgyIXHsMx2j7KTFX,Q1956918,Mystery Jets,Mystery Jets,Q3048859,Eel Pie Island,musical group,United Kingdom
Mànran [0okPaVyeEjh0VJtfBdNPho],0okPaVyeEjh0VJtfBdNPho,Q3997948,Mànran,Mànran,Q22,Scotland,musical group,United Kingdom
N-Dubz [52Syw7gkGRePCAYvEY2X9D],52Syw7gkGRePCAYvEY2X9D,Q1140107,N-Dubz,N-Dubz,Q84,London,musical group,United Kingdom
N-Trance [45InkbGypoMk5nVX6dsHkt],45InkbGypoMk5nVX6dsHkt,Q1959629,N-Trance,N-Trance,Q202628,Oldham,musical group,United Kingdom
Nailbomb [4Q6EFOghPrRjdwsF4p7Nzm],4Q6EFOghPrRjdwsF4p7Nzm,Q1470712,Nailbomb,Nailbomb,,,musical group,United Kingdom
Napalm Death [3UqRgrDIQ208yNGiWKRMNt],3UqRgrDIQ208yNGiWKRMNt,Q321762,Napalm Death,Napalm Death,Q2256,Birmingham,musical group,United Kingdom
National Park [4qrFgUQuEveoLJFqBA9pbF],4qrFgUQuEveoLJFqBA9pbF,Q16932343,National Park,National Park,Q4093,Glasgow,musical group,United Kingdom
National Pastime [4Xg1lJLKFPifzRpyPQye8D],4Xg1lJLKFPifzRpyPQye8D,Q124119654,National Pastime,National Pastime,,,musical group,United Kingdom
National Philharmonic Orchestra [2Ek1WGW7WeyDoxsZiu0AAd],2Ek1WGW7WeyDoxsZiu0AAd,Q2394269,National Philharmonic Orchestra,National Philharmonic Orchestra,,,orchestra,United Kingdom
Nazareth [6fvN9GmMCVKb5LY0WsnjFP],6fvN9GmMCVKb5LY0WsnjFP,Q683695,Nazareth,Nazareth,Q211950,Dunfermline,rock band,United Kingdom
Neck Deep [2TM0qnbJH4QPhGMCdPt7fH],2TM0qnbJH4QPhGMCdPt7fH,Q16955493,Neck Deep,Neck Deep,Q496368,Wrexham,musical group,Wales
Necronautical [1pSdHGWvFgLQ1Tm82rTDCV],1pSdHGWvFgLQ1Tm82rTDCV,Q41438633,Necronautical,Necronautical,,,musical group,United Kingdom
Nektar [0n2Uel3CvQrmMsYLEfpO3s],0n2Uel3CvQrmMsYLEfpO3s,Q1748178,Nektar,Nektar,Q1055,Hamburg,rock band,United Kingdom
Neonfly [1wnlhuOqpsrSVILi00vhMw],1wnlhuOqpsrSVILi00vhMw,Q85320227,Neonfly,Neonfly,Q84,London,heavy metal band,United Kingdom
Nero [4uRYpUQZrNrY5t8tAv3XrD],4uRYpUQZrNrY5t8tAv3XrD,Q1066310,Nero,Nero,Q84,London,musical group,United Kingdom
New Fast Automatic Daffodils [5KZSVZ1Y6B0D1vamrn8IGm],5KZSVZ1Y6B0D1vamrn8IGm,Q6579480,New Fast Automatic Daffodils,New Fast Automatic Daffodils,Q18125,Manchester,musical group,United Kingdom
New Hope Club [2WuKU0SYZOQyY3MmE4vtez],2WuKU0SYZOQyY3MmE4vtez,Q28677824,New Hope Club,New Hope Club,Q18125,Manchester,musical group,United Kingdom
New Model Army [7n1EM42Fseebd9H2p8eWWS],7n1EM42Fseebd9H2p8eWWS,Q1501951,New Model Army,New Model Army,Q22905,Q22905,rock band,United Kingdom
New Order [0yNLKJebCb8Aueb54LYya3],0yNLKJebCb8Aueb54LYya3,Q214990,New Order,New Order,Q47952,Salford,rock band,United Kingdom
New Young Pony Club [3kdrMtLybQIl93rXJlvF3w],3kdrMtLybQIl93rXJlvF3w,Q1217509,New Young Pony Club,New Young Pony Club,Q84,London,musical group,United Kingdom
Newham Generals [4uvxuGejwpYNsKHUkNNtc7],4uvxuGejwpYNsKHUkNNtc7,Q7018138,Newham Generals,Newham Generals,Q1656032,Forest Gate,musical group,United Kingdom
Night Tapes [5APEQlUaQ5K70LgPqAdTuU],5APEQlUaQ5K70LgPqAdTuU,Q122918147,Night Tapes,Night Tapes,,,musical group,United Kingdom
Nimmo [76MojWoWNPzzKdrEspy5sl],76MojWoWNPzzKdrEspy5sl,Q106879795,Nimmo,Nimmo,,,musical group,United Kingdom
Nine Below Zero [3OPxkeeqWspVVPlc6XUSaq],3OPxkeeqWspVVPlc6XUSaq,Q668133,Nine Below Zero,Nine Below Zero,,,musical group,United Kingdom
Nine Black Alps [5fLbJGzlYux3GBwTifMMvR],5fLbJGzlYux3GBwTifMMvR,Q1141817,Nine Black Alps,Nine Black Alps,Q18125,Manchester,musical group,United Kingdom
Niteworks [0ZPK5uOCt6b4DQL7dEgnTq],0ZPK5uOCt6b4DQL7dEgnTq,Q7041250,Niteworks,Niteworks,Q107393,Isle of Skye,musical group,United Kingdom
Nitzer Ebb [7EnAgffrVyerTWH628TJ6f],7EnAgffrVyerTWH628TJ6f,Q580943,Nitzer Ebb,Nitzer Ebb,Q210985,Chelmsford,musical group,United Kingdom
No Bra [0fSx8olGiwNJ4p1W9ofj2m],0fSx8olGiwNJ4p1W9ofj2m,Q7043999,No Bra,No Bra,,,musical group,United Kingdom
No-Man [77BO4bYHfvTmVuG63wOuHX],77BO4bYHfvTmVuG63wOuHX,Q1994472,No-Man,No-Man,Q21,England,musical group,United Kingdom
Noah and the Whale [0aeLcja6hKzb7Uz2ou7ulP],0aeLcja6hKzb7Uz2ou7ulP,Q1811037,Noah and the Whale,Noah and the Whale,Q84,London,musical group,United Kingdom
Nodens Ictus [0OfvEOqTN1x5l0KT2Ub2mW],0OfvEOqTN1x5l0KT2Ub2mW,Q7046680,Nodens Ictus,Nodens Ictus,,,musical group,United Kingdom
Noel Gallagher's High Flying Birds [7sjttK1WcZeyLPn3IsQ62L],7sjttK1WcZeyLPn3IsQ62L,Q194227,Noel Gallagher's High Flying Birds,Noel Gallagher's High Flying Birds,Q18125,Manchester,musical group,United Kingdom
Noise Foundation [68nnzWZxUGFW1ss9rEhUPP],68nnzWZxUGFW1ss9rEhUPP,Q138608483,Noise Foundation,Noise Foundation,,,solo musical project,United Kingdom
Nomad [4nP1Vg2YuLE0Nbr7uK08SM],4nP1Vg2YuLE0Nbr7uK08SM,Q7048384,Nomad,Nomad,,,musical duo,United Kingdom
Nomad Soul [63xY0X2EHVI9cYp4dkjcts],63xY0X2EHVI9cYp4dkjcts,Q65717871,Nomad Soul,Nomad Soul,,,musical group,United Kingdom
Northern Uproar [4gQKDy8VP8afrFyive5ore],4gQKDy8VP8afrFyive5ore,Q11325858,Northern Uproar,Northern Uproar,Q23099,Greater Manchester,musical group,United Kingdom
Northside [2gv2g5svhtzsUQhtNZW7Xr],2gv2g5svhtzsUQhtNZW7Xr,Q485167,Northside,Northside,Q18125,Manchester,musical group,England
Nothing but Thieves [1kDGbuxWknIKx4FlgWxiSp],1kDGbuxWknIKx4FlgWxiSp,Q20684996,Nothing but Thieves,Nothing but Thieves,Q203995,Southend-on-Sea,rock band,United Kingdom
Nu:Logic [5pL8Q5xbDLEDE6JvYMXX9u],5pL8Q5xbDLEDE6JvYMXX9u,Q7067693,Nu:Logic,Nu:Logic,Q350,Cambridge,group of siblings|musical duo,United Kingdom
Nuages [30tUlKZ8oLo0BnN6n0GZKD],30tUlKZ8oLo0BnN6n0GZKD,Q59418184,Nuages,Nuages,,,musical group,United Kingdom
Nun Gun [4K2piIheWu7i98Mb2TXAaG],4K2piIheWu7i98Mb2TXAaG,Q113903751,Nun Gun,Nun Gun,,,musical group,United Kingdom
Nurse With Wound [7BqVdvWeMLlWkZAOGRPe0I],7BqVdvWeMLlWkZAOGRPe0I,Q1930798,Nurse With Wound,Nurse With Wound,,,musical group,United Kingdom
O. [0R2UqQKBdSADXMN2Gx5CrB],0R2UqQKBdSADXMN2Gx5CrB,Q126735739,O.,O.,,,musical group,United Kingdom
O. Children [7J7hOGRAdXQdhMXeqf020e],7J7hOGRAdXQdhMXeqf020e,Q3347461,O. Children,O. Children,Q84,London,musical group,United Kingdom
Oasis [2DaxqgrOhkeH0fpeiQq2f4],2DaxqgrOhkeH0fpeiQq2f4,Q382890,Oasis,Oasis,Q18125,Manchester,rock band,United Kingdom
Ocean Colour Scene [5vIOGcdmx1eIkq3ZtuS12U],5vIOGcdmx1eIkq3ZtuS12U,Q1332158,Ocean Colour Scene,Ocean Colour Scene,Q2256,Birmingham,rock band,United Kingdom
OceanLab [0aTdKgInKeMlNnwWSa1YPT],0aTdKgInKeMlNnwWSa1YPT,Q1971039,OceanLab,OceanLab,Q84,London,musical group,United Kingdom
Oceanic [3bqOGIOIvLc9JsAIS7OfEb],3bqOGIOIvLc9JsAIS7OfEb,Q7076197,Oceanic,Oceanic,,,musical group,United Kingdom
Oceansize [0Opj9xi9HHrH0L9uHAKnKm],0Opj9xi9HHrH0L9uHAKnKm,Q1753688,Oceansize,Oceansize,Q18125,Manchester,musical group,United Kingdom
Octopus [4unGdyZQTgdMSRqmsZsJZ1],4unGdyZQTgdMSRqmsZsJZ1,Q7077080,Octopus,Octopus,Q1009915,Shotts,musical group,United Kingdom
Off The Boat [4inx3u6m6giLJwQlKt8iMU],4inx3u6m6giLJwQlKt8iMU,Q140090056,Off The Boat,Off The Boat,,,musical group,Scotland|United Kingdom
Oh Wonder [5cIc3SBFuBLVxJz58W2tU9],5cIc3SBFuBLVxJz58W2tU9,Q21452721,Oh Wonder,Oh Wonder,Q84,London,musical duo,United Kingdom
Oi Va Voi [1AzrlUnOS6dhH0iMV86ctS],1AzrlUnOS6dhH0iMV86ctS,Q1747594,Oi Va Voi,Oi Va Voi,Q84,London,musical group,United Kingdom
Olive [0r2TmTSwK6XAhAxNxTDOb4],0r2TmTSwK6XAhAxNxTDOb4,Q2019953,Olive,Olive,Q84,London,musical group,United Kingdom
One Direction [4AK6F7OLvEQ5QYCBNiQWHq],4AK6F7OLvEQ5QYCBNiQWHq,Q146027,One Direction,One Direction,Q84,London,musical group,United Kingdom
One Dove [6OI65P7eBD8vc6aRhWJSJm],6OI65P7eBD8vc6aRhWJSJm,Q7092594,One Dove,One Dove,,,musical group,United Kingdom
One Eskimo [1K1m6K2IZOcbyabxB2jXjg],1K1m6K2IZOcbyabxB2jXjg,Q4045817,One Eskimo,One Eskimo,Q84,London,musical group,United Kingdom
One Minute Silence [5uO1Dms6wMs4J3sSdcKEMh],5uO1Dms6wMs4J3sSdcKEMh,Q1124940,One Minute Silence,One Minute Silence,,,rock band,United Kingdom
Onslaught [71lhIVHJ24x9hEcwFSWuOf],71lhIVHJ24x9hEcwFSWuOf,Q1417965,Onslaught,Onslaught,Q23154,Bristol,musical group,United Kingdom
Opaque [2H3dVYABwnIiZRcqO0tehe],2H3dVYABwnIiZRcqO0tehe,Q115748482,Opaque,Opaque,,,musical group,United Kingdom
Orange Goblin [3nutnJ57QnbWEdCWn2EyWo],3nutnJ57QnbWEdCWn2EyWo,Q1671193,Orange Goblin,Orange Goblin,Q84,London,musical group,United Kingdom
Orbital [3csPCeXsj2wezyvkRFzvmV],3csPCeXsj2wezyvkRFzvmV,Q515942,Orbital,Orbital,Q939838,Sevenoaks,musical group,United Kingdom
Orchestra of Opera North [6htLW4cmfIEmagbDeATZ4H],6htLW4cmfIEmagbDeATZ4H,Q7100252,Orchestra of Opera North,Orchestra of Opera North,,,orchestra,United Kingdom
Orchestra of the Age of Enlightenment [1WWZAYN8d4n4iwjYALmmKB],1WWZAYN8d4n4iwjYALmmKB,Q2028664,Orchestra of the Age of Enlightenment,Orchestra of the Age of Enlightenment,,,charitable organization|orchestra,United Kingdom
Orchestra of the Swan [4Q6c37zCXu7UvWmUcROoVq],4Q6c37zCXu7UvWmUcROoVq,Q7100258,Orchestra of the Swan,Orchestra of the Swan,Q189288,Stratford-upon-Avon,musical group,United Kingdom
Orchestral Manoeuvres in the Dark [7wJ9NwdRWtN92NunmXuwBk],7wJ9NwdRWtN92NunmXuwBk,Q956500,Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres in the Dark,Q1616766,Meols,musical group,United Kingdom
Original Mirrors [3o584GzCerZyBgblZOhYSR],3o584GzCerZyBgblZOhYSR,Q16962082,Original Mirrors,Original Mirrors,Q24826,Liverpool,musical group,United Kingdom
Orlando [4CFVwKkEV3fPV2hr6ISfPH],4CFVwKkEV3fPV2hr6ISfPH,Q7103030,Orlando,Orlando,Q21,England,musical ensemble,United Kingdom
Orphix [4fxwTkuDSRh2oEftCgIdg1],4fxwTkuDSRh2oEftCgIdg1,Q138411334,Orphix,Orphix,Q2256,Birmingham,musical group,England
Osibisa [12X85dtebfc7JTZ8iMBT2o],12X85dtebfc7JTZ8iMBT2o,Q1890473,Osibisa,Osibisa,Q84,London,musical group,United Kingdom
Oxide & Neutrino [0uhNYfjHJyAmHh2xNZ4vqf],0uhNYfjHJyAmHh2xNZ4vqf,Q1428002,Oxide & Neutrino,Oxide & Neutrino,Q84,London,musical group,United Kingdom
Oysterband [4qL0mXWhInJHho86HqOEn7],4qL0mXWhInJHho86HqOEn7,Q1379720,Oysterband,Oysterband,Q23298,Kent,musical group,United Kingdom
Ozric Tentacles [0Iv00ucAIqr5KVS7bXGFa9],0Iv00ucAIqr5KVS7bXGFa9,Q1550383,Ozric Tentacles,Ozric Tentacles,Q23157,Somerset,rock band,England
PACE [0M6xT4nEOcKw436KIgq5DE],0M6xT4nEOcKw436KIgq5DE,Q110908108,PACE,PACE,Q1780,Bratislava,musical group,United Kingdom
PORTNOY [63jYXr3Arkk9n22CKBPKeO],63jYXr3Arkk9n22CKBPKeO,Q24648635,PORTNOY,PORTNOY,,,musical group,United Kingdom
PORTNOY [66AOyvBgo5lbjIJYmfduBY],66AOyvBgo5lbjIJYmfduBY,Q24648635,PORTNOY,PORTNOY,,,musical group,United Kingdom
PSOTY [7nM5qczzwOoamL01A5aFHj],7nM5qczzwOoamL01A5aFHj,Q101046013,PSOTY,PSOTY,Q172438,Peterborough,musical group,England
Pagan Altar [7guUH9AltTVdv1HniR7d9O],7guUH9AltTVdv1HniR7d9O,Q7124160,Pagan Altar,Pagan Altar,Q2216536,Brockley,musical group,United Kingdom
Pale Waves [0wOej91SVqB1zcYkW6xUtA],0wOej91SVqB1zcYkW6xUtA,Q45964015,Pale Waves,Pale Waves,Q18125,Manchester,musical group,United Kingdom
Panic Shack [26HCuM5PamldoaHII5Ifxc],26HCuM5PamldoaHII5Ifxc,Q116783016,Panic Shack,Panic Shack,,,musical group,Wales
Pantheist [0hoDGN65J0YVmmbmouULEC],0hoDGN65J0YVmmbmouULEC,Q3893447,Pantheist,Pantheist,,,musical group,United Kingdom
Paper Lace [33W24YuaMUEk85MwRX6cRs],33W24YuaMUEk85MwRX6cRs,Q2050633,Paper Lace,Paper Lace,Q41262,Nottingham,pop band,United Kingdom
Parade [4yGB8G8bh2eMJFmGEdTxix],4yGB8G8bh2eMJFmGEdTxix,Q7134089,Parade,Parade,,,musical group,United Kingdom
Paradise Lost [0gIo6kGl4KsCeIbqtZVHYp],0gIo6kGl4KsCeIbqtZVHYp,Q750593,Paradise Lost,Paradise Lost,Q826561,Halifax,musical group,United Kingdom
Pardon Us [6yfT4vrdDIxjwrsRbwXvaO],6yfT4vrdDIxjwrsRbwXvaO,Q47461743,Pardon Us,Pardon Us,Q24826,Liverpool,musical group,England
Peaness [0bHVjNgsMH7b4XxmWhR7Tl],0bHVjNgsMH7b4XxmWhR7Tl,Q62470378,Peaness,Peaness,Q170263,Chester,musical group,United Kingdom
Pearl Carr & Teddy Johnson [2lGZAV0NYAVKlas6vkwNo6],2lGZAV0NYAVKlas6vkwNo6,Q1505459,Pearl Carr & Teddy Johnson,Pearl Carr & Teddy Johnson,,,duo|married couple,United Kingdom
Pearl Carr & Teddy Johnson [3A93OfG1cPAEvOJ5u1um3T],3A93OfG1cPAEvOJ5u1um3T,Q1505459,Pearl Carr & Teddy Johnson,Pearl Carr & Teddy Johnson,,,duo|married couple,United Kingdom
Pentangle [55wOEGTc3QKwBJ9gntcOxT],55wOEGTc3QKwBJ9gntcOxT,Q1427551,Pentangle,Pentangle,Q84,London,musical group,United Kingdom
Peppa Pig [2gJLanGIV9JqQuKBCWy9ZG],2gJLanGIV9JqQuKBCWy9ZG,Q938985,Peppa Pig,Peppa Pig,,,animated television series,United Kingdom
Perpetual loop [5NvD7pBUIDzAbQLRqqdEMc],5NvD7pBUIDzAbQLRqqdEMc,Q59529633,Perpetual loop,Perpetual loop,,,musical group,United Kingdom
Pet Shop Boys [2ycnb8Er79LoH2AsR5ldjh],2ycnb8Er79LoH2AsR5ldjh,Q485625,Pet Shop Boys,Pet Shop Boys,Q84,London,male duo|musical duo,United Kingdom
Peter Green Splinter Group [77aUDqXRIvkDNxARfYwoHC],77aUDqXRIvkDNxARfYwoHC,Q7174364,Peter Green Splinter Group,Peter Green Splinter Group,,,rock band,United Kingdom
Peter and Gordon [6lHC2EQMEMZiEmSfFloarn],6lHC2EQMEMZiEmSfFloarn,Q1256943,Peter and Gordon,Peter and Gordon,Q145,United Kingdom,male duo|musical duo,United Kingdom
Peter and the Test Tube Babies [2mHQfi32bOrYcD42cazcmh],2mHQfi32bOrYcD42cazcmh,Q2000167,Peter and the Test Tube Babies,Peter and the Test Tube Babies,Q1935259,Peacehaven,musical group,United Kingdom
Petrol Girls [7dEx5Gii91YpvTOzrrvx5L],7dEx5Gii91YpvTOzrrvx5L,Q55629700,Petrol Girls,Petrol Girls,,,musical group,United Kingdom
Phi Life Cypher [4cDUgsexpRzd4AUvOOvOQh],4cDUgsexpRzd4AUvOOvOQh,Q7181546,Phi Life Cypher,Phi Life Cypher,,,musical group,United Kingdom
Phil Campbell and the Bastard Sons [7fRzvXVDS5fOLD91WQwE6q],7fRzvXVDS5fOLD91WQwE6q,Q47501791,Phil Campbell and the Bastard Sons,Phil Campbell and the Bastard Sons,,,musical group,United Kingdom
Philharmonia Orchestra [09KZU0NsS7jRa5p0SflmGY],09KZU0NsS7jRa5p0SflmGY,Q1046309,Philharmonia Orchestra,Philharmonia Orchestra,,,orchestra,United Kingdom
Phoenix23 [0tvK1sApC4Yyg2FjPp6YY4],0tvK1sApC4Yyg2FjPp6YY4,Q7186747,Phoenix23,Phoenix23,Q26,Northern Ireland,musical group,United Kingdom
Pholo [53Wk6hhoFwz3REXaZ2XW2a],53Wk6hhoFwz3REXaZ2XW2a,Q61037252,Pholo,Pholo,,,musical group,United Kingdom
Piano Magic [6sIZakv0uaA3qQmOOPTOQt],6sIZakv0uaA3qQmOOPTOQt,Q576191,Piano Magic,Piano Magic,Q84,London,musical group,United Kingdom
Pierre Cope and India Girls [2kWcUSn3NC9ubSJtXRwck5],2kWcUSn3NC9ubSJtXRwck5,Q130902223,Pierre Cope and India Girls,Pierre Cope and India Girls,,,musical group,United Kingdom
Pierre Moerlen's Gong [2x8NPoFZP2nOQ0tZiaUmsw],2x8NPoFZP2nOQ0tZiaUmsw,Q2387270,Pierre Moerlen's Gong,Pierre Moerlen's Gong,,,musical group,United Kingdom
Pigs Pigs Pigs Pigs Pigs Pigs Pigs [1F7QDWyZTLGzkyGLgFjEhU],1F7QDWyZTLGzkyGLgFjEhU,Q93962241,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Pilot [6PwcexHTG0qJWQQwp05Bpm],6PwcexHTG0qJWQQwp05Bpm,Q1753527,Pilot,Pilot,Q23436,Edinburgh,musical group,United Kingdom
Pink Floyd [0k17h0D3J5VfsdmQ1iZtE9],0k17h0D3J5VfsdmQ1iZtE9,Q2306,Pink Floyd,Pink Floyd,Q84,London,rock band,United Kingdom
Pitchshifter [10aXVE8RSUCeMzaFvBnZ2i],10aXVE8RSUCeMzaFvBnZ2i,Q2005871,Pitchshifter,Pitchshifter,Q41262,Nottingham,musical group,United Kingdom
Placebo [6RZUqkomCmb8zCRqc9eznB],6RZUqkomCmb8zCRqc9eznB,Q484839,Placebo,Placebo,Q84,London,musical group,United Kingdom
Plaid [5akVqMzdZOdbMYbE4vNZWD],5akVqMzdZOdbMYbE4vNZWD,Q1072372,Plaid,Plaid,Q21,England,musical group,United Kingdom
Plainsong [0u8SmXNWlofh5ZVJ6SDpRi],0u8SmXNWlofh5ZVJ6SDpRi,Q7200753,Plainsong,Plainsong,Q21,England,musical group,United Kingdom
Planet Perfecto [3Q9P0SbpaP9xsBtLUVK0Be],3Q9P0SbpaP9xsBtLUVK0Be,Q7201145,Planet Perfecto,Planet Perfecto,,,musical group,United Kingdom
Playgroup [62LxcTROPoUdVqrXDREavS],62LxcTROPoUdVqrXDREavS,Q7203352,Playgroup,Playgroup,,,musical group,United Kingdom
Plump DJs [1daC6WKGAm52YZbL5G7zYg],1daC6WKGAm52YZbL5G7zYg,Q6317600,Plump DJs,Plump DJs,Q84,London,musical group,United Kingdom
Polarsets [3sVYJRi0MegX3bkwexcbQR],3sVYJRi0MegX3bkwexcbQR,Q7209186,Polarsets,Polarsets,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Pooka [3FJWxybW8MyzVi3XafVfBR],3FJWxybW8MyzVi3XafVfBR,Q7228540,Pooka,Pooka,Q18125,Manchester,musical group,United Kingdom
Pop Will Eat Itself [5rIXueJu7zVE2gDZjUM6g8],5rIXueJu7zVE2gDZjUM6g8,Q1378050,Pop Will Eat Itself,Pop Will Eat Itself,Q661707,Stourbridge,musical group,United Kingdom
Porcupine Tree [5NXHXK6hOCotCF8lvGM1I0],5NXHXK6hOCotCF8lvGM1I0,Q213923,Porcupine Tree,Porcupine Tree,Q3532,Hemel Hempstead,musical group,United Kingdom
Portico Quartet [7sYipTRgDXS2JVOPEhRutx],7sYipTRgDXS2JVOPEhRutx,Q3399302,Portico Quartet,Portico Quartet,Q84,London,musical group,United Kingdom
Portishead [6liAMWkVf5LH7YR9yfFy1Y],6liAMWkVf5LH7YR9yfFy1Y,Q191352,Portishead,Portishead,Q23154,Bristol,musical group,United Kingdom
Power Quest [0m9MRvdIdPp3cR1JkaEVip],0m9MRvdIdPp3cR1JkaEVip,Q683228,Power Quest,Power Quest,Q79848,Southampton,musical group,United Kingdom
Precious [0ZhPS80sMbmVgzOkMPKNpn],0ZhPS80sMbmVgzOkMPKNpn,Q2094985,Precious,Precious,Q145,United Kingdom,musical group,United Kingdom
Prefab Sprout [4w3QqrcmBv8dasemwBXmxf],4w3QqrcmBv8dasemwBXmxf,Q1506813,Prefab Sprout,Prefab Sprout,Q778444,Witton Gilbert,musical group,United Kingdom
President [40nPYop0FOD9Syyu5y4dAU],40nPYop0FOD9Syyu5y4dAU,Q135218611,President,President,,,musical group,United Kingdom
Press to Meco [1uLjfn78AsMWafGWBuVT8q],1uLjfn78AsMWafGWBuVT8q,Q104845745,Press to Meco,Press to Meco,,,musical group,United Kingdom
Pretty Vicious [4KH4eOg39KeBpnfSgvIteD],4KH4eOg39KeBpnfSgvIteD,Q26260790,Pretty Vicious,Pretty Vicious,Q752762,Merthyr Tydfil,musical group,United Kingdom
Primal Scream [3wury2nd8idV4GecUg5xze],3wury2nd8idV4GecUg5xze,Q666697,Primal Scream,Primal Scream,Q4093,Glasgow,musical group,United Kingdom
Procol Harum [0GbqW5TJr7n4is453VOY4C],0GbqW5TJr7n4is453VOY4C,Q214486,Procol Harum,Procol Harum,Q203995,Southend-on-Sea,musical group,United Kingdom
Project Overload [1tKR8fSpu3ax5Oo7qE5z84],1tKR8fSpu3ax5Oo7qE5z84,Q126364719,Project Overload,Project Overload,Q6225,Coventry,musical group,United Kingdom
Propellerheads [3Z7thZHrtFvqp8OpPffPKp],3Z7thZHrtFvqp8OpPffPKp,Q1426055,Propellerheads,Propellerheads,,,musical group,United Kingdom
Psychic TV [3oi0s3WIuxBU5oh87n7za2],3oi0s3WIuxBU5oh87n7za2,Q2115954,Psychic TV,Psychic TV,Q84,London,musical group,United Kingdom
Public Image Ltd. [70MMkLXtue3Edj3RJhJkYp],70MMkLXtue3Edj3RJhJkYp,Q845265,Public Image Ltd.,Public Image Ltd.,Q84,London,musical group,United Kingdom
Public Service Broadcasting [6VsiDFMZJlJ053P1uO4A6h],6VsiDFMZJlJ053P1uO4A6h,Q7257602,Public Service Broadcasting,Public Service Broadcasting,Q84,London,musical group,United Kingdom
Pull Tiger Tail [4zL29SqN7NHINT36WAqyT3],4zL29SqN7NHINT36WAqyT3,Q15053048,Pull Tiger Tail,Pull Tiger Tail,Q84,London,musical group,United Kingdom
Pulp [36E7oYfz3LLRto6l2WmDcD],36E7oYfz3LLRto6l2WmDcD,Q504464,Pulp,Pulp,Q42448,Sheffield,musical group,United Kingdom
Puppy [1k7YEgitylDPEwY0oLo8lH],1k7YEgitylDPEwY0oLo8lH,Q65244234,Puppy,Puppy,,,musical group,United Kingdom
Puressence [1cFIgop2t8jZzlM7TVePLY],1cFIgop2t8jZzlM7TVePLY,Q3410949,Puressence,Puressence,Q2346848,Failsworth,musical group,United Kingdom
Push Baby [0kkxsdcaWmWU2yWAqclDh4],0kkxsdcaWmWU2yWAqclDh4,Q16672928,Push Baby,Push Baby,Q18125,Manchester,musical group,United Kingdom
